shipment_id,tracking_number,origin_location_id,destination_location_id,route_id,shipment_type,priority,weight_kg,distance_km,number_of_stops,number_of_handoffs,planned_duration_minutes,actual_duration_minutes,planned_delivery_time,actual_delivery_time,weather_exposure,traffic_exposure,congestion_exposure,transport_delay_minutes,external_event_exposure,historical_route_delay_rate,historical_route_avg_delay,expected_delay_minutes,delay_minutes,sla_limit_minutes,sla_breached,final_risk_score,planned_date
HIST004463,1ZTK39099IXIJNNSTB,LOC039,LOC022,RT-LOC039-LOC040-LOC038,International,Normal,10.97,4805.53,11,11,1389.9,1481.9,2025-08-20T09:08:31,2025-08-20T10:40:31,0.412,0.342,0.084,30,0.118,0.235,49.8,92,92,7200,False,2.49,2025-08-19T09:58:37
HIST004464,1Z447E0WZ915IPV3SH,LOC071,LOC063,RT-LOC071-LOC050-LOC016,Express,Normal,8.15,2139.25,7,9,604.2,711.2,2024-10-10T12:55:47,2024-10-10T14:42:47,0.46,0.439,0.114,0,0.165,0.217,52.3,107,107,7200,False,2.76,2024-10-10T02:51:35
HIST004465,1Z5SXXSZCWYVQDJZCM,LOC072,LOC053,RT-LOC072-LOC028-LOC051,Temperature Sensitive,Normal,19.97,1699.78,6,6,1014.3,1115.3,2025-02-21T08:11:20,2025-02-21T09:52:20,0.274,0.422,0.439,0,0.077,0.24,61.9,101,101,7200,True,3.21,2025-02-20T15:17:02
HIST004466,1Z3QLRMW34VM5GVCCZ,LOC016,LOC071,RT-LOC016-LOC049-LOC071,International,Low,28.94,528.9,2,4,219.9,304.9,2024-05-24T11:28:46,2024-05-24T12:53:46,0.359,0.188,0.495,0,0.037,0.136,63.0,85,85,10080,True,2.68,2024-05-24T07:48:52
HIST004467,1ZNOMKK4Q7QYM0SUDQ,LOC005,LOC016,RT-LOC005-LOC002-LOC029,Standard,Normal,161.72,1726.1,6,8,312.6,449.6,2026-05-30T00:32:14,2026-05-30T02:49:14,0.761,0.493,0.538,0,0.375,0.2,48.0,137,137,7200,True,4.46,2026-05-29T19:19:38
HIST004468,1Z2HK8GQ8WM037E2WK,LOC021,LOC013,RT-LOC021-LOC020-LOC023,Express,Critical,32.15,1058.38,4,5,417.6,520.6,2024-11-11T20:55:16,2024-11-11T22:38:16,0.375,0.576,0.045,30,0.45,0.321,53.6,103,103,2880,False,3.32,2024-11-11T13:57:40
HIST004469,1ZHDU1GAJWRM5L4J5K,LOC001,LOC002,RT-LOC001-LOC002,Express,High,36.81,265.26,1,2,132.6,277.6,2025-11-27T05:57:28,2025-11-27T08:22:28,0.467,1.0,0.677,0,0.025,0.271,96.9,145,145,4320,True,4.82,2025-11-27T03:44:52
HIST004470,1ZWZ8XHDT7KHXHSDFG,LOC053,LOC009,RT-LOC053-LOC052-LOC009,International,Low,187.28,578.06,2,3,120.9,214.9,2025-06-15T04:53:23,2025-06-15T06:27:23,0.627,0.432,0.208,30,0.445,0.246,49.4,94,94,10080,True,3.63,2025-06-15T02:52:29
HIST004471,1ZF600K9PMTQRJBGI8,LOC072,LOC040,RT-LOC072-LOC028-LOC050,International,Normal,19.63,4910.86,11,11,1524.3,1602.3,2024-06-01T23:14:23,2024-06-02T00:32:23,0.464,0.536,0.281,0,0.186,0.213,73.2,78,78,7200,True,3.26,2024-05-31T21:50:05
HIST004472,1ZSMJKZGSBSJ1IXQ41,LOC021,LOC055,RT-LOC021-LOC004-LOC009,Express,Low,16.32,973.59,3,4,209.9,315.9,2024-07-24T21:11:07,2024-07-24T22:57:07,0.276,0.338,0.293,0,0.253,0.246,46.8,106,106,10080,True,2.76,2024-07-24T17:41:13
HIST004473,1Z50IA6FOOJ6O4UIO7,LOC043,LOC068,RT-LOC043-LOC074-LOC045,Standard,High,13.93,2854.71,6,7,751.4,843.4,2024-10-08T09:39:48,2024-10-08T11:11:48,0.325,0.606,0.494,0,0.428,0.235,55.9,92,92,4320,True,3.81,2024-10-07T21:08:24
HIST004474,1Z5TE2PZWJ3IJ2ORO4,LOC026,LOC001,RT-LOC026-LOC027-LOC063,Temperature Sensitive,Low,18.62,2276.89,9,11,678.0,832.0,2025-09-06T21:28:27,2025-09-07T00:02:27,0.197,0.758,0.712,0,0.177,0.185,38.8,154,154,10080,False,4.05,2025-09-06T10:10:27
HIST004475,1ZOEYSHN582KE5I4C7,LOC054,LOC046,RT-LOC054-LOC009-LOC010,International,Normal,21.93,5505.83,16,17,1959.0,2045.0,2025-11-25T17:21:26,2025-11-25T18:47:26,0.148,0.603,0.217,0,0.035,0.252,51.9,86,86,7200,False,2.62,2025-11-24T08:42:26
HIST004476,1Z7ZQQV6X897HV0CE1,LOC025,LOC031,RT-LOC025-LOC027-LOC063,Express,High,142.63,2961.21,8,8,755.1,789.1,2024-04-28T14:34:28,2024-04-28T15:08:28,0.086,0.416,0.041,0,0.337,0.234,57.4,34,34,4320,True,2.2,2024-04-28T01:59:22
HIST004477,1ZQ4K0ME2K7T9F3UI7,LOC014,LOC039,RT-LOC014-LOC032-LOC033,Express,Low,15.38,2809.51,6,6,1126.4,1182.4,2024-12-22T15:29:42,2024-12-22T16:25:42,0.143,0.494,0.458,0,0.245,0.208,41.4,56,56,10080,True,2.96,2024-12-21T20:43:18
HIST004478,1ZEYK7OADFTUVI1ZK2,LOC006,LOC020,RT-LOC006-LOC003-LOC007,Priority,Normal,18.01,1439.32,6,6,273.4,358.4,2024-06-04T08:09:00,2024-06-04T09:34:00,0.442,0.339,0.079,0,0.051,0.214,36.0,85,85,7200,False,2.48,2024-06-04T03:35:36
HIST004479,1ZHGBWG9XTON2S4BGW,LOC056,LOC046,RT-LOC056-LOC054-LOC009,Temperature Sensitive,Low,197.81,5719.61,17,19,1977.3,2073.3,2026-01-19T12:57:35,2026-01-19T14:33:35,0.292,0.693,0.228,0,0.163,0.243,53.7,96,96,10080,True,3.34,2026-01-18T04:00:17
HIST004480,1Z4J65JX7JKLG9GY3Y,LOC072,LOC045,RT-LOC072-LOC028-LOC050,Express,Normal,2.03,2596.54,6,7,1329.2,1444.2,2025-08-02T09:22:32,2025-08-02T11:17:32,0.276,0.418,0.334,0,0.007,0.218,61.2,115,115,7200,False,2.74,2025-08-01T11:13:20
HIST004481,1ZMYPSU8EDQHO9H8KC,LOC057,LOC067,RT-LOC057-LOC055-LOC008,Express,Normal,22.65,2719.04,14,16,949.6,1052.6,2024-12-27T05:51:18,2024-12-27T07:34:18,0.378,0.383,0.445,0,0.176,0.23,73.3,103,103,7200,True,3.22,2024-12-26T14:01:42
HIST004482,1ZV6DSH18QLQFOFN2S,LOC011,LOC013,RT-LOC011-LOC056-LOC054,Standard,Normal,34.04,1772.8,8,8,539.3,722.3,2025-09-14T23:14:04,2025-09-15T02:17:04,0.355,0.696,0.664,0,0.074,0.247,57.1,183,183,7200,True,4.05,2025-09-14T14:14:46
HIST004483,1Z0VG2HGG1DQLWI8UG,LOC051,LOC047,RT-LOC051-LOC028-LOC050,Priority,Normal,152.99,5292.21,12,14,1458.6,1628.6,2024-07-19T00:33:12,2024-07-19T03:23:12,0.344,0.432,0.359,60,0.005,0.22,70.3,170,170,7200,True,2.99,2024-07-18T00:14:36
HIST004484,1ZVV7FD0EA1DJ72EEN,LOC057,LOC025,RT-LOC057-LOC055-LOC008,Express,Normal,47.33,2619.96,11,11,1223.0,1311.0,2025-10-20T19:33:13,2025-10-20T21:01:13,0.208,0.304,0.576,0,0.133,0.285,54.6,88,88,7200,True,3.12,2025-10-19T23:10:13
HIST004485,1ZZF1BRFWO0J8X7Z9W,LOC014,LOC020,RT-LOC014-LOC032-LOC065,Standard,High,12.23,2942.24,9,10,1106.2,1224.2,2025-03-02T12:29:14,2025-03-02T14:27:14,0.292,0.57,0.484,30,0.317,0.207,63.6,118,118,4320,True,3.49,2025-03-01T18:03:02
HIST004486,1Z376O4I6JREUWSFW4,LOC040,LOC014,RT-LOC040-LOC038-LOC045,Fragile,Normal,67.22,2862.58,6,6,1000.8,1075.8,2026-01-06T04:16:13,2026-01-06T05:31:13,0.39,0.566,0.508,0,0.233,0.291,47.9,75,75,7200,True,4.07,2026-01-05T11:35:25
HIST004487,1Z4X40Z17ID84KYP24,LOC065,LOC009,RT-LOC065-LOC067-LOC012,International,High,4.74,2926.62,8,8,681.5,749.5,2025-05-10T05:58:14,2025-05-10T07:06:14,0.288,0.457,0.349,0,0.253,0.205,55.1,68,68,4320,True,2.98,2025-05-09T18:36:44
HIST004488,1ZHOEFUGX13I9SX9BF,LOC050,LOC031,RT-LOC050-LOC016-LOC070,Temperature Sensitive,High,125.47,813.03,3,4,132.7,278.7,2024-08-22T21:17:49,2024-08-22T23:43:49,0.483,0.424,0.736,0,0.441,0.148,54.7,146,146,4320,False,4.36,2024-08-22T19:05:07
HIST004489,1Z795QTSBT9ZC8U2CG,LOC074,LOC035,RT-LOC074-LOC045-LOC038,Express,Low,11.39,2027.87,4,6,764.0,892.0,2026-03-01T18:17:33,2026-03-01T20:25:33,0.233,0.379,0.717,0,0.092,0.204,39.2,128,128,10080,True,3.33,2026-03-01T05:33:33
HIST004490,1ZKPQ1W52GQWF2IHDU,LOC010,LOC019,RT-LOC010-LOC020-LOC023,Standard,High,48.26,782.27,3,4,205.8,241.8,2025-09-11T09:52:27,2025-09-11T10:28:27,0.441,0.271,0.149,0,0.459,0.317,45.9,36,36,4320,True,3.09,2025-09-11T06:26:39
HIST004491,1ZMCBW4KCFGONPAG31,LOC020,LOC036,RT-LOC020-LOC023-LOC019,Express,High,256.19,3742.41,10,10,1214.0,1291.0,2025-01-27T02:47:45,2025-01-27T04:04:45,0.241,0.31,0.24,0,0.458,0.263,57.4,77,77,4320,False,2.79,2025-01-26T06:33:45
HIST004492,1ZAW39T6B82XO9SJHV,LOC026,LOC021,RT-LOC026-LOC027-LOC063,Standard,Normal,23.37,1913.62,6,7,636.4,726.4,2025-08-18T13:25:43,2025-08-18T14:55:43,0.225,0.533,0.394,0,0.415,0.204,74.4,90,90,7200,False,3.21,2025-08-18T02:49:19
HIST004493,1ZOVG3NKZ6WFC2S7VF,LOC011,LOC016,RT-LOC011-LOC056-LOC054,Express,High,17.83,3814.06,17,17,875.8,1095.8,2024-06-09T10:27:01,2024-06-09T14:07:01,0.538,0.425,0.716,120,0.181,0.213,60.9,220,220,4320,False,4.33,2024-06-08T19:51:13
HIST004494,1ZYQFYVTY2JQN82062,LOC015,LOC052,RT-LOC015-LOC069-LOC016,Standard,High,7.69,2707.86,8,10,944.8,1115.8,2024-08-09T00:55:56,2024-08-09T03:46:56,0.394,0.456,0.275,30,0.303,0.253,58.7,171,171,4320,True,3.21,2024-08-08T09:11:08
HIST004495,1ZZQ2OKYD6WOZ4KWT8,LOC071,LOC029,RT-LOC071-LOC050-LOC051,International,Normal,32.0,840.85,3,5,516.6,643.6,2024-02-09T19:46:15,2024-02-09T21:53:15,0.403,0.463,0.705,0,0.243,0.196,42.7,127,127,7200,True,3.89,2024-02-09T11:09:39
HIST004496,1ZWAHQ2L23791L5PYU,LOC024,LOC053,RT-LOC024-LOC013-LOC060,Express,High,30.3,1998.04,8,8,861.0,931.0,2025-10-23T22:28:13,2025-10-23T23:38:13,0.189,0.463,0.128,0,0.048,0.247,42.9,70,70,4320,True,2.3,2025-10-23T08:07:13
HIST004497,1ZI21Q0THLTKV5OQXZ,LOC017,LOC062,RT-LOC017-LOC059-LOC005,International,Normal,9.58,773.83,4,5,432.3,547.3,2024-07-06T10:29:07,2024-07-06T12:24:07,0.489,0.433,0.714,0,0.265,0.173,55.1,115,115,7200,False,4.0,2024-07-06T03:16:49
HIST004498,1ZVONTZAWQCI420XWB,LOC043,LOC024,RT-LOC043-LOC074-LOC045,Express,Normal,11.12,4510.0,11,11,1469.6,1635.6,2025-11-28T20:21:10,2025-11-28T23:07:10,0.441,0.699,0.732,0,0.409,0.25,62.6,166,166,7200,True,4.68,2025-11-27T19:51:34
HIST004499,1Z9OQVM38T2275ZUNO,LOC012,LOC003,RT-LOC012-LOC018-LOC059,Express,Normal,16.1,1059.8,4,4,377.3,471.3,2024-12-21T07:56:40,2024-12-21T09:30:40,0.386,0.439,0.166,30,0.244,0.234,49.8,94,94,7200,False,2.84,2024-12-21T01:39:22
HIST004500,1ZF22TMSLSB6Y65CVH,LOC069,LOC023,RT-LOC069-LOC016-LOC030,Priority,Critical,31.24,2127.24,6,8,671.8,773.8,2024-02-11T13:18:47,2024-02-11T15:00:47,0.326,0.5,0.501,0,0.273,0.236,59.6,102,102,2880,False,3.52,2024-02-11T02:06:59
HIST004501,1Z2UY8GSFHLS7R8MP3,LOC032,LOC048,RT-LOC032-LOC033-LOC035,Standard,High,22.14,1538.42,3,4,415.1,493.1,2024-01-08T07:02:36,2024-01-08T08:20:36,0.131,0.311,0.539,0,0.135,0.2,48.4,78,78,4320,False,2.69,2024-01-08T00:07:30
HIST004502,1ZH5FTYVTA0GSTKH9F,LOC011,LOC057,RT-LOC011-LOC057,Standard,Low,90.98,77.72,1,3,38.9,107.9,2026-06-06T04:07:28,2026-06-06T05:16:28,0.36,0.496,0.262,0,0.073,0.282,6.4,69,69,10080,True,3.04,2026-06-06T03:28:34
HIST004503,1ZV718IB1DR8JFGIY1,LOC066,LOC062,RT-LOC066-LOC062,Express,Normal,55.54,502.4,1,2,43.1,132.1,2024-09-03T00:01:52,2024-09-03T01:30:52,0.128,0.865,0.27,0,0.46,0.138,40.1,89,89,7200,False,3.15,2024-09-02T23:18:46
HIST004504,1Z6D1FCD2OD93294XU,LOC003,LOC012,RT-LOC003-LOC007-LOC006,Standard,High,36.11,1336.35,6,7,507.5,621.5,2026-04-08T09:51:26,2026-04-08T11:45:26,0.556,0.447,0.339,0,0.349,0.213,73.7,114,114,4320,False,3.59,2026-04-08T01:23:56
HIST004505,1Z7WW4PMID6H0NI47V,LOC011,LOC025,RT-LOC011-LOC056-LOC054,Express,Critical,0.32,2763.33,11,11,1199.6,1242.6,2025-02-22T01:22:12,2025-02-22T02:05:12,0.188,0.309,0.796,0,0.009,0.259,54.7,43,43,2880,True,3.43,2025-02-21T05:22:36
HIST004506,1Z4VKWIAOQLOMN3YVL,LOC001,LOC026,RT-LOC001-LOC051-LOC028,Priority,High,50.56,3368.32,10,11,979.0,1124.0,2025-05-05T15:28:08,2025-05-05T17:53:08,0.45,0.628,0.526,0,0.352,0.179,58.4,145,145,4320,True,3.94,2025-05-04T23:09:08
HIST004507,1ZYTQMW7QGVZLL0B1A,LOC026,LOC062,RT-LOC026-LOC027-LOC063,Priority,Low,40.14,896.05,3,5,167.5,264.5,2024-08-01T14:30:01,2024-08-01T16:07:01,0.05,0.251,0.433,0,0.402,0.131,74.8,97,97,10080,True,2.42,2024-08-01T11:42:31
HIST004508,1ZYVD0Q23OSW9950KF,LOC069,LOC048,RT-LOC069-LOC015-LOC036,Express,Normal,42.3,1751.59,3,4,798.4,1108.4,2025-02-24T17:36:39,2025-02-24T22:46:39,0.328,0.364,0.64,240,0.429,0.253,40.0,310,310,7200,True,4.39,2025-02-24T04:18:15
HIST004509,1ZMY37OUBXPXKBLQFF,LOC021,LOC026,RT-LOC021-LOC020-LOC023,International,Normal,41.33,1793.34,6,6,968.8,1035.8,2024-04-05T13:32:20,2024-04-05T14:39:20,0.337,0.268,0.116,0,0.215,0.276,53.4,67,67,7200,False,2.46,2024-04-04T21:23:32
HIST004510,1Z2WO9WI5KWKQYS5NJ,LOC010,LOC050,RT-LOC010-LOC020-LOC021,Express,Normal,29.53,2899.49,12,13,699.6,844.6,2024-10-24T06:35:23,2024-10-24T09:00:23,0.48,0.508,0.558,0,0.347,0.228,53.0,145,145,7200,False,4.0,2024-10-23T18:55:47
HIST004511,1ZQU464LU9DG687WLC,LOC041,LOC071,RT-LOC041-LOC042-LOC047,Standard,Low,89.27,3284.36,9,10,1094.9,1194.9,2024-09-15T23:12:19,2024-09-16T00:52:19,0.369,0.432,0.212,0,0.105,0.224,45.8,100,100,10080,True,2.72,2024-09-15T04:57:25
HIST004512,1ZEWI708ZX248K55TN,LOC075,LOC018,RT-LOC075-LOC044-LOC074,Standard,Critical,5.05,4165.87,9,9,1024.2,1086.2,2024-06-14T05:06:41,2024-06-14T06:08:41,0.406,0.49,0.554,0,0.107,0.245,60.2,62,62,2880,False,3.63,2024-06-13T12:02:29
HIST004513,1ZR7YNH9WAI1ZOGR6Q,LOC026,LOC068,RT-LOC026-LOC027-LOC063,International,High,7.48,1741.68,6,8,662.8,822.8,2024-04-08T00:11:56,2024-04-08T02:51:56,0.239,0.549,0.588,0,0.444,0.135,66.1,160,160,4320,True,3.51,2024-04-07T13:09:08
HIST004514,1ZYKZ87P4S6TBVRHVN,LOC027,LOC012,RT-LOC027-LOC063-LOC062,International,Low,13.94,1120.14,3,4,418.1,473.1,2025-07-03T22:48:50,2025-07-03T23:43:50,0.201,0.662,0.067,0,0.004,0.151,55.5,55,55,10080,False,2.32,2025-07-03T15:50:44
HIST004515,1ZU3G6QV4KS5O9IR5R,LOC008,LOC060,RT-LOC008-LOC009-LOC010,Express,Normal,50.29,1216.1,6,8,498.8,560.8,2024-12-24T01:27:52,2024-12-24T02:29:52,0.166,0.378,0.024,0,0.42,0.227,60.3,62,62,7200,False,2.34,2024-12-23T17:09:04
HIST004516,1Z97T3BGTSND88G8QX,LOC033,LOC007,RT-LOC033-LOC034-LOC032,Express,High,34.69,2666.0,10,10,1198.5,1269.5,2025-05-31T08:47:42,2025-05-31T09:58:42,0.285,0.438,0.31,0,0.07,0.214,48.3,71,71,4320,False,2.73,2025-05-30T12:49:12
HIST004517,1ZLGQ8YTHI9SKKHSK1,LOC058,LOC050,RT-LOC058-LOC055-LOC008,Express,Normal,26.04,3501.72,16,17,884.7,931.7,2025-07-05T12:09:02,2025-07-05T12:56:02,0.323,0.435,0.184,0,0.098,0.226,53.2,47,47,7200,False,2.58,2025-07-04T21:24:20
HIST004518,1ZZX1ABC4ZJAND4W9R,LOC001,LOC048,RT-LOC001-LOC051-LOC028,Standard,Normal,27.95,4527.01,11,11,995.9,1154.9,2024-01-17T02:55:51,2024-01-17T05:34:51,0.488,0.605,0.268,0,0.144,0.207,68.9,159,159,7200,False,3.33,2024-01-16T10:19:57
HIST004519,1Z392O10VYANU4DGCZ,LOC055,LOC075,RT-LOC055-LOC008-LOC009,International,High,182.31,6022.47,21,21,2485.2,2550.2,2025-05-10T09:40:42,2025-05-10T10:45:42,0.549,0.398,0.488,0,0.137,0.23,55.4,65,65,4320,False,3.63,2025-05-08T16:15:30
HIST004520,1ZIX25E892YX2NWXJ1,LOC033,LOC042,RT-LOC033-LOC035-LOC037,Express,Low,76.32,2445.9,5,5,993.5,1090.5,2024-05-26T20:22:53,2024-05-26T21:59:53,0.254,0.641,0.245,0,0.353,0.261,60.2,97,97,10080,True,3.22,2024-05-26T03:49:23
HIST004521,1ZL75JX3O0KPBGMTEX,LOC036,LOC060,RT-LOC036-LOC015-LOC069,Standard,High,15.55,2956.35,8,10,1068.9,1196.9,2025-02-25T13:54:52,2025-02-25T16:02:52,0.425,0.654,0.399,30,0.115,0.219,68.1,128,128,4320,True,3.54,2025-02-24T20:05:58
HIST004522,1ZFLS5KAKYD8DC6O3D,LOC035,LOC007,RT-LOC035-LOC036-LOC015,Express,Normal,76.4,3269.0,9,10,1595.8,1688.8,2024-11-23T03:37:45,2024-11-23T05:10:45,0.416,0.591,0.253,0,0.107,0.24,70.1,93,93,7200,False,3.18,2024-11-22T01:01:57
HIST004523,1ZS1R7L77GGKKZBSMS,LOC037,LOC002,RT-LOC037-LOC038-LOC045,Standard,High,82.83,3334.45,7,7,1280.8,1352.8,2024-08-05T17:02:35,2024-08-05T18:14:35,0.383,0.54,0.728,0,0.2,0.255,45.3,72,72,4320,False,4.12,2024-08-04T19:41:47
HIST004524,1ZNF7PGE1NJQM0H9FL,LOC021,LOC002,RT-LOC021-LOC004-LOC007,Express,Normal,30.73,1433.18,6,6,500.2,546.2,2024-06-05T06:18:31,2024-06-05T07:04:31,0.407,0.435,0.063,0,0.414,0.219,58.5,46,46,7200,True,2.88,2024-06-04T21:58:19
HIST004525,1Z25L4H5JDMNQ7BVPT,LOC041,LOC058,RT-LOC041-LOC042-LOC047,Temperature Sensitive,High,69.59,6301.31,17,18,1682.6,1770.6,2024-06-13T09:14:32,2024-06-13T10:42:32,0.297,0.625,0.649,0,0.047,0.227,52.6,88,88,4320,False,3.96,2024-06-12T05:11:56
HIST004526,1ZLNMSPVW9F1EEAQYY,LOC018,LOC052,RT-LOC018-LOC019-LOC022,Standard,Low,35.91,1693.66,5,5,436.9,546.9,2025-04-10T13:55:27,2025-04-10T15:45:27,0.205,0.366,0.451,0,0.015,0.22,68.3,110,110,10080,True,2.76,2025-04-10T06:38:33
HIST004527,1Z6U2OG4PRTBZWNJ94,LOC041,LOC059,RT-LOC041-LOC042-LOC047,Priority,High,2.55,4228.61,11,11,1333.6,1441.6,2025-01-05T06:39:56,2025-01-05T08:27:56,0.347,0.426,0.179,0,0.394,0.245,48.0,108,108,4320,True,2.95,2025-01-04T08:26:20
HIST004528,1ZAUX84HOXRW8P91TL,LOC073,LOC063,RT-LOC073-LOC045-LOC015,Temperature Sensitive,Normal,33.6,3723.84,9,11,1205.0,1379.0,2024-03-18T12:42:24,2024-03-18T15:36:24,0.301,0.6,0.73,0,0.366,0.243,47.7,174,174,7200,True,4.39,2024-03-17T16:37:24
HIST004529,1ZGZLBMORDPKIZNAW7,LOC055,LOC024,RT-LOC055-LOC008-LOC009,Standard,Critical,8.28,1918.91,8,8,892.4,934.4,2026-03-15T09:51:54,2026-03-15T10:33:54,0.157,0.738,0.26,0,0.147,0.265,50.4,42,42,2880,False,3.0,2026-03-14T18:59:30
HIST004530,1ZEGLC0CWD8QZTSQZ2,LOC037,LOC021,RT-LOC037-LOC038-LOC045,Priority,Low,39.62,4767.73,11,13,1483.1,1535.1,2025-11-18T01:22:42,2025-11-18T02:14:42,0.198,0.531,0.644,0,0.37,0.225,50.5,52,52,10080,True,3.66,2025-11-17T00:39:36
HIST004531,1Z305KUQ18ZXYQ5VVG,LOC049,LOC042,RT-LOC049-LOC070-LOC069,Fragile,High,60.36,3008.08,7,8,1568.8,1603.8,2026-01-24T16:31:28,2026-01-24T17:06:28,0.208,0.332,0.1,0,0.138,0.251,68.4,35,35,4320,False,2.34,2026-01-23T14:22:40
HIST004532,1ZDQQE16QTLPY0DZ2J,LOC012,LOC028,RT-LOC012-LOC018-LOC059,Standard,High,12.3,1778.5,7,8,437.5,600.5,2025-12-17T10:26:56,2025-12-17T13:09:56,0.321,0.779,0.429,60,0.226,0.233,45.3,163,163,4320,False,3.76,2025-12-17T03:09:26
HIST004533,1ZEBB38608TOTY6GHN,LOC071,LOC025,RT-LOC071-LOC050-LOC016,Standard,High,148.76,3208.16,10,10,1240.8,1270.8,2024-08-05T19:29:28,2024-08-05T19:59:28,0.233,0.281,0.672,0,0.006,0.21,55.1,30,30,4320,False,3.11,2024-08-04T22:48:40
HIST004534,1ZK4A4QV7DTIFS0X1U,LOC035,LOC038,RT-LOC035-LOC037-LOC038,Standard,Normal,21.16,968.16,2,3,484.1,524.1,2025-02-09T16:10:53,2025-02-09T16:50:53,0.128,0.485,0.323,0,0.243,0.192,30.6,40,40,7200,True,2.6,2025-02-09T08:06:47
HIST004535,1ZNG2KFS95M51EE66M,LOC051,LOC061,RT-LOC051-LOC028-LOC050,Express,Normal,59.74,2308.41,7,8,358.2,479.2,2025-12-25T08:50:43,2025-12-25T10:51:43,0.235,0.611,0.48,0,0.321,0.203,75.2,121,121,7200,True,3.42,2025-12-25T02:52:31
HIST004536,1ZDTAZR2LUOQ45M9NJ,LOC028,LOC015,RT-LOC028-LOC050-LOC016,Standard,Low,64.08,1655.35,4,4,623.3,696.3,2024-07-16T11:41:30,2024-07-16T12:54:30,0.358,0.201,0.011,0,0.038,0.224,50.0,73,73,10080,True,2.13,2024-07-16T01:18:12
HIST004537,1ZKLL9U78BBK04KLY6,LOC020,LOC048,RT-LOC020-LOC023-LOC019,Priority,Normal,1.62,3799.11,10,11,1256.5,1340.5,2025-08-05T10:09:31,2025-08-05T11:33:31,0.26,0.256,0.437,0,0.252,0.255,47.8,84,84,7200,True,2.92,2025-08-04T13:13:01
HIST004538,1Z4P4NA43SDKHDKGJW,LOC018,LOC065,RT-LOC018-LOC062-LOC066,International,Low,95.45,917.21,3,5,408.6,465.6,2025-01-25T16:51:29,2025-01-25T17:48:29,0.125,0.233,0.281,0,0.385,0.186,16.6,57,57,10080,True,2.26,2025-01-25T10:02:53
HIST004539,1ZJ8K2SBPMIOT7WPH7,LOC016,LOC037,RT-LOC016-LOC030-LOC067,Express,Normal,83.79,3418.9,7,9,848.0,956.0,2024-07-23T13:03:53,2024-07-23T14:51:53,0.179,0.657,0.796,0,0.221,0.238,72.6,108,108,7200,False,4.0,2024-07-22T22:55:53
HIST004540,1ZAL1X7XAZVGL0QHFS,LOC001,LOC064,RT-LOC001-LOC051-LOC028,Standard,Normal,121.28,2425.24,7,8,430.3,493.3,2024-08-26T11:33:27,2024-08-26T12:36:27,0.354,0.225,0.345,0,0.399,0.204,68.4,63,63,7200,False,2.89,2024-08-26T04:23:09
HIST004541,1Z5AB6S2L5K6DB5IPH,LOC004,LOC011,RT-LOC004-LOC009-LOC055,International,Normal,25.03,915.5,4,6,110.7,233.7,2024-05-25T04:57:21,2024-05-25T07:00:21,0.666,0.55,0.258,0,0.406,0.21,51.4,123,123,7200,False,3.85,2024-05-25T03:06:39
HIST004542,1Z9S1H2M5B7DCFN0II,LOC010,LOC053,RT-LOC010-LOC020-LOC021,Priority,Low,6.53,900.48,5,6,298.3,492.3,2026-02-18T14:23:18,2026-02-18T17:37:18,0.44,0.455,0.103,60,0.361,0.335,71.3,194,194,10080,True,3.26,2026-02-18T09:25:00
HIST004543,1ZMGUVMIE8KQK77AHA,LOC044,LOC070,RT-LOC044-LOC074-LOC045,International,Normal,29.06,2635.04,5,5,681.1,729.1,2026-04-27T11:58:33,2026-04-27T12:46:33,0.277,0.364,0.108,0,0.062,0.29,47.9,48,48,7200,False,2.39,2026-04-27T00:37:27
HIST004544,1ZJCQ7YG7Z3GKJHYM5,LOC042,LOC070,RT-LOC042-LOC047-LOC038,Express,High,11.17,2761.44,6,8,866.6,987.6,2025-01-02T15:06:55,2025-01-02T17:07:55,0.47,0.848,0.397,0,0.1,0.267,36.6,121,121,4320,False,4.02,2025-01-02T00:40:19
HIST004545,1Z2X7U0MFRB3754VLG,LOC059,LOC062,RT-LOC059-LOC005-LOC018,Standard,Normal,100.25,655.68,3,3,343.7,451.7,2025-01-30T09:24:59,2025-01-30T11:12:59,0.383,0.565,0.451,0,0.288,0.171,47.7,108,108,7200,False,3.48,2025-01-30T03:41:17
HIST004546,1ZS5LTNXEAYMBB3GAT,LOC074,LOC040,RT-LOC074-LOC045-LOC038,Priority,Normal,4.61,1486.16,3,4,727.0,850.0,2025-05-14T16:23:38,2025-05-14T18:26:38,0.354,0.697,0.756,0,0.444,0.122,37.5,123,123,7200,True,4.26,2025-05-14T04:16:38
HIST004547,1Z7AHAVNWUWC8I133Y,LOC028,LOC072,RT-LOC028-LOC050-LOC016,Express,Normal,65.01,1561.06,4,5,133.8,224.8,2026-04-18T11:43:39,2026-04-18T13:14:39,0.53,0.654,0.521,0,0.365,0.183,62.1,91,91,7200,False,4.16,2026-04-18T09:29:51
HIST004548,1ZY8DZXOYYCCOV2L2X,LOC067,LOC029,RT-LOC067-LOC012-LOC018,Priority,Normal,120.85,1491.59,6,8,501.4,566.4,2024-06-19T09:22:14,2024-06-19T10:27:14,0.196,0.535,0.761,0,0.137,0.249,37.9,65,65,7200,True,3.73,2024-06-19T01:00:50
