shipment_id,tracking_number,origin_location_id,destination_location_id,current_location_id,route_id,status,priority,shipment_type,weight_kg,planned_delivery_time,current_eta,risk_score,risk_level,sla_breach_probability,expected_delay_minutes,last_updated
CURR00385,1ZMGDTWIMRZAW4DIDG,LOC064,LOC056,LOC022,RT-LOC064-LOC012-LOC018,IN_TRANSIT,Normal,Express,0.3,2026-06-30T14:20:35.431708,2026-06-30T15:07:35.431708,3.06,MEDIUM,0.364,47,2026-07-01T00:00:00
CURR00386,1ZEC5Q9R1HE4KX3LV4,LOC021,LOC052,LOC004,RT-LOC021-LOC004-LOC052,PROCESSING,High,Standard,17.01,2026-06-30T18:32:20.343598,2026-06-30T20:03:20.343598,4.22,MEDIUM,0.575,91,2026-07-01T00:00:00
CURR00387,1ZN833AD4E3U7T8EGU,LOC016,LOC024,LOC061,RT-LOC016-LOC030-LOC012,DELAYED,Low,Fragile,0.16,2026-06-30T14:28:06.867075,2026-06-30T17:49:06.867075,4.89,MEDIUM,0.664,201,2026-07-01T00:00:00
CURR00388,1ZBEOLXH97790QP26D,LOC008,LOC057,LOC055,RT-LOC008-LOC009-LOC055,IN_TRANSIT,High,International,60.37,2026-06-29T09:14:58.773125,2026-06-29T11:17:58.773125,3.88,MEDIUM,0.597,123,2026-07-01T00:00:00
CURR00389,1ZQ28LOQ98PRR2QIJI,LOC050,LOC072,LOC016,RT-LOC050-LOC016-LOC049,OUT_FOR_DELIVERY,Normal,Fragile,27.3,2026-06-29T17:50:17.970872,2026-06-29T18:04:17.970872,3.06,MEDIUM,0.368,14,2026-07-01T00:00:00
CURR00390,1Z6VCOYVVK97CDU19R,LOC034,LOC054,LOC018,RT-LOC034-LOC032-LOC065,PROCESSING,Normal,Express,48.55,2026-07-01T05:46:46.535176,2026-07-01T07:12:46.535176,5.27,HIGH,0.688,86,2026-07-01T00:00:00
CURR00391,1ZJVA8MBMH6D6UPRCC,LOC029,LOC006,LOC007,RT-LOC029-LOC007-LOC006,IN_TRANSIT,Normal,Express,19.64,2026-06-30T23:52:42.998081,2026-07-01T01:05:42.998081,4.54,MEDIUM,0.593,73,2026-07-01T00:00:00
CURR00392,1Z4NVSZDGCBMH2IMKO,LOC043,LOC013,LOC030,RT-LOC043-LOC074-LOC045,IN_TRANSIT,High,Express,215.66,2026-06-30T15:59:13.495816,2026-06-30T17:13:13.495816,4.37,MEDIUM,0.578,74,2026-07-01T00:00:00
CURR00393,1ZC5LPDX3QKBIURE1M,LOC046,LOC040,LOC047,RT-LOC046-LOC047-LOC039,DELAYED,High,Standard,42.67,2026-06-30T21:15:40.198073,2026-06-30T22:18:40.198073,2.94,LOW,0.338,63,2026-07-01T00:00:00
CURR00394,1ZGE61OLBJTO4YLR5O,LOC021,LOC048,LOC033,RT-LOC021-LOC020-LOC023,IN_TRANSIT,High,International,81.13,2026-06-30T10:00:30.628261,2026-06-30T12:13:30.628261,4.13,MEDIUM,0.504,133,2026-07-01T00:00:00
CURR00395,1ZG4WEAT0QRUVYK7CF,LOC036,LOC044,LOC047,RT-LOC036-LOC048-LOC037,OUT_FOR_DELIVERY,Normal,International,23.0,2026-07-01T06:03:54.400676,2026-07-01T07:12:54.400676,2.84,LOW,0.35,69,2026-07-01T00:00:00
CURR00396,1ZJLCZLWYQGWKPBIRM,LOC065,LOC072,LOC016,RT-LOC065-LOC067-LOC068,PROCESSING,Critical,Standard,3.48,2026-07-01T05:59:03.993890,2026-07-01T07:52:03.993890,5.04,HIGH,0.653,113,2026-07-01T00:00:00
CURR00397,1ZHW0TLM5GUB14BT88,LOC048,LOC056,LOC022,RT-LOC048-LOC036-LOC015,IN_TRANSIT,Low,Fragile,11.52,2026-06-30T20:30:25.474394,2026-06-30T21:17:25.474394,3.48,MEDIUM,0.423,47,2026-07-01T00:00:00
CURR00398,1ZEGY2KL129911PI6N,LOC004,LOC037,LOC032,RT-LOC004-LOC007-LOC006,IN_TRANSIT,High,Standard,77.83,2026-07-01T05:38:43.655275,2026-07-01T06:08:43.655275,2.44,LOW,0.229,30,2026-07-01T00:00:00
CURR00399,1ZIJ1J81QSZUOZJ66P,LOC022,LOC014,LOC032,RT-LOC022-LOC021-LOC020,PROCESSING,Normal,Express,83.69,2026-07-01T07:47:55.391682,2026-07-01T09:04:55.391682,3.97,MEDIUM,0.514,77,2026-07-01T00:00:00
CURR00400,1ZDGDJNVZ3LQSLC3JD,LOC070,LOC047,LOC015,RT-LOC070-LOC069-LOC015,IN_TRANSIT,Critical,Express,55.17,2026-07-01T01:50:46.733397,2026-07-01T03:00:46.733397,3.79,MEDIUM,0.507,70,2026-07-01T00:00:00
CURR00401,1Z4P2YAMB7DYXM4FGH,LOC052,LOC058,LOC009,RT-LOC052-LOC009-LOC055,DELAYED,Critical,Priority,78.74,2026-06-30T09:12:25.414253,2026-06-30T10:13:25.414253,3.02,MEDIUM,0.343,61,2026-07-01T00:00:00
CURR00402,1Z1LKR6YSO5QKBEECE,LOC002,LOC033,LOC016,RT-LOC002-LOC029-LOC051,IN_TRANSIT,Critical,Express,16.49,2026-06-30T06:11:09.918754,2026-06-30T07:44:09.918754,3.77,MEDIUM,0.494,93,2026-07-01T00:00:00
CURR00403,1ZQ3UA2BC6PTW1ZZQK,LOC052,LOC072,LOC005,RT-LOC052-LOC007-LOC006,IN_TRANSIT,High,Priority,20.63,2026-06-29T22:12:52.299214,2026-06-30T00:48:52.299214,3.6,MEDIUM,0.556,156,2026-07-01T00:00:00
CURR00404,1ZOIOUPKGMFKJGHBUK,LOC070,LOC024,LOC061,RT-LOC070-LOC016-LOC030,IN_TRANSIT,High,Standard,69.73,2026-06-30T15:06:29.460450,2026-06-30T17:49:29.460450,2.99,LOW,0.583,163,2026-07-01T00:00:00
CURR00405,1Z7XGR25PNWDRHIUBH,LOC059,LOC043,LOC016,RT-LOC059-LOC005-LOC002,OUT_FOR_DELIVERY,Low,Temperature Sensitive,85.26,2026-07-01T01:23:16.961607,2026-07-01T03:43:16.961607,4.7,MEDIUM,0.711,140,2026-07-01T00:00:00
CURR00406,1Z22FF7WQBNMGATKGA,LOC059,LOC065,LOC062,RT-LOC059-LOC005-LOC018,PROCESSING,Normal,Standard,60.73,2026-06-29T12:43:42.861820,2026-06-29T14:53:42.861820,5.12,HIGH,0.667,130,2026-07-01T00:00:00
CURR00407,1Z8FTF2SZOVHP5FKC9,LOC025,LOC049,LOC059,RT-LOC025-LOC027-LOC063,DELAYED,Normal,Standard,9.5,2026-06-30T12:05:04.154734,2026-06-30T13:29:04.154734,2.6,LOW,0.402,84,2026-07-01T00:00:00
CURR00408,1Z9HOSWHIT5QBA84PE,LOC009,LOC004,LOC021,RT-LOC009-LOC010-LOC020,PROCESSING,Low,Temperature Sensitive,29.51,2026-06-30T00:52:50.088535,2026-06-30T01:43:50.088535,2.8,LOW,0.306,51,2026-07-01T00:00:00
CURR00409,1Z9LF1H96SLKCYSELW,LOC047,LOC055,LOC012,RT-LOC047-LOC038-LOC045,DELAYED,Normal,Standard,3.91,2026-06-30T12:17:39.720090,2026-06-30T12:51:39.720090,4.58,MEDIUM,0.574,34,2026-07-01T00:00:00
CURR00410,1ZJUC0KW24LUZIB6ZE,LOC049,LOC032,LOC065,RT-LOC049-LOC050-LOC016,PROCESSING,Low,Express,83.7,2026-07-01T02:54:26.392019,2026-07-01T04:50:26.392019,3.73,MEDIUM,0.57,116,2026-07-01T00:00:00
CURR00411,1ZVTGRAO8XAIORXITZ,LOC021,LOC064,LOC019,RT-LOC021-LOC020-LOC023,IN_TRANSIT,Normal,Fragile,153.25,2026-06-30T06:39:55.564740,2026-06-30T07:25:55.564740,4.25,MEDIUM,0.542,46,2026-07-01T00:00:00
CURR00412,1ZSX262CQAV8PJBUJH,LOC005,LOC070,LOC050,RT-LOC005-LOC002-LOC029,DELAYED,High,Fragile,48.18,2026-06-29T17:01:13.597610,2026-06-29T19:27:13.597610,4.68,MEDIUM,0.718,146,2026-07-01T00:00:00
CURR00413,1ZJFDZESN8PNLZ4WWK,LOC048,LOC013,LOC012,RT-LOC048-LOC036-LOC015,IN_TRANSIT,Low,Standard,5.54,2026-06-30T16:57:59.319944,2026-06-30T18:53:59.319944,4.26,MEDIUM,0.684,116,2026-07-01T00:00:00
CURR00414,1ZYR8MUSLP30TM16ND,LOC004,LOC015,LOC028,RT-LOC004-LOC007-LOC006,OUT_FOR_DELIVERY,Normal,Standard,17.32,2026-06-30T06:51:14.390457,2026-06-30T07:46:14.390457,3.97,MEDIUM,0.455,55,2026-07-01T00:00:00
CURR00415,1ZOFEVXM7FYAYKXIH7,LOC031,LOC066,LOC032,RT-LOC031-LOC014-LOC032,IN_TRANSIT,Critical,Express,71.34,2026-06-29T20:48:53.071087,2026-06-29T23:22:53.071087,2.62,LOW,0.546,154,2026-07-01T00:00:00
CURR00416,1ZLE4AJC18IQV7V08A,LOC020,LOC032,LOC019,RT-LOC020-LOC023-LOC019,IN_TRANSIT,High,Express,5.84,2026-07-01T10:10:22.979111,2026-07-01T11:54:22.979111,4.3,MEDIUM,0.535,104,2026-07-01T00:00:00
CURR00417,1ZAOBCWQ3QA9A7BEMH,LOC070,LOC059,LOC012,RT-LOC070-LOC016-LOC030,IN_TRANSIT,Normal,Standard,101.63,2026-06-29T11:14:49.374284,2026-06-29T12:09:49.374284,2.62,LOW,0.313,55,2026-07-01T00:00:00
CURR00418,1ZRG4X6G7YIBK0T7DM,LOC025,LOC071,LOC059,RT-LOC025-LOC027-LOC063,IN_TRANSIT,Normal,Standard,24.19,2026-06-30T23:09:28.157933,2026-07-01T00:01:28.157933,3.19,MEDIUM,0.359,52,2026-07-01T00:00:00
CURR00419,1ZHV5UF5DI9NVOGHIB,LOC029,LOC074,LOC016,RT-LOC029-LOC051-LOC028,IN_TRANSIT,Normal,Fragile,69.12,2026-07-01T06:25:37.069713,2026-07-01T07:33:37.069713,4.1,MEDIUM,0.538,68,2026-07-01T00:00:00
CURR00420,1ZZCXKS28OMXTEF7XH,LOC042,LOC019,LOC016,RT-LOC042-LOC047-LOC038,OUT_FOR_DELIVERY,Normal,Standard,83.32,2026-07-01T03:54:25.395730,2026-07-01T05:53:25.395730,3.52,MEDIUM,0.453,119,2026-07-01T00:00:00
CURR00421,1ZKKE9F1SGRXYNWFV1,LOC060,LOC015,LOC050,RT-LOC060-LOC059-LOC005,IN_TRANSIT,Normal,Standard,68.73,2026-06-30T09:40:30.321636,2026-06-30T11:03:30.321636,2.77,LOW,0.36,83,2026-07-01T00:00:00
CURR00422,1Z9PR53WAFG08A3R1I,LOC068,LOC046,LOC038,RT-LOC068-LOC069-LOC015,OUT_FOR_DELIVERY,Normal,Express,54.39,2026-07-01T23:38:04.690696,2026-07-02T00:03:04.690696,3.74,MEDIUM,0.504,25,2026-07-01T00:00:00
CURR00423,1ZQS1FOQYD5MPCQO4W,LOC061,LOC039,LOC033,RT-LOC061-LOC062-LOC066,DELAYED,Low,Standard,130.99,2026-07-01T15:52:55.331883,2026-07-01T17:00:55.331883,3.5,MEDIUM,0.454,68,2026-07-01T00:00:00
CURR00424,1ZIBVZM8G0DQN78AOM,LOC046,LOC051,LOC015,RT-LOC046-LOC047-LOC038,OUT_FOR_DELIVERY,Low,Temperature Sensitive,5.28,2026-06-30T02:34:13.795513,2026-06-30T03:03:13.795513,3.46,MEDIUM,0.354,29,2026-07-01T00:00:00
CURR00425,1Z9JL3XLS8DFKJCK9D,LOC028,LOC023,LOC012,RT-LOC028-LOC050-LOC016,IN_TRANSIT,Normal,Priority,5.96,2026-06-30T00:28:01.273879,2026-06-30T00:53:01.273879,2.28,LOW,0.247,25,2026-07-01T00:00:00
CURR00426,1ZUMH9JW27FEAOZ1U5,LOC070,LOC037,LOC035,RT-LOC070-LOC031-LOC033,IN_TRANSIT,High,International,13.83,2026-06-30T18:11:54.572545,2026-06-30T19:34:54.572545,4.11,MEDIUM,0.547,83,2026-07-01T00:00:00
CURR00427,1Z1WCC1TRTG0GLGCM7,LOC031,LOC070,LOC070,RT-LOC031-LOC070,OUT_FOR_DELIVERY,Normal,Express,21.74,2026-06-30T00:00:44.294266,2026-06-30T00:43:44.294266,3.36,MEDIUM,0.435,43,2026-07-01T00:00:00
CURR00428,1Z7VSH45CTGC8L5LDH,LOC064,LOC004,LOC019,RT-LOC064-LOC012-LOC018,IN_TRANSIT,High,Express,43.67,2026-06-30T14:08:39.583848,2026-06-30T14:55:39.583848,3.62,MEDIUM,0.44,47,2026-07-01T00:00:00
CURR00429,1ZEB2HLGCLF56GO1N7,LOC019,LOC066,LOC066,RT-LOC019-LOC013-LOC062,IN_TRANSIT,Normal,Standard,71.95,2026-06-30T21:43:25.549233,2026-06-30T22:42:25.549233,2.89,LOW,0.288,59,2026-07-01T00:00:00
CURR00430,1Z8VLOCZ9VK2M91VQX,LOC022,LOC025,LOC024,RT-LOC022-LOC021-LOC020,IN_TRANSIT,High,Priority,31.28,2026-06-30T14:42:41.235433,2026-06-30T15:07:41.235433,3.08,MEDIUM,0.397,25,2026-07-01T00:00:00
CURR00431,1ZF1UQYQVT3J987VM3,LOC030,LOC034,LOC032,RT-LOC030-LOC067-LOC065,DELAYED,Low,Fragile,10.84,2026-06-30T12:07:53.443952,2026-06-30T13:25:53.443952,4.19,MEDIUM,0.495,78,2026-07-01T00:00:00
CURR00432,1Z9VPFE1ILN69Z1V9H,LOC052,LOC026,LOC006,RT-LOC052-LOC007-LOC006,IN_TRANSIT,Normal,International,36.74,2026-07-01T00:51:33.069283,2026-07-01T02:32:33.069283,3.67,MEDIUM,0.501,101,2026-07-01T00:00:00
CURR00433,1ZEAZYTVQP6A1EIIS0,LOC075,LOC019,LOC069,RT-LOC075-LOC044-LOC074,IN_TRANSIT,High,International,2.78,2026-06-30T04:00:53.726346,2026-06-30T05:53:53.726346,3.7,MEDIUM,0.466,113,2026-07-01T00:00:00
CURR00434,1ZYWZFBMY4NSCTJRJ0,LOC071,LOC057,LOC009,RT-LOC071-LOC050-LOC051,IN_TRANSIT,Normal,Temperature Sensitive,204.62,2026-07-01T06:19:08.976949,2026-07-01T06:57:08.976949,4.54,MEDIUM,0.578,38,2026-07-01T00:00:00
CURR00435,1ZVPK019PGEU9TKW1Z,LOC057,LOC046,LOC065,RT-LOC057-LOC055-LOC008,IN_TRANSIT,Normal,Express,81.61,2026-07-02T03:59:36.172046,2026-07-02T04:47:36.172046,3.48,MEDIUM,0.433,48,2026-07-01T00:00:00
CURR00436,1ZHJ04QGH7XFIVRUAM,LOC016,LOC019,LOC012,RT-LOC016-LOC030-LOC012,IN_TRANSIT,Normal,Priority,15.03,2026-06-29T18:26:15.783750,2026-06-29T19:45:15.783750,3.19,MEDIUM,0.383,79,2026-07-01T00:00:00
CURR00437,1ZDJCPL1XBDC129OJM,LOC022,LOC073,LOC051,RT-LOC022-LOC021-LOC004,IN_TRANSIT,Normal,Standard,40.25,2026-07-01T04:38:29.785440,2026-07-01T05:27:29.785440,4.04,MEDIUM,0.482,49,2026-07-01T00:00:00
CURR00438,1ZQ6BG8VHS54QA7026,LOC009,LOC004,LOC020,RT-LOC009-LOC010-LOC020,PROCESSING,High,Fragile,36.25,2026-07-01T00:48:12.727831,2026-07-01T02:45:12.727831,3.44,MEDIUM,0.39,117,2026-07-01T00:00:00
CURR00439,1ZVNI229YKE8XZC41Y,LOC060,LOC004,LOC003,RT-LOC060-LOC059-LOC006,DELAYED,High,Standard,30.14,2026-06-29T20:31:29.068541,2026-06-29T20:46:29.068541,2.5,LOW,0.29,15,2026-07-01T00:00:00
CURR00440,1Z54NBPHVV06PIMJR5,LOC074,LOC064,LOC016,RT-LOC074-LOC045-LOC015,IN_TRANSIT,Normal,Priority,15.86,2026-06-30T01:20:49.289755,2026-06-30T02:46:49.289755,3.95,MEDIUM,0.602,86,2026-07-01T00:00:00
CURR00441,1ZJHE0I8606U9K55VI,LOC041,LOC013,LOC069,RT-LOC041-LOC042-LOC047,DELAYED,High,International,6.41,2026-06-30T00:48:54.400550,2026-06-30T02:07:54.400550,3.46,MEDIUM,0.504,79,2026-07-01T00:00:00
CURR00442,1Z8NAE81HCY24EFDMM,LOC025,LOC040,LOC066,RT-LOC025-LOC027-LOC063,IN_TRANSIT,High,Express,1.27,2026-07-01T16:22:08.383968,2026-07-01T17:05:08.383968,2.67,LOW,0.303,43,2026-07-01T00:00:00
CURR00443,1ZB04ZGA13HK0B6WB1,LOC054,LOC018,LOC006,RT-LOC054-LOC009-LOC010,DELAYED,High,Standard,42.26,2026-06-29T23:10:42.669364,2026-06-29T23:29:42.669364,4.95,MEDIUM,0.651,19,2026-07-01T00:00:00
CURR00444,1ZUO6I6V1UJSVPNI5O,LOC019,LOC046,LOC035,RT-LOC019-LOC013-LOC062,DELAYED,Normal,Express,55.38,2026-06-30T08:13:57.688441,2026-06-30T09:34:57.688441,2.7,LOW,0.34,81,2026-07-01T00:00:00
CURR00445,1ZH4J0IXVE7LXARZMF,LOC014,LOC065,LOC032,RT-LOC014-LOC032-LOC065,IN_TRANSIT,High,Express,3.66,2026-06-30T11:57:22.089552,2026-06-30T13:41:22.089552,2.75,LOW,0.388,104,2026-07-01T00:00:00
CURR00446,1ZIL1WX2FX680AW5J8,LOC019,LOC071,LOC005,RT-LOC019-LOC060-LOC059,IN_TRANSIT,Critical,International,27.18,2026-06-30T03:05:37.494303,2026-06-30T05:29:37.494303,4.51,MEDIUM,0.649,144,2026-07-01T00:00:00
CURR00447,1Z0DZR873K266UYUUD,LOC034,LOC008,LOC018,RT-LOC034-LOC032-LOC065,IN_TRANSIT,High,International,221.69,2026-07-01T03:28:10.727302,2026-07-01T05:10:10.727302,3.5,MEDIUM,0.532,102,2026-07-01T00:00:00
CURR00448,1ZG2ZEY9OZC8EDQZOF,LOC065,LOC028,LOC059,RT-LOC065-LOC067-LOC012,OUT_FOR_DELIVERY,Low,International,217.24,2026-06-29T20:44:08.084398,2026-06-29T22:00:08.084398,3.73,MEDIUM,0.461,76,2026-07-01T00:00:00
CURR00449,1ZBAWG7R6708D51QVC,LOC023,LOC020,LOC020,RT-LOC023-LOC020,PROCESSING,Critical,International,16.37,2026-06-30T13:18:20.814313,2026-06-30T16:13:20.814313,3.73,MEDIUM,0.666,175,2026-07-01T00:00:00
CURR00450,1Z8EPWZSFQ11YJEERI,LOC031,LOC024,LOC030,RT-LOC031-LOC070-LOC016,PROCESSING,Normal,Express,27.69,2026-07-01T16:08:31.167922,2026-07-01T16:50:31.167922,3.61,MEDIUM,0.456,42,2026-07-01T00:00:00
CURR00451,1ZSQ3A9R7PO0OBH7H6,LOC060,LOC012,LOC012,RT-LOC060-LOC018-LOC012,DELAYED,Low,Temperature Sensitive,100.28,2026-06-30T04:58:01.929070,2026-06-30T06:26:01.929070,3.63,MEDIUM,0.448,88,2026-07-01T00:00:00
CURR00452,1ZHM53HNS6JDHRXDC4,LOC022,LOC056,LOC004,RT-LOC022-LOC021-LOC004,DELAYED,High,Express,31.53,2026-06-30T11:54:08.710422,2026-06-30T13:50:08.710422,4.81,MEDIUM,0.644,116,2026-07-01T00:00:00
CURR00453,1ZHRYDNCSKKXAFAVNN,LOC016,LOC061,LOC030,RT-LOC016-LOC030-LOC012,IN_TRANSIT,Normal,Standard,3.29,2026-06-29T15:01:46.147412,2026-06-29T17:44:46.147412,3.75,MEDIUM,0.583,163,2026-07-01T00:00:00
CURR00454,1ZPY4NZDI9D6Z6T87T,LOC067,LOC057,LOC009,RT-LOC067-LOC012-LOC018,DELAYED,Normal,International,94.76,2026-06-30T22:01:27.297616,2026-06-30T22:24:27.297616,2.75,LOW,0.298,23,2026-07-01T00:00:00
CURR00455,1ZCB35SLZ3B0KYJS56,LOC048,LOC009,LOC012,RT-LOC048-LOC036-LOC015,IN_TRANSIT,Low,International,40.66,2026-07-01T02:49:26.571891,2026-07-01T05:02:26.571891,4.14,MEDIUM,0.581,133,2026-07-01T00:00:00
CURR00456,1ZD9S5MASQ1ZLKGMT5,LOC040,LOC065,LOC069,RT-LOC040-LOC038-LOC045,DELAYED,Normal,Standard,48.17,2026-06-30T14:45:44.343692,2026-06-30T15:22:44.343692,3.34,MEDIUM,0.518,37,2026-07-01T00:00:00
CURR00457,1ZWM7R1ZP2HLCGN68Z,LOC046,LOC019,LOC069,RT-LOC046-LOC047-LOC038,IN_TRANSIT,Low,Express,15.47,2026-07-01T04:32:52.559225,2026-07-01T05:28:52.559225,3.72,MEDIUM,0.444,56,2026-07-01T00:00:00
CURR00458,1Z0A2O5E36O71OQ5VE,LOC040,LOC036,LOC037,RT-LOC040-LOC038-LOC037,OUT_FOR_DELIVERY,Critical,Priority,159.85,2026-07-01T03:42:34.576414,2026-07-01T06:42:34.576414,5.17,HIGH,0.69,180,2026-07-01T00:00:00
CURR00459,1Z8DA7Y34LTA097YSN,LOC073,LOC003,LOC030,RT-LOC073-LOC045-LOC015,IN_TRANSIT,High,Standard,22.92,2026-06-30T12:27:52.557647,2026-06-30T14:24:52.557647,3.61,MEDIUM,0.508,117,2026-07-01T00:00:00
CURR00460,1ZQLFT0RGCBUJ7EJ6Q,LOC075,LOC025,LOC016,RT-LOC075-LOC044-LOC074,IN_TRANSIT,Normal,Express,47.17,2026-07-02T01:18:20.403461,2026-07-02T02:26:20.403461,3.87,MEDIUM,0.487,68,2026-07-01T00:00:00
CURR00461,1ZLEP230F6J0SUILOJ,LOC071,LOC044,LOC045,RT-LOC071-LOC050-LOC016,DELAYED,Critical,Fragile,84.64,2026-06-30T18:29:40.598180,2026-06-30T19:14:40.598180,3.41,MEDIUM,0.42,45,2026-07-01T00:00:00
CURR00462,1Z72SY23TDCPKZOYQG,LOC006,LOC009,LOC007,RT-LOC006-LOC003-LOC007,OUT_FOR_DELIVERY,Normal,International,43.29,2026-06-30T23:48:33.393409,2026-07-01T04:23:33.393409,4.66,MEDIUM,0.805,275,2026-07-01T00:00:00
CURR00463,1Z18F88ZLPO0D55SFR,LOC043,LOC047,LOC046,RT-LOC043-LOC046-LOC047,PROCESSING,Critical,Standard,9.85,2026-06-29T08:42:42.869518,2026-06-29T09:07:42.869518,3.08,MEDIUM,0.331,25,2026-07-01T00:00:00
CURR00464,1ZQI0SI8VZA53V37GS,LOC006,LOC044,LOC016,RT-LOC006-LOC059-LOC005,DELAYED,High,Standard,37.46,2026-06-30T14:16:26.827017,2026-06-30T15:18:26.827017,3.83,MEDIUM,0.469,62,2026-07-01T00:00:00
CURR00465,1Z6D0TOVTE7QEUWM7Q,LOC018,LOC070,LOC002,RT-LOC018-LOC059-LOC005,IN_TRANSIT,Normal,Standard,49.46,2026-06-30T04:42:03.564398,2026-06-30T07:22:03.564398,3.61,MEDIUM,0.631,160,2026-07-01T00:00:00
CURR00466,1ZO55J9NDVAKQECUIM,LOC051,LOC052,LOC029,RT-LOC051-LOC029-LOC007,IN_TRANSIT,Critical,Standard,18.58,2026-06-30T12:29:26.842463,2026-06-30T14:54:26.842463,3.73,MEDIUM,0.607,145,2026-07-01T00:00:00
CURR00467,1ZF5767S2CCBSJ5U0R,LOC050,LOC032,LOC067,RT-LOC050-LOC016-LOC030,IN_TRANSIT,Normal,Standard,35.57,2026-06-29T15:26:44.357646,2026-06-29T18:26:44.357646,5.08,HIGH,0.725,180,2026-07-01T00:00:00
CURR00468,1ZY6JCB63B38PCSLCY,LOC013,LOC005,LOC059,RT-LOC013-LOC060-LOC059,IN_TRANSIT,Normal,Standard,19.02,2026-06-29T17:55:01.312937,2026-06-29T18:20:01.312937,4.06,MEDIUM,0.513,25,2026-07-01T00:00:00
CURR00469,1Z5V1A141OZJ8Z0EP2,LOC001,LOC060,LOC059,RT-LOC001-LOC002-LOC059,DELAYED,Normal,Standard,4.64,2026-07-01T01:59:26.414520,2026-07-01T03:52:26.414520,3.03,MEDIUM,0.46,113,2026-07-01T00:00:00
CURR00470,1ZW2F6F3DEV439CH0F,LOC034,LOC026,LOC062,RT-LOC034-LOC032-LOC065,IN_TRANSIT,Normal,International,41.7,2026-07-01T04:51:40.406924,2026-07-01T06:48:40.406924,3.68,MEDIUM,0.506,117,2026-07-01T00:00:00
CURR00471,1Z2ET3HUJ1KCIVOOK9,LOC029,LOC056,LOC009,RT-LOC029-LOC007-LOC052,OUT_FOR_DELIVERY,Normal,Fragile,3.76,2026-06-30T21:42:17.485273,2026-06-30T22:53:17.485273,3.13,MEDIUM,0.347,71,2026-07-01T00:00:00
CURR00472,1ZEVLAEFVXUQGXO6W4,LOC067,LOC034,LOC034,RT-LOC067-LOC065-LOC032,IN_TRANSIT,Normal,Standard,4.52,2026-07-01T03:46:19.861119,2026-07-01T05:01:19.861119,3.66,MEDIUM,0.47,75,2026-07-01T00:00:00
CURR00473,1ZC04JOVXKF80W1JDD,LOC002,LOC025,LOC060,RT-LOC002-LOC059-LOC060,IN_TRANSIT,Normal,Express,78.07,2026-06-29T18:44:01.433097,2026-06-29T21:31:01.433097,4.25,MEDIUM,0.598,167,2026-07-01T00:00:00
CURR00474,1Z4VPZHSIM4IWK63J4,LOC055,LOC070,LOC005,RT-LOC055-LOC008-LOC009,PROCESSING,Low,Standard,48.17,2026-06-29T21:27:44.217953,2026-06-29T23:24:44.217953,4.29,MEDIUM,0.573,117,2026-07-01T00:00:00
CURR00475,1ZQLSGH3MRA7YA1ZUN,LOC002,LOC006,LOC006,RT-LOC002-LOC006,PROCESSING,Normal,Fragile,25.62,2026-06-30T07:15:17.961258,2026-06-30T09:00:17.961258,4.56,MEDIUM,0.546,105,2026-07-01T00:00:00
CURR00476,1ZPA7A4LCBY0X3SY5S,LOC014,LOC039,LOC038,RT-LOC014-LOC032-LOC033,PROCESSING,High,Express,153.18,2026-06-30T08:05:28.305137,2026-06-30T09:46:28.305137,4.12,MEDIUM,0.558,101,2026-07-01T00:00:00
CURR00477,1Z2GODAFMX2YFE2CFD,LOC040,LOC073,LOC045,RT-LOC040-LOC038-LOC045,OUT_FOR_DELIVERY,High,Express,64.84,2026-06-30T03:06:09.105330,2026-06-30T05:07:09.105330,3.64,MEDIUM,0.433,121,2026-07-01T00:00:00
CURR00478,1ZQT0ZCKXZ2BWSUVAP,LOC051,LOC022,LOC016,RT-LOC051-LOC028-LOC050,PROCESSING,Normal,Express,6.18,2026-06-30T11:05:27.882335,2026-06-30T14:33:27.882335,4.77,MEDIUM,0.747,208,2026-07-01T00:00:00
CURR00479,1ZI7MSVEDYM1ECA06U,LOC045,LOC051,LOC049,RT-LOC045-LOC015-LOC069,IN_TRANSIT,Low,Fragile,2.4,2026-06-30T12:22:55.217840,2026-06-30T13:02:55.217840,2.53,LOW,0.277,40,2026-07-01T00:00:00
CURR00480,1Z7HWGN5EUOE8H80GJ,LOC040,LOC038,LOC038,RT-LOC040-LOC038,IN_TRANSIT,Normal,Standard,3.23,2026-06-30T12:53:42.858486,2026-06-30T13:51:42.858486,2.03,LOW,0.362,58,2026-07-01T00:00:00
CURR00481,1Z9T063995BWAYUPG5,LOC050,LOC069,LOC016,RT-LOC050-LOC016-LOC069,IN_TRANSIT,High,Standard,43.93,2026-06-29T07:32:37.682302,2026-06-29T08:17:37.682302,3.3,MEDIUM,0.405,45,2026-07-01T00:00:00
CURR00482,1ZAD7AXL6IIK2GV218,LOC007,LOC061,LOC059,RT-LOC007-LOC006-LOC059,PROCESSING,Normal,Express,8.44,2026-06-29T10:40:40.129063,2026-06-29T11:37:40.129063,3.35,MEDIUM,0.512,57,2026-07-01T00:00:00
CURR00483,1ZFVUIWVCURVE6RAO5,LOC038,LOC070,LOC069,RT-LOC038-LOC045-LOC015,DELAYED,Normal,Standard,100.32,2026-06-30T07:57:32.795591,2026-06-30T10:00:32.795591,3.78,MEDIUM,0.494,123,2026-07-01T00:00:00
