transport_id,flight_number,origin_location_id,destination_location_id,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,delay_minutes,status,weather_impact,airport_congestion
TR00338,UA2986,LOC065,LOC013,2024-02-19T18:18:15,2024-02-19T18:18:15,2024-02-19T23:03:30.401633,2024-02-19T23:03:30.401633,0,COMPLETED,0.73,0.09
TR00339,UA4986,LOC072,LOC022,2025-09-03T02:46:18,2025-09-03T05:32:18,2025-09-03T04:47:39.039710,2025-09-03T07:33:39.039710,166,DELAYED,0.11,0.14
TR00340,UA7872,LOC013,LOC036,2025-06-10T02:04:14,2025-06-10T02:04:14,2025-06-10T07:18:49.670862,2025-06-10T07:18:49.670862,0,ON_TIME,0.19,0.69
TR00341,UA5240,LOC038,LOC055,2024-09-09T21:52:00,2024-09-09T21:52:00,2024-09-10T01:43:52.232849,2024-09-10T01:43:52.232849,0,ON_TIME,0.87,0.6
TR00342,UA3428,LOC018,LOC052,2026-01-04T06:03:12,2026-01-04T07:15:12,2026-01-04T09:34:46.512776,2026-01-04T10:46:46.512776,72,DELAYED,0.64,0.6
TR00343,UA1367,LOC022,LOC013,2025-12-03T22:44:16,2025-12-04T01:46:16,2025-12-04T06:10:55.023708,2025-12-04T09:12:55.023708,182,DELAYED,0.66,0.4
TR00344,UA5990,LOC065,LOC018,2025-07-11T07:14:27,2025-07-11T07:14:27,2025-07-11T13:14:29.489064,2025-07-11T13:14:29.489064,0,IN_TRANSIT,0.89,0.05
TR00345,UA5222,LOC014,LOC019,2026-03-01T12:16:04,2026-03-01T12:16:04,2026-03-01T19:20:03.592794,2026-03-01T19:20:03.592794,0,IN_TRANSIT,0.32,0.96
TR00346,UA5541,LOC058,LOC024,2025-04-20T23:22:25,2025-04-20T23:22:25,2025-04-21T01:14:02.450356,2025-04-21T01:14:02.450356,0,BOARDING,0.11,0.57
TR00347,UA4452,LOC031,LOC035,2025-04-01T04:11:14,2025-04-01T04:11:14,2025-04-01T06:31:33.604851,2025-04-01T06:31:33.604851,0,IN_TRANSIT,0.32,0.55
TR00348,UA2668,LOC018,LOC014,2025-09-15T01:52:09,2025-09-15T01:52:09,2025-09-15T08:00:31.549035,2025-09-15T08:00:31.549035,0,ON_TIME,0.31,0.01
TR00349,UA8061,LOC072,LOC065,2025-10-11T07:02:09,2025-10-11T07:48:09,2025-10-11T08:23:05.330430,2025-10-11T09:09:05.330430,46,DELAYED,0.36,0.64
TR00350,UA3212,LOC028,LOC017,2024-12-31T06:05:54,2024-12-31T08:23:54,2024-12-31T09:55:07.310229,2024-12-31T12:13:07.310229,138,DELAYED,0.51,0.89
TR00351,UA9966,LOC052,LOC028,2025-04-25T12:30:45,2025-04-25T17:16:45,2025-04-25T20:07:43.804056,2025-04-26T00:53:43.804056,286,DELAYED,0.88,0.28
TR00352,UA8045,LOC036,LOC024,2025-05-22T08:53:25,2025-05-22T08:53:25,2025-05-22T14:25:48.009349,2025-05-22T14:25:48.009349,0,ON_TIME,0.09,0.23
TR00353,UA9230,LOC019,LOC068,2024-11-23T01:46:18,2024-11-23T01:46:18,2024-11-23T08:16:25.555832,2024-11-23T08:16:25.555832,0,ON_TIME,0.8,0.87
TR00354,UA9905,LOC022,LOC068,2025-01-08T21:14:54,2025-01-09T00:45:54,2025-01-09T00:18:44.231701,2025-01-09T03:49:44.231701,211,DELAYED,0.2,0.97
TR00355,UA6482,LOC068,LOC019,2025-12-17T14:01:01,2025-12-17T17:55:01,2025-12-17T19:33:39.652131,2025-12-17T23:27:39.652131,234,DELAYED,0.36,0.06
TR00356,UA1226,LOC028,LOC017,2024-08-19T00:43:03,2024-08-19T00:43:03,2024-08-19T05:37:33.769895,2024-08-19T05:37:33.769895,0,COMPLETED,0.56,0.78
TR00357,UA8879,LOC068,LOC008,2024-08-29T02:59:12,2024-08-29T02:59:12,2024-08-29T10:20:02.485295,2024-08-29T10:20:02.485295,0,COMPLETED,0.25,0.56
TR00358,UA2017,LOC014,LOC055,2024-02-27T03:54:57,2024-02-27T08:18:57,2024-02-27T08:59:29.250312,2024-02-27T13:23:29.250312,264,DELAYED,0.29,0.45
TR00359,UA3303,LOC018,LOC052,2024-05-03T10:13:38,2024-05-03T10:13:38,2024-05-03T14:18:26.448808,2024-05-03T14:18:26.448808,0,BOARDING,0.41,0.47
TR00360,UA4830,LOC065,LOC050,2024-04-01T06:17:14,2024-04-01T06:17:14,2024-04-01T13:57:32.617245,2024-04-01T13:57:32.617245,0,ON_TIME,0.45,0.32
TR00361,UA5288,LOC038,LOC031,2024-07-01T20:51:01,2024-07-02T01:16:01,2024-07-02T01:14:42.593555,2024-07-02T05:39:42.593555,265,DELAYED,0.08,0.1
TR00362,UA1850,LOC031,LOC072,2024-08-17T09:54:30,2024-08-17T10:41:30,2024-08-17T16:01:22.601045,2024-08-17T16:48:22.601045,47,DELAYED,0.8,0.2
TR00363,UA7482,LOC065,LOC022,2024-06-16T06:23:45,2024-06-16T19:10:45,2024-06-16T12:08:35.437744,2024-06-17T00:55:35.437744,767,CANCELLED,0.37,0.43
TR00364,UA5878,LOC072,LOC055,2025-11-28T08:57:28,2025-11-28T08:57:28,2025-11-28T10:38:21.028832,2025-11-28T10:38:21.028832,0,IN_TRANSIT,0.54,0.44
TR00365,UA5397,LOC017,LOC038,2024-07-14T21:42:43,2024-07-14T21:42:43,2024-07-15T05:11:49.730492,2024-07-15T05:11:49.730492,0,BOARDING,0.76,0.32
TR00366,UA2934,LOC065,LOC019,2024-08-19T23:18:26,2024-08-19T23:18:26,2024-08-20T01:05:15.732315,2024-08-20T01:05:15.732315,0,IN_TRANSIT,0.41,0.36
TR00367,UA6163,LOC008,LOC058,2024-04-24T02:07:19,2024-04-24T06:31:19,2024-04-24T03:48:18.381795,2024-04-24T08:12:18.381795,264,DELAYED,0.76,0.22
TR00368,UA4377,LOC028,LOC061,2025-03-14T19:26:27,2025-03-14T20:34:27,2025-03-14T21:17:23.309200,2025-03-14T22:25:23.309200,68,DELAYED,0.22,0.18
TR00369,UA776,LOC055,LOC036,2025-05-31T21:00:24,2025-05-31T21:00:24,2025-06-01T01:24:22.050472,2025-06-01T01:24:22.050472,0,BOARDING,0.7,0.97
TR00370,UA130,LOC012,LOC008,2025-05-12T00:36:54,2025-05-12T03:21:54,2025-05-12T03:27:42.083695,2025-05-12T06:12:42.083695,165,DELAYED,0.32,0.91
TR00371,UA9346,LOC022,LOC055,2026-06-18T20:45:44,2026-06-18T21:52:44,2026-06-19T00:13:38.676393,2026-06-19T01:20:38.676393,67,DELAYED,0.89,0.07
TR00372,UA939,LOC008,LOC055,2025-01-06T16:02:15,2025-01-06T16:02:15,2025-01-06T18:14:29.144298,2025-01-06T18:14:29.144298,0,BOARDING,0.59,0.99
TR00373,UA5264,LOC028,LOC055,2026-01-18T03:13:43,2026-01-18T03:13:43,2026-01-18T10:04:41.860209,2026-01-18T10:04:41.860209,0,IN_TRANSIT,0.34,0.32
TR00374,UA9148,LOC072,LOC016,2025-11-07T06:27:32,2025-11-07T11:04:32,2025-11-07T11:30:59.218001,2025-11-07T16:07:59.218001,277,DELAYED,0.8,0.36
TR00375,UA3285,LOC072,LOC035,2025-09-28T17:27:18,2025-09-28T19:26:18,2025-09-28T21:30:04.513198,2025-09-28T23:29:04.513198,119,DELAYED,0.44,0.55
TR00376,UA4139,LOC024,LOC038,2024-07-09T11:32:56,2024-07-09T15:11:56,2024-07-09T17:41:58.851395,2024-07-09T21:20:58.851395,219,DELAYED,0.59,0.12
TR00377,UA4082,LOC072,LOC038,2026-05-07T16:32:03,2026-05-07T19:31:03,2026-05-07T17:58:01.085406,2026-05-07T20:57:01.085406,179,DELAYED,0.48,0.76
TR00378,UA5987,LOC019,LOC017,2025-04-14T23:43:56,2025-04-14T23:43:56,2025-04-15T04:58:38.177649,2025-04-15T04:58:38.177649,0,COMPLETED,0.14,0.9
TR00379,UA1134,LOC036,LOC012,2024-11-21T20:51:44,2024-11-21T23:49:44,2024-11-22T03:04:35.668326,2024-11-22T06:02:35.668326,178,DELAYED,0.49,0.47
TR00380,UA2880,LOC072,LOC058,2026-01-05T03:13:44,2026-01-05T05:45:44,2026-01-05T05:14:08.299942,2026-01-05T07:46:08.299942,152,DELAYED,0.86,0.95
TR00381,UA9565,LOC055,LOC013,2024-02-22T13:30:08,2024-02-22T14:49:08,2024-02-22T17:34:40.987498,2024-02-22T18:53:40.987498,79,DELAYED,0.36,0.57
TR00382,UA4840,LOC035,LOC038,2025-07-19T18:42:29,2025-07-19T22:35:29,2025-07-19T21:27:04.980912,2025-07-20T01:20:04.980912,233,DELAYED,0.36,0.78
TR00383,UA3239,LOC058,LOC061,2024-08-31T03:53:49,2024-08-31T03:53:49,2024-08-31T05:50:03.905661,2024-08-31T05:50:03.905661,0,IN_TRANSIT,0.25,0.89
TR00384,UA2857,LOC018,LOC022,2025-08-30T01:52:00,2025-08-30T03:47:00,2025-08-30T04:13:59.146910,2025-08-30T06:08:59.146910,115,DELAYED,0.76,0.57
TR00385,UA5642,LOC028,LOC018,2024-10-24T11:12:45,2024-10-24T14:37:45,2024-10-24T13:36:43.484530,2024-10-24T17:01:43.484530,205,DELAYED,0.26,0.72
TR00386,UA4321,LOC036,LOC052,2025-06-20T01:43:31,2025-06-20T01:43:31,2025-06-20T05:40:49.564011,2025-06-20T05:40:49.564011,0,ON_TIME,0.76,0.47
TR00387,UA1678,LOC024,LOC050,2024-04-12T14:43:19,2024-04-12T14:43:19,2024-04-12T19:11:50.303478,2024-04-12T19:11:50.303478,0,IN_TRANSIT,0.06,0.92
TR00388,UA5308,LOC072,LOC068,2024-03-16T23:34:42,2024-03-17T03:45:42,2024-03-17T03:13:21.765424,2024-03-17T07:24:21.765424,251,DELAYED,0.58,0.47
TR00389,UA1208,LOC065,LOC024,2024-02-18T17:54:46,2024-02-18T21:57:46,2024-02-18T22:20:42.974626,2024-02-19T02:23:42.974626,243,DELAYED,0.71,0.61
TR00390,UA8768,LOC024,LOC022,2025-01-26T18:01:29,2025-01-26T22:20:29,2025-01-27T00:28:19.288963,2025-01-27T04:47:19.288963,259,DELAYED,0.78,0.45
TR00391,UA9721,LOC036,LOC014,2025-08-28T03:48:53,2025-08-28T03:48:53,2025-08-28T10:49:05.995042,2025-08-28T10:49:05.995042,0,COMPLETED,0.26,0.88
TR00392,UA4369,LOC018,LOC017,2024-10-16T19:33:13,2024-10-16T19:33:13,2024-10-16T20:35:53.269688,2024-10-16T20:35:53.269688,0,BOARDING,0.56,0.09
TR00393,UA9701,LOC055,LOC031,2026-02-12T00:30:13,2026-02-12T00:30:13,2026-02-12T07:14:25.691818,2026-02-12T07:14:25.691818,0,COMPLETED,0.7,0.91
TR00394,UA5316,LOC018,LOC024,2025-12-21T00:40:46,2025-12-21T01:50:46,2025-12-21T02:20:45.075208,2025-12-21T03:30:45.075208,70,DELAYED,0.0,0.14
TR00395,UA7858,LOC013,LOC019,2025-09-09T11:29:15,2025-09-09T20:33:15,2025-09-09T14:42:50.077124,2025-09-09T23:46:50.077124,544,CANCELLED,0.7,0.5
TR00396,UA6076,LOC024,LOC008,2025-05-17T15:55:16,2025-05-17T18:30:16,2025-05-17T20:47:35.383416,2025-05-17T23:22:35.383416,155,DELAYED,0.69,0.71
TR00397,UA4266,LOC008,LOC019,2025-11-29T10:45:34,2025-11-29T14:38:34,2025-11-29T15:35:56.346722,2025-11-29T19:28:56.346722,233,DELAYED,0.84,0.55
TR00398,UA5285,LOC028,LOC022,2024-07-25T10:59:32,2024-07-25T10:59:32,2024-07-25T14:48:00.943721,2024-07-25T14:48:00.943721,0,COMPLETED,0.25,0.1
TR00399,UA3063,LOC022,LOC038,2025-05-22T20:01:13,2025-05-22T20:39:13,2025-05-22T21:30:03.408655,2025-05-22T22:08:03.408655,38,DELAYED,0.67,0.59
TR00400,UA5305,LOC022,LOC031,2025-10-18T02:17:22,2025-10-18T02:17:22,2025-10-18T06:27:57.457178,2025-10-18T06:27:57.457178,0,ON_TIME,0.11,0.98
TR00401,UA2565,LOC008,LOC016,2025-05-04T00:09:40,2025-05-04T00:09:40,2025-05-04T01:47:26.685883,2025-05-04T01:47:26.685883,0,IN_TRANSIT,0.46,0.88
TR00402,UA5671,LOC024,LOC018,2026-05-30T03:12:48,2026-05-30T03:12:48,2026-05-30T10:30:22.217690,2026-05-30T10:30:22.217690,0,BOARDING,0.26,0.63
TR00403,UA8812,LOC024,LOC065,2024-10-12T18:35:46,2024-10-12T18:35:46,2024-10-12T22:24:42.026801,2024-10-12T22:24:42.026801,0,BOARDING,0.76,0.01
TR00404,UA479,LOC061,LOC068,2024-01-12T13:20:05,2024-01-12T14:37:05,2024-01-12T16:33:37.981737,2024-01-12T17:50:37.981737,77,DELAYED,0.65,0.63
TR00405,UA5342,LOC012,LOC008,2024-09-12T01:02:28,2024-09-12T01:02:28,2024-09-12T07:51:55.466236,2024-09-12T07:51:55.466236,0,IN_TRANSIT,0.87,0.13
TR00406,UA731,LOC058,LOC072,2025-01-24T07:03:33,2025-01-24T07:03:33,2025-01-24T13:02:49.103144,2025-01-24T13:02:49.103144,0,IN_TRANSIT,0.4,0.72
TR00407,UA8265,LOC017,LOC012,2025-10-07T22:11:10,2025-10-07T23:27:10,2025-10-08T02:45:37.041777,2025-10-08T04:01:37.041777,76,DELAYED,0.19,0.95
TR00408,UA1959,LOC036,LOC014,2024-05-24T19:21:24,2024-05-24T22:03:24,2024-05-24T23:49:00.537364,2024-05-25T02:31:00.537364,162,DELAYED,0.5,0.3
TR00409,UA7849,LOC072,LOC061,2026-01-26T08:43:53,2026-01-26T08:43:53,2026-01-26T10:25:37.597745,2026-01-26T10:25:37.597745,0,COMPLETED,0.05,0.43
TR00410,UA2320,LOC035,LOC022,2025-06-03T17:09:42,2025-06-03T18:35:42,2025-06-03T19:28:36.655743,2025-06-03T20:54:36.655743,86,DELAYED,0.62,0.07
TR00411,UA5356,LOC052,LOC035,2024-08-18T04:05:42,2024-08-18T05:29:42,2024-08-18T08:16:06.714032,2024-08-18T09:40:06.714032,84,DELAYED,0.31,0.87
TR00412,UA9312,LOC008,LOC050,2024-03-06T06:49:23,2024-03-06T11:08:23,2024-03-06T13:12:20.867159,2024-03-06T17:31:20.867159,259,DELAYED,0.4,0.14
TR00413,UA3344,LOC055,LOC016,2024-08-06T00:17:28,2024-08-06T02:58:28,2024-08-06T06:21:06.797424,2024-08-06T09:02:06.797424,161,DELAYED,0.83,0.36
TR00414,UA3133,LOC024,LOC035,2025-01-07T20:43:12,2025-01-07T20:43:12,2025-01-08T01:49:18.512164,2025-01-08T01:49:18.512164,0,BOARDING,0.96,0.53
TR00415,UA7478,LOC061,LOC065,2026-03-07T13:59:18,2026-03-07T15:17:18,2026-03-07T20:58:22.098216,2026-03-07T22:16:22.098216,78,DELAYED,0.69,0.19
TR00416,UA8138,LOC038,LOC022,2026-02-08T12:16:17,2026-02-08T16:41:17,2026-02-08T14:44:24.022962,2026-02-08T19:09:24.022962,265,DELAYED,0.19,0.83
TR00417,UA1451,LOC038,LOC058,2025-03-07T15:27:27,2025-03-07T16:58:27,2025-03-07T19:18:30.970831,2025-03-07T20:49:30.970831,91,DELAYED,0.13,0.32
TR00418,UA482,LOC008,LOC055,2024-11-10T04:37:38,2024-11-10T04:37:38,2024-11-10T12:23:56.737391,2024-11-10T12:23:56.737391,0,BOARDING,0.69,0.37
TR00419,UA3897,LOC028,LOC065,2024-10-07T10:00:34,2024-10-07T10:33:34,2024-10-07T17:15:07.858999,2024-10-07T17:48:07.858999,33,DELAYED,0.59,0.76
TR00420,UA2808,LOC035,LOC052,2025-10-11T03:19:48,2025-10-11T06:30:48,2025-10-11T09:58:09.603441,2025-10-11T13:09:09.603441,191,DELAYED,0.7,0.51
TR00421,UA1929,LOC052,LOC058,2024-02-29T17:29:08,2024-02-29T21:31:08,2024-02-29T21:17:27.151576,2024-03-01T01:19:27.151576,242,DELAYED,0.07,0.42
TR00422,UA6524,LOC052,LOC058,2024-01-15T07:56:17,2024-01-16T02:12:17,2024-01-15T14:17:19.489448,2024-01-16T08:33:19.489448,1096,CANCELLED,0.67,0.84
TR00423,UA2227,LOC065,LOC014,2025-07-14T08:53:49,2025-07-14T12:46:49,2025-07-14T16:16:19.248139,2025-07-14T20:09:19.248139,233,DELAYED,0.49,0.9
TR00424,UA5658,LOC014,LOC055,2025-06-16T18:35:13,2025-06-16T19:55:13,2025-06-16T21:53:15.456027,2025-06-16T23:13:15.456027,80,DELAYED,0.64,0.52
TR00425,UA694,LOC052,LOC072,2025-08-02T11:20:19,2025-08-02T11:20:19,2025-08-02T13:10:07.225515,2025-08-02T13:10:07.225515,0,ON_TIME,0.18,0.73
TR00426,UA8509,LOC052,LOC038,2025-06-07T18:58:29,2025-06-07T18:58:29,2025-06-07T22:15:24.709347,2025-06-07T22:15:24.709347,0,IN_TRANSIT,0.12,0.82
TR00427,UA3474,LOC019,LOC028,2024-01-05T06:03:15,2024-01-05T06:03:15,2024-01-05T10:19:44.066204,2024-01-05T10:19:44.066204,0,ON_TIME,0.14,0.11
TR00428,UA4025,LOC013,LOC019,2024-06-11T11:40:05,2024-06-11T11:40:05,2024-06-11T16:12:36.963137,2024-06-11T16:12:36.963137,0,ON_TIME,0.55,0.17
TR00429,UA4622,LOC016,LOC024,2026-01-20T00:01:39,2026-01-20T00:01:39,2026-01-20T01:54:05.248898,2026-01-20T01:54:05.248898,0,ON_TIME,0.69,0.44
TR00430,UA7810,LOC019,LOC018,2026-02-17T09:30:02,2026-02-17T10:51:02,2026-02-17T13:31:19.806667,2026-02-17T14:52:19.806667,81,DELAYED,1.0,0.62
TR00431,UA108,LOC061,LOC068,2024-11-09T08:24:51,2024-11-09T10:25:51,2024-11-09T15:07:50.402079,2024-11-09T17:08:50.402079,121,DELAYED,0.95,0.83
TR00432,UA5249,LOC008,LOC068,2024-11-23T20:57:10,2024-11-24T01:16:10,2024-11-23T22:24:17.825006,2024-11-24T02:43:17.825006,259,DELAYED,0.86,0.2
TR00433,UA7148,LOC050,LOC072,2024-08-17T14:36:04,2024-08-17T14:36:04,2024-08-17T16:31:54.052701,2024-08-17T16:31:54.052701,0,COMPLETED,0.62,0.79
TR00434,UA6292,LOC013,LOC028,2025-05-31T13:09:59,2025-05-31T15:52:59,2025-05-31T20:56:20.764562,2025-05-31T23:39:20.764562,163,DELAYED,0.53,0.73
TR00435,UA7179,LOC017,LOC012,2026-02-23T11:03:41,2026-02-23T15:38:41,2026-02-23T12:05:12.943475,2026-02-23T16:40:12.943475,275,DELAYED,0.24,0.91
TR00436,UA8869,LOC012,LOC016,2025-02-28T18:48:25,2025-02-28T20:37:25,2025-02-28T23:36:15.905908,2025-03-01T01:25:15.905908,109,DELAYED,0.09,0.96
TR00437,UA3029,LOC058,LOC017,2026-04-04T16:14:04,2026-04-04T16:14:04,2026-04-04T21:35:20.441126,2026-04-04T21:35:20.441126,0,COMPLETED,0.19,0.73
TR00438,UA3508,LOC014,LOC018,2025-08-29T21:59:09,2025-08-29T21:59:09,2025-08-30T05:30:49.807718,2025-08-30T05:30:49.807718,0,COMPLETED,0.25,0.66
TR00439,UA3355,LOC022,LOC038,2026-04-01T08:40:31,2026-04-01T11:33:31,2026-04-01T13:01:10.620706,2026-04-01T15:54:10.620706,173,DELAYED,0.32,0.98
TR00440,UA5369,LOC013,LOC024,2024-11-01T12:03:14,2024-11-01T16:08:14,2024-11-01T15:46:54.410387,2024-11-01T19:51:54.410387,245,DELAYED,0.57,0.55
TR00441,UA8445,LOC018,LOC019,2025-11-06T15:39:04,2025-11-06T15:39:04,2025-11-06T23:35:47.773119,2025-11-06T23:35:47.773119,0,BOARDING,0.74,0.26
TR00442,UA3960,LOC013,LOC018,2024-03-02T05:52:45,2024-03-02T05:52:45,2024-03-02T09:04:56.064555,2024-03-02T09:04:56.064555,0,COMPLETED,0.33,0.67
TR00443,UA9834,LOC024,LOC061,2025-12-07T17:51:30,2025-12-07T20:50:30,2025-12-07T23:56:01.778110,2025-12-08T02:55:01.778110,179,DELAYED,0.62,0.55
TR00444,UA3947,LOC008,LOC058,2026-04-29T22:13:50,2026-04-29T22:13:50,2026-04-30T05:38:48.524258,2026-04-30T05:38:48.524258,0,COMPLETED,0.36,0.67
TR00445,UA6497,LOC024,LOC050,2025-03-26T19:11:23,2025-03-26T22:36:23,2025-03-27T00:56:48.368060,2025-03-27T04:21:48.368060,205,DELAYED,0.91,0.51
TR00446,UA5813,LOC035,LOC068,2026-04-16T23:37:51,2026-04-16T23:37:51,2026-04-17T02:50:43.355267,2026-04-17T02:50:43.355267,0,IN_TRANSIT,0.01,0.99
TR00447,UA8936,LOC072,LOC050,2025-12-10T01:10:52,2025-12-10T17:25:52,2025-12-10T04:26:04.722712,2025-12-10T20:41:04.722712,975,CANCELLED,0.56,0.0
TR00448,UA3848,LOC058,LOC016,2024-03-10T03:35:22,2024-03-10T03:35:22,2024-03-10T08:58:18.761003,2024-03-10T08:58:18.761003,0,BOARDING,0.52,0.69
TR00449,UA4445,LOC019,LOC038,2025-03-17T22:23:40,2025-03-17T22:53:40,2025-03-18T05:37:42.019804,2025-03-18T06:07:42.019804,30,DELAYED,0.17,0.97
TR00450,UA7444,LOC028,LOC019,2025-05-31T16:25:42,2025-05-31T19:08:42,2025-05-31T20:13:35.739902,2025-05-31T22:56:35.739902,163,DELAYED,0.85,0.54
TR00451,UA6023,LOC068,LOC072,2024-01-28T19:54:57,2024-01-28T19:54:57,2024-01-29T03:49:23.944283,2024-01-29T03:49:23.944283,0,BOARDING,0.79,0.05
TR00452,UA8629,LOC012,LOC061,2025-09-24T18:35:52,2025-09-24T18:35:52,2025-09-24T19:37:06.250658,2025-09-24T19:37:06.250658,0,BOARDING,0.99,0.52
TR00453,UA7642,LOC017,LOC036,2024-04-07T13:17:47,2024-04-07T17:36:47,2024-04-07T19:18:00.955755,2024-04-07T23:37:00.955755,259,DELAYED,0.56,0.71
TR00454,UA6091,LOC008,LOC061,2026-01-07T03:17:49,2026-01-07T03:17:49,2026-01-07T09:15:12.416578,2026-01-07T09:15:12.416578,0,IN_TRANSIT,0.11,0.15
TR00455,UA3097,LOC024,LOC068,2025-10-10T04:01:31,2025-10-10T04:01:31,2025-10-10T07:28:10.878828,2025-10-10T07:28:10.878828,0,ON_TIME,0.35,0.38
TR00456,UA2849,LOC072,LOC008,2025-12-21T02:08:18,2025-12-21T06:05:18,2025-12-21T08:34:22.878744,2025-12-21T12:31:22.878744,237,DELAYED,0.84,0.22
TR00457,UA4928,LOC008,LOC055,2026-06-07T09:53:23,2026-06-07T14:27:23,2026-06-07T14:47:00.188865,2026-06-07T19:21:00.188865,274,DELAYED,0.12,0.2
TR00458,UA6903,LOC072,LOC017,2024-12-24T18:15:44,2024-12-24T18:15:44,2024-12-24T20:57:21.109232,2024-12-24T20:57:21.109232,0,ON_TIME,0.21,0.12
TR00459,UA4705,LOC036,LOC061,2025-05-04T14:44:42,2025-05-04T14:44:42,2025-05-04T16:33:25.698041,2025-05-04T16:33:25.698041,0,COMPLETED,0.01,0.71
TR00460,UA3734,LOC035,LOC008,2024-12-12T06:17:50,2024-12-12T06:51:50,2024-12-12T10:12:29.167708,2024-12-12T10:46:29.167708,34,DELAYED,0.72,0.82
TR00461,UA2551,LOC018,LOC055,2025-11-28T22:02:58,2025-11-28T22:02:58,2025-11-29T05:00:11.049776,2025-11-29T05:00:11.049776,0,BOARDING,0.05,0.95
TR00462,UA9290,LOC065,LOC058,2025-02-15T04:45:00,2025-02-15T04:45:00,2025-02-15T06:30:52.207444,2025-02-15T06:30:52.207444,0,IN_TRANSIT,0.24,0.0
TR00463,UA9089,LOC072,LOC036,2025-04-11T11:20:35,2025-04-11T11:20:35,2025-04-11T15:45:12.360238,2025-04-11T15:45:12.360238,0,IN_TRANSIT,0.92,0.34
TR00464,UA1007,LOC035,LOC038,2024-03-01T03:13:51,2024-03-01T04:15:51,2024-03-01T08:50:01.614951,2024-03-01T09:52:01.614951,62,DELAYED,0.59,1.0
TR00465,UA6010,LOC065,LOC028,2024-12-22T11:22:14,2024-12-22T11:22:14,2024-12-22T12:54:08.592180,2024-12-22T12:54:08.592180,0,COMPLETED,0.59,0.03
TR00466,UA5855,LOC022,LOC072,2026-06-19T07:42:06,2026-06-19T11:25:06,2026-06-19T15:12:10.888640,2026-06-19T18:55:10.888640,223,DELAYED,0.85,0.63
TR00467,UA2846,LOC065,LOC035,2025-01-29T19:05:50,2025-01-29T23:24:50,2025-01-30T01:02:44.561865,2025-01-30T05:21:44.561865,259,DELAYED,0.54,0.72
TR00468,UA5023,LOC008,LOC028,2025-09-05T07:40:47,2025-09-05T07:40:47,2025-09-05T15:39:48.796007,2025-09-05T15:39:48.796007,0,COMPLETED,0.35,0.37
TR00469,UA5029,LOC036,LOC018,2025-02-16T05:33:30,2025-02-16T05:33:30,2025-02-16T08:21:19.990425,2025-02-16T08:21:19.990425,0,IN_TRANSIT,0.53,0.08
TR00470,UA6358,LOC017,LOC065,2024-01-07T15:45:25,2024-01-07T18:33:25,2024-01-07T22:10:18.465393,2024-01-08T00:58:18.465393,168,DELAYED,0.25,0.84
TR00471,UA9329,LOC052,LOC038,2026-04-04T11:31:35,2026-04-04T11:31:35,2026-04-04T17:43:15.430134,2026-04-04T17:43:15.430134,0,IN_TRANSIT,0.92,0.14
TR00472,UA539,LOC031,LOC036,2024-12-22T01:58:21,2024-12-22T06:27:21,2024-12-22T04:07:04.180027,2024-12-22T08:36:04.180027,269,DELAYED,0.93,0.51
TR00473,UA2761,LOC035,LOC058,2024-03-03T23:35:43,2024-03-04T02:37:43,2024-03-04T00:49:04.568259,2024-03-04T03:51:04.568259,182,DELAYED,0.97,0.99
TR00474,UA7924,LOC012,LOC052,2024-12-10T13:20:17,2024-12-10T13:20:17,2024-12-10T18:27:21.804774,2024-12-10T18:27:21.804774,0,COMPLETED,0.19,0.47
TR00475,UA702,LOC016,LOC061,2025-11-28T21:15:05,2025-11-28T22:52:05,2025-11-29T05:02:00.530510,2025-11-29T06:39:00.530510,97,DELAYED,0.48,0.06
TR00476,UA1051,LOC061,LOC016,2025-01-06T05:49:08,2025-01-06T09:22:08,2025-01-06T12:55:59.932769,2025-01-06T16:28:59.932769,213,DELAYED,0.51,0.84
TR00477,UA4934,LOC013,LOC050,2025-09-08T16:29:38,2025-09-08T16:29:38,2025-09-08T22:39:00.719664,2025-09-08T22:39:00.719664,0,BOARDING,0.3,0.73
TR00478,UA101,LOC055,LOC050,2024-01-04T11:54:05,2024-01-04T13:15:05,2024-01-04T13:21:07.230860,2024-01-04T14:42:07.230860,81,DELAYED,0.48,0.73
TR00479,UA8026,LOC036,LOC008,2025-10-29T23:57:47,2025-10-29T23:57:47,2025-10-30T03:27:55.772445,2025-10-30T03:27:55.772445,0,COMPLETED,0.11,0.22
TR00480,UA6105,LOC072,LOC013,2024-03-15T04:45:42,2024-03-15T04:45:42,2024-03-15T07:02:25.946628,2024-03-15T07:02:25.946628,0,BOARDING,0.11,0.73
TR00481,UA3175,LOC028,LOC016,2024-04-28T05:25:35,2024-04-28T05:25:35,2024-04-28T09:23:19.656989,2024-04-28T09:23:19.656989,0,BOARDING,0.07,0.83
TR00482,UA2092,LOC014,LOC035,2025-03-01T01:50:28,2025-03-01T01:50:28,2025-03-01T04:32:27.352110,2025-03-01T04:32:27.352110,0,IN_TRANSIT,0.88,0.73
TR00483,UA9539,LOC038,LOC052,2026-04-11T11:51:03,2026-04-11T11:51:03,2026-04-11T16:30:32.008275,2026-04-11T16:30:32.008275,0,BOARDING,0.54,0.92
TR00484,UA7067,LOC065,LOC072,2026-04-29T00:42:32,2026-04-29T00:42:32,2026-04-29T08:14:45.842772,2026-04-29T08:14:45.842772,0,IN_TRANSIT,0.15,0.52
