event_id,route_edge_id,location_id,timestamp,congestion_level,average_speed_kmh,normal_speed_kmh,traffic_index,incident_type,expected_delay_minutes
TE02021,EDGE0064,LOC071,2025-11-23T13:58:50,Severe,11,20,89,Rush Hour,160
TE02022,EDGE0061,LOC003,2025-07-06T10:38:07,Severe,10,20,91,Event,163
TE02023,EDGE0252,LOC031,2025-04-30T08:37:54,High,29,45,67,Weather-related,120
TE02024,EDGE0053,LOC030,2025-05-31T06:14:18,High,29,45,71,Weather-related,127
TE02025,EDGE0101,LOC067,2024-11-03T19:27:38,Severe,10,20,99,Accident,178
TE02026,EDGE0078,LOC014,2026-04-08T17:45:35,Moderate,51,70,53,Event,95
TE02027,EDGE0260,LOC039,2024-05-02T00:23:32,High,28,45,74,Rush Hour,133
TE02028,EDGE0354,LOC060,2025-12-24T10:22:53,Low,78,90,26,Weather-related,46
TE02029,EDGE0200,LOC011,2026-06-01T00:43:10,Severe,11,20,83,Event,149
TE02030,EDGE0343,LOC072,2024-07-23T17:41:03,Moderate,58,70,33,Accident,59
TE02031,EDGE0367,LOC042,2024-05-24T08:09:57,Moderate,54,70,44,Accident,79
TE02032,EDGE0101,LOC048,2025-12-28T10:35:28,High,28,45,75,Accident,135
TE02033,EDGE0051,LOC007,2024-05-31T02:13:38,Moderate,49,70,58,Event,104
TE02034,EDGE0271,LOC015,2025-12-08T17:24:32,Moderate,50,70,55,Weather-related,99
TE02035,EDGE0300,LOC040,2025-04-27T04:14:26,Moderate,50,70,57,Construction,102
TE02036,EDGE0022,LOC017,2025-12-23T23:14:29,Moderate,57,70,37,Construction,66
TE02037,EDGE0129,LOC050,2025-12-31T23:13:18,High,29,45,71,Accident,127
TE02038,EDGE0272,LOC029,2024-12-25T22:11:10,Severe,10,20,95,Event,171
TE02039,EDGE0090,LOC043,2024-12-13T15:39:43,Moderate,58,70,33,Event,59
TE02040,EDGE0330,LOC031,2024-08-11T06:19:57,Moderate,49,70,60,Accident,108
TE02041,EDGE0055,LOC021,2025-02-04T20:54:15,Severe,11,20,86,Rush Hour,154
TE02042,EDGE0090,LOC024,2025-07-18T14:22:25,Low,84,90,12,Accident,21
TE02043,EDGE0343,LOC065,2025-09-01T01:41:13,Moderate,53,70,47,Event,84
TE02044,EDGE0105,LOC045,2024-10-11T19:53:52,Severe,10,20,91,Event,163
TE02045,EDGE0280,LOC075,2025-05-28T03:31:07,Moderate,51,70,53,Rush Hour,95
TE02046,EDGE0149,LOC036,2025-05-19T11:58:15,Moderate,55,70,42,Weather-related,75
TE02047,EDGE0297,LOC073,2025-12-05T03:37:03,Moderate,52,70,49,Rush Hour,88
TE02048,EDGE0126,LOC019,2026-01-27T07:34:06,Severe,11,20,87,Event,156
TE02049,EDGE0213,LOC056,2024-02-17T00:19:43,Severe,11,20,88,Rush Hour,158
TE02050,EDGE0147,LOC040,2024-04-11T12:59:28,High,27,45,78,Rush Hour,140
TE02051,EDGE0342,LOC040,2026-01-08T09:44:58,Moderate,51,70,53,Weather-related,95
TE02052,EDGE0241,LOC050,2024-06-24T08:44:04,Low,81,90,20,Rush Hour,36
TE02053,EDGE0330,LOC009,2025-06-29T22:39:48,Moderate,50,70,55,Weather-related,99
TE02054,EDGE0314,LOC054,2026-01-13T13:26:35,High,29,45,68,Weather-related,122
TE02055,EDGE0249,LOC058,2025-12-17T12:20:10,High,30,45,65,Accident,117
TE02056,EDGE0054,LOC050,2024-09-22T07:56:35,Low,81,90,20,Rush Hour,36
TE02057,EDGE0305,LOC067,2025-03-14T11:19:02,Low,81,90,18,Event,32
TE02058,EDGE0191,LOC016,2025-06-25T13:19:32,Low,77,90,28,Accident,50
TE02059,EDGE0263,LOC068,2026-06-11T17:33:30,Moderate,52,70,51,Rush Hour,91
TE02060,EDGE0154,LOC063,2024-07-16T21:35:33,Low,89,90,1,Event,1
TE02061,EDGE0049,LOC016,2026-02-28T01:44:10,Low,86,90,7,Accident,12
TE02062,EDGE0333,LOC014,2024-06-08T21:35:27,Severe,10,20,93,Event,167
TE02063,EDGE0093,LOC047,2025-09-22T05:04:10,Severe,10,20,94,Construction,169
TE02064,EDGE0355,LOC033,2024-06-15T04:33:06,High,30,45,63,Event,113
TE02065,EDGE0187,LOC053,2025-05-21T05:18:14,Moderate,51,70,52,Rush Hour,93
TE02066,EDGE0139,LOC048,2026-05-13T22:46:10,Low,81,90,20,Accident,36
TE02067,EDGE0046,LOC025,2024-04-20T04:14:16,Severe,11,20,83,Accident,149
TE02068,EDGE0162,LOC075,2025-04-14T07:46:48,Low,84,90,12,Weather-related,21
TE02069,EDGE0133,LOC049,2026-04-07T14:11:39,Moderate,49,70,59,Accident,106
TE02070,EDGE0342,LOC018,2025-12-17T02:23:17,Severe,11,20,87,Rush Hour,156
TE02071,EDGE0115,LOC041,2025-09-14T15:31:16,Severe,10,20,92,Accident,165
TE02072,EDGE0121,LOC016,2025-10-04T06:13:53,Low,82,90,17,Accident,30
TE02073,EDGE0110,LOC045,2025-01-05T14:43:53,High,29,45,71,Accident,127
TE02074,EDGE0172,LOC023,2025-01-13T13:27:40,High,28,45,72,Rush Hour,129
TE02075,EDGE0241,LOC055,2026-05-01T05:01:12,Low,76,90,30,Construction,54
TE02076,EDGE0056,LOC057,2024-09-04T00:42:21,Low,85,90,11,Construction,19
TE02077,EDGE0166,LOC061,2026-01-19T08:13:50,Low,89,90,2,Weather-related,3
TE02078,EDGE0370,LOC026,2025-08-19T05:42:53,Moderate,54,70,45,Weather-related,81
TE02079,EDGE0167,LOC005,2024-04-12T14:53:34,High,29,45,68,Rush Hour,122
TE02080,EDGE0232,LOC041,2025-06-13T06:44:40,Severe,11,20,90,Accident,162
TE02081,EDGE0356,LOC048,2024-11-19T11:40:50,Moderate,58,70,34,Weather-related,61
TE02082,EDGE0293,LOC047,2025-10-31T18:22:51,High,31,45,61,Construction,109
TE02083,EDGE0085,LOC007,2025-11-07T07:09:45,High,27,45,76,Accident,136
TE02084,EDGE0301,LOC022,2026-05-31T03:09:57,Severe,11,20,84,Accident,151
TE02085,EDGE0108,LOC017,2025-06-15T14:10:18,Moderate,51,70,53,Construction,95
TE02086,EDGE0354,LOC030,2026-04-25T21:26:00,Moderate,50,70,57,Construction,102
TE02087,EDGE0166,LOC021,2025-01-01T20:28:16,Low,90,90,0,Weather-related,0
TE02088,EDGE0249,LOC065,2024-09-25T21:05:36,Moderate,51,70,54,Accident,97
TE02089,EDGE0157,LOC052,2024-05-01T00:06:49,High,28,45,73,Construction,131
TE02090,EDGE0134,LOC045,2026-06-10T23:17:27,Moderate,55,70,42,Accident,75
TE02091,EDGE0190,LOC016,2026-01-25T22:53:34,Severe,11,20,84,Weather-related,151
TE02092,EDGE0033,LOC020,2024-06-26T14:15:54,Severe,10,20,94,Weather-related,169
TE02093,EDGE0348,LOC044,2025-12-20T02:28:38,Severe,11,20,88,Accident,158
TE02094,EDGE0345,LOC052,2025-05-20T10:58:28,High,27,45,78,Rush Hour,140
TE02095,EDGE0073,LOC065,2026-05-12T07:10:10,Moderate,54,70,44,Accident,79
TE02096,EDGE0076,LOC049,2024-05-31T16:48:05,Moderate,57,70,37,Event,66
TE02097,EDGE0162,LOC057,2025-11-22T14:51:51,Moderate,56,70,39,Accident,70
TE02098,EDGE0164,LOC025,2024-09-30T16:14:34,Severe,10,20,98,Accident,176
TE02099,EDGE0161,LOC002,2025-04-23T12:24:14,Moderate,53,70,46,Accident,82
TE02100,EDGE0317,LOC030,2025-09-22T09:05:08,Severe,11,20,82,Accident,147
TE02101,EDGE0167,LOC039,2024-04-18T03:09:38,High,29,45,71,Accident,127
TE02102,EDGE0084,LOC034,2024-06-17T22:17:37,Low,80,90,21,Event,37
TE02103,EDGE0349,LOC055,2025-08-11T14:49:35,High,30,45,63,Construction,113
TE02104,EDGE0337,LOC050,2025-05-23T14:39:50,Low,87,90,6,Rush Hour,10
TE02105,EDGE0241,LOC074,2026-02-06T20:39:31,Low,81,90,20,Rush Hour,36
TE02106,EDGE0069,LOC037,2024-04-05T12:13:24,High,28,45,73,Construction,131
TE02107,EDGE0330,LOC071,2024-05-20T15:18:54,Low,88,90,3,Weather-related,5
TE02108,EDGE0250,LOC021,2024-12-04T01:09:17,Low,83,90,15,Construction,27
TE02109,EDGE0165,LOC041,2024-08-03T19:11:28,High,27,45,78,Rush Hour,140
TE02110,EDGE0100,LOC001,2026-06-21T04:35:46,Severe,10,20,94,Weather-related,169
TE02111,EDGE0341,LOC034,2024-01-01T06:52:21,Low,85,90,10,Rush Hour,18
TE02112,EDGE0294,LOC074,2024-08-15T22:19:03,Moderate,55,70,41,Weather-related,73
TE02113,EDGE0360,LOC062,2024-08-19T19:11:30,Moderate,51,70,52,Weather-related,93
TE02114,EDGE0021,LOC034,2025-12-04T16:06:37,High,27,45,76,Event,136
TE02115,EDGE0104,LOC047,2026-04-05T06:39:09,Low,87,90,6,Accident,10
TE02116,EDGE0018,LOC072,2025-03-28T20:01:44,Low,84,90,13,Event,23
TE02117,EDGE0278,LOC066,2025-08-28T19:36:26,Low,86,90,7,Event,12
TE02118,EDGE0349,LOC043,2026-06-16T18:50:41,Low,84,90,13,Construction,23
TE02119,EDGE0090,LOC014,2025-11-25T15:19:28,High,30,45,66,Rush Hour,118
TE02120,EDGE0009,LOC074,2024-10-30T22:58:49,Moderate,55,70,42,Accident,75
TE02121,EDGE0223,LOC033,2024-11-15T11:37:23,Low,86,90,8,Event,14
TE02122,EDGE0008,LOC075,2025-05-06T19:37:06,Low,83,90,15,Rush Hour,27
TE02123,EDGE0038,LOC020,2025-04-10T14:56:35,Low,81,90,19,Accident,34
TE02124,EDGE0042,LOC041,2026-06-04T21:26:43,Moderate,54,70,43,Construction,77
TE02125,EDGE0147,LOC002,2025-04-18T02:27:06,Low,81,90,20,Rush Hour,36
TE02126,EDGE0239,LOC074,2025-11-06T07:47:54,Low,76,90,30,Accident,54
TE02127,EDGE0097,LOC053,2025-06-18T19:06:55,Low,81,90,18,Construction,32
TE02128,EDGE0153,LOC047,2024-05-18T16:52:32,Low,83,90,14,Rush Hour,25
TE02129,EDGE0361,LOC071,2026-06-24T05:38:11,Low,86,90,8,Weather-related,14
TE02130,EDGE0218,LOC010,2024-01-13T14:42:27,High,31,45,62,Accident,111
TE02131,EDGE0174,LOC055,2026-03-03T21:58:53,Moderate,58,70,33,Rush Hour,59
TE02132,EDGE0059,LOC017,2025-09-19T21:34:18,High,29,45,69,Weather-related,124
TE02133,EDGE0155,LOC023,2024-07-17T03:37:15,Severe,10,20,98,Accident,176
TE02134,EDGE0183,LOC023,2025-04-01T23:59:57,Low,80,90,21,Weather-related,37
TE02135,EDGE0044,LOC031,2024-04-06T22:50:03,High,28,45,75,Construction,135
TE02136,EDGE0029,LOC020,2025-07-27T13:37:37,Low,84,90,12,Event,21
TE02137,EDGE0059,LOC059,2026-05-02T15:55:15,Moderate,57,70,37,Rush Hour,66
TE02138,EDGE0059,LOC033,2024-03-23T12:43:47,Moderate,51,70,53,Event,95
TE02139,EDGE0044,LOC036,2024-01-02T07:26:27,Severe,11,20,86,Weather-related,154
TE02140,EDGE0009,LOC006,2026-05-19T23:26:28,Moderate,55,70,41,Accident,73
TE02141,EDGE0179,LOC016,2025-07-12T01:36:38,Moderate,52,70,49,Event,88
TE02142,EDGE0234,LOC073,2024-06-19T09:50:58,High,29,45,71,Rush Hour,127
TE02143,EDGE0318,LOC003,2025-03-14T09:31:23,Low,81,90,18,Event,32
TE02144,EDGE0053,LOC074,2024-02-18T10:39:05,Severe,10,20,99,Event,178
TE02145,EDGE0071,LOC031,2024-12-31T10:25:35,Moderate,51,70,54,Weather-related,97
TE02146,EDGE0118,LOC065,2025-11-01T15:31:13,Severe,10,20,95,Construction,171
TE02147,EDGE0146,LOC038,2025-09-04T11:23:18,Low,76,90,29,Event,52
TE02148,EDGE0335,LOC061,2025-05-09T04:38:44,Severe,10,20,95,Construction,171
TE02149,EDGE0096,LOC004,2025-08-17T15:25:52,Moderate,51,70,52,Construction,93
TE02150,EDGE0124,LOC054,2025-09-22T17:59:40,Low,78,90,26,Weather-related,46
TE02151,EDGE0055,LOC038,2025-08-15T17:46:33,Low,77,90,28,Weather-related,50
TE02152,EDGE0144,LOC069,2025-11-07T01:03:39,Low,79,90,24,Rush Hour,43
TE02153,EDGE0264,LOC056,2026-04-26T19:30:05,High,29,45,69,Event,124
TE02154,EDGE0122,LOC006,2024-11-24T02:42:21,High,29,45,69,Event,124
TE02155,EDGE0223,LOC037,2024-09-26T09:11:50,Moderate,56,70,38,Rush Hour,68
TE02156,EDGE0310,LOC014,2026-01-07T16:29:22,Low,82,90,17,Construction,30
TE02157,EDGE0328,LOC013,2024-08-04T00:51:47,Moderate,49,70,59,Accident,106
TE02158,EDGE0250,LOC042,2024-10-19T09:36:18,Moderate,51,70,53,Event,95
TE02159,EDGE0254,LOC066,2026-05-12T19:37:02,Low,78,90,25,Event,45
TE02160,EDGE0213,LOC071,2025-08-20T10:44:34,Moderate,51,70,52,Construction,93
TE02161,EDGE0137,LOC063,2025-07-13T16:30:21,Moderate,49,70,59,Rush Hour,106
TE02162,EDGE0020,LOC049,2025-10-10T03:40:00,High,31,45,61,Weather-related,109
TE02163,EDGE0112,LOC057,2024-08-27T15:30:05,Moderate,50,70,57,Event,102
TE02164,EDGE0060,LOC062,2025-03-24T02:58:24,Low,78,90,25,Rush Hour,45
TE02165,EDGE0062,LOC017,2024-07-14T00:48:42,High,28,45,73,Accident,131
TE02166,EDGE0151,LOC027,2024-07-27T14:13:34,Severe,11,20,84,Event,151
TE02167,EDGE0041,LOC068,2024-01-19T00:34:55,Moderate,50,70,56,Rush Hour,100
TE02168,EDGE0017,LOC037,2024-04-21T10:53:04,Severe,11,20,84,Construction,151
TE02169,EDGE0228,LOC016,2024-01-25T09:37:45,Moderate,53,70,48,Rush Hour,86
TE02170,EDGE0266,LOC047,2024-08-11T16:33:20,Moderate,55,70,41,Event,73
TE02171,EDGE0097,LOC002,2026-01-26T01:32:27,High,28,45,72,Construction,129
TE02172,EDGE0036,LOC051,2025-11-09T10:39:54,Low,88,90,3,Construction,5
TE02173,EDGE0230,LOC051,2024-07-29T22:05:12,Moderate,53,70,47,Weather-related,84
TE02174,EDGE0003,LOC034,2024-05-11T12:28:55,Moderate,51,70,54,Event,97
TE02175,EDGE0227,LOC051,2024-08-01T03:56:32,Moderate,53,70,46,Event,82
TE02176,EDGE0313,LOC050,2025-10-08T00:12:55,Moderate,52,70,51,Weather-related,91
TE02177,EDGE0322,LOC020,2025-12-09T09:58:49,Moderate,51,70,52,Weather-related,93
TE02178,EDGE0310,LOC015,2025-10-23T07:24:06,Severe,11,20,82,Accident,147
TE02179,EDGE0001,LOC052,2024-10-06T07:19:55,Severe,10,20,100,Event,180
TE02180,EDGE0237,LOC013,2025-12-06T21:02:58,Moderate,58,70,32,Rush Hour,57
TE02181,EDGE0184,LOC035,2026-03-02T08:21:52,Severe,11,20,82,Event,147
TE02182,EDGE0081,LOC070,2025-10-20T20:30:51,Low,85,90,11,Rush Hour,19
TE02183,EDGE0033,LOC055,2026-05-07T13:55:00,Moderate,57,70,36,Event,64
TE02184,EDGE0262,LOC011,2025-11-30T02:55:20,High,27,45,79,Event,142
TE02185,EDGE0279,LOC061,2025-08-20T15:12:15,Severe,11,20,83,Weather-related,149
TE02186,EDGE0232,LOC032,2025-07-05T22:48:49,Severe,10,20,100,Accident,180
TE02187,EDGE0249,LOC075,2024-12-16T16:13:53,Moderate,51,70,52,Weather-related,93
TE02188,EDGE0257,LOC070,2024-10-15T14:47:30,Moderate,49,70,58,Construction,104
TE02189,EDGE0288,LOC056,2025-10-21T20:38:33,Moderate,49,70,58,Event,104
TE02190,EDGE0035,LOC033,2024-01-12T13:00:36,Severe,11,20,83,Construction,149
TE02191,EDGE0063,LOC033,2026-06-16T19:06:32,Low,84,90,13,Event,23
TE02192,EDGE0044,LOC016,2026-02-12T20:38:15,Severe,10,20,100,Construction,180
TE02193,EDGE0357,LOC024,2025-01-02T18:40:42,Low,86,90,8,Event,14
TE02194,EDGE0081,LOC070,2026-02-18T09:48:20,Low,86,90,7,Construction,12
TE02195,EDGE0005,LOC015,2025-02-22T06:23:03,High,27,45,78,Weather-related,140
TE02196,EDGE0349,LOC070,2025-09-30T05:08:37,High,28,45,72,Accident,129
TE02197,EDGE0027,LOC025,2026-04-28T10:33:14,High,27,45,77,Construction,138
TE02198,EDGE0119,LOC038,2026-06-14T07:58:23,Moderate,53,70,48,Event,86
TE02199,EDGE0159,LOC035,2025-07-24T01:38:03,High,27,45,78,Weather-related,140
TE02200,EDGE0125,LOC019,2024-02-21T23:32:56,Low,76,90,29,Construction,52
TE02201,EDGE0060,LOC035,2024-02-28T19:42:38,Low,86,90,7,Construction,12
TE02202,EDGE0254,LOC068,2026-06-01T14:09:05,Severe,11,20,87,Construction,156
TE02203,EDGE0030,LOC042,2026-01-20T17:32:30,Low,79,90,23,Accident,41
TE02204,EDGE0095,LOC006,2025-07-26T13:36:22,Moderate,49,70,59,Event,106
TE02205,EDGE0177,LOC012,2024-06-24T19:04:24,Severe,10,20,95,Event,171
TE02206,EDGE0371,LOC030,2026-06-20T09:59:17,Low,80,90,21,Event,37
TE02207,EDGE0155,LOC057,2026-01-18T00:50:52,Moderate,58,70,33,Event,59
TE02208,EDGE0283,LOC061,2024-05-04T08:58:08,Moderate,56,70,40,Rush Hour,72
TE02209,EDGE0135,LOC020,2024-08-08T17:24:18,High,30,45,64,Rush Hour,115
TE02210,EDGE0281,LOC018,2026-03-28T17:54:52,Moderate,49,70,59,Weather-related,106
TE02211,EDGE0264,LOC020,2025-03-10T01:32:47,Moderate,57,70,36,Accident,64
TE02212,EDGE0283,LOC041,2025-12-23T06:04:57,Moderate,49,70,60,Rush Hour,108
TE02213,EDGE0029,LOC053,2026-03-14T01:16:34,High,31,45,61,Construction,109
TE02214,EDGE0368,LOC041,2024-05-01T12:47:50,High,29,45,68,Construction,122
TE02215,EDGE0342,LOC037,2026-03-24T00:09:19,Severe,10,20,97,Accident,174
TE02216,EDGE0312,LOC054,2024-05-17T09:31:08,Moderate,54,70,43,Rush Hour,77
TE02217,EDGE0257,LOC012,2025-01-15T22:53:08,Moderate,52,70,51,Construction,91
TE02218,EDGE0122,LOC059,2026-01-03T22:16:16,Moderate,52,70,50,Weather-related,90
TE02219,EDGE0077,LOC024,2024-05-01T07:06:17,Low,80,90,22,Event,39
TE02220,EDGE0275,LOC044,2026-04-17T14:43:44,Moderate,56,70,39,Weather-related,70
TE02221,EDGE0172,LOC007,2026-06-19T10:06:52,Low,84,90,13,Weather-related,23
TE02222,EDGE0259,LOC002,2025-04-30T10:50:02,Moderate,50,70,56,Weather-related,100
TE02223,EDGE0083,LOC033,2024-03-22T23:34:02,Low,84,90,12,Rush Hour,21
TE02224,EDGE0024,LOC060,2025-06-17T16:19:46,Low,80,90,22,Accident,39
TE02225,EDGE0216,LOC037,2026-04-11T03:29:08,Moderate,56,70,39,Accident,70
TE02226,EDGE0289,LOC051,2024-01-17T18:02:03,Moderate,52,70,51,Event,91
TE02227,EDGE0129,LOC005,2025-12-29T08:41:46,Low,87,90,5,Weather-related,9
TE02228,EDGE0275,LOC018,2025-12-06T07:38:35,Severe,10,20,91,Rush Hour,163
TE02229,EDGE0124,LOC059,2026-03-07T09:27:57,Moderate,50,70,55,Weather-related,99
TE02230,EDGE0070,LOC066,2025-12-29T22:15:05,Severe,11,20,81,Rush Hour,145
TE02231,EDGE0099,LOC007,2026-06-10T14:58:38,Moderate,52,70,50,Construction,90
TE02232,EDGE0113,LOC025,2025-05-29T23:44:14,High,27,45,76,Accident,136
TE02233,EDGE0008,LOC025,2025-10-16T00:37:05,High,27,45,79,Rush Hour,142
TE02234,EDGE0178,LOC053,2025-07-02T05:36:27,High,27,45,77,Accident,138
TE02235,EDGE0144,LOC024,2025-04-02T16:09:11,Moderate,52,70,49,Rush Hour,88
TE02236,EDGE0334,LOC023,2025-03-25T06:28:20,High,30,45,63,Rush Hour,113
TE02237,EDGE0056,LOC057,2024-09-17T05:09:25,Moderate,50,70,55,Construction,99
TE02238,EDGE0294,LOC009,2024-02-24T21:03:27,Moderate,53,70,47,Rush Hour,84
TE02239,EDGE0235,LOC065,2025-04-17T08:34:57,Moderate,50,70,57,Weather-related,102
TE02240,EDGE0126,LOC031,2026-05-25T16:29:35,Severe,11,20,81,Weather-related,145
TE02241,EDGE0350,LOC042,2025-02-08T14:01:26,Moderate,56,70,39,Construction,70
TE02242,EDGE0069,LOC067,2024-04-05T09:49:12,Moderate,54,70,45,Construction,81
TE02243,EDGE0110,LOC034,2026-01-05T00:42:11,Low,77,90,27,Accident,48
TE02244,EDGE0152,LOC047,2026-06-17T02:39:43,High,27,45,79,Weather-related,142
TE02245,EDGE0182,LOC033,2024-09-19T15:43:51,Low,78,90,26,Weather-related,46
TE02246,EDGE0275,LOC036,2026-06-08T21:46:07,Moderate,57,70,35,Accident,63
TE02247,EDGE0201,LOC055,2024-03-21T04:31:43,Low,83,90,14,Rush Hour,25
TE02248,EDGE0206,LOC059,2025-03-29T05:20:52,Severe,11,20,90,Accident,162
TE02249,EDGE0345,LOC026,2024-02-12T09:44:47,Moderate,49,70,60,Rush Hour,108
TE02250,EDGE0365,LOC027,2025-03-21T13:15:45,Moderate,57,70,37,Construction,66
TE02251,EDGE0157,LOC047,2026-01-23T01:10:11,Moderate,49,70,58,Weather-related,104
TE02252,EDGE0302,LOC040,2024-05-08T04:12:07,Low,76,90,29,Accident,52
TE02253,EDGE0367,LOC004,2024-07-16T00:14:31,Severe,10,20,92,Rush Hour,165
TE02254,EDGE0282,LOC031,2026-02-24T09:59:21,Low,78,90,25,Event,45
TE02255,EDGE0262,LOC031,2024-04-29T09:37:57,Severe,11,20,88,Weather-related,158
TE02256,EDGE0138,LOC068,2025-03-07T14:57:14,Low,88,90,3,Accident,5
TE02257,EDGE0172,LOC041,2025-01-26T13:08:29,Moderate,58,70,33,Event,59
TE02258,EDGE0093,LOC005,2024-07-24T21:24:11,High,31,45,61,Accident,109
TE02259,EDGE0280,LOC001,2025-03-12T11:23:34,High,28,45,74,Rush Hour,133
TE02260,EDGE0337,LOC068,2025-03-03T12:50:15,Moderate,59,70,31,Weather-related,55
TE02261,EDGE0345,LOC061,2025-02-03T04:00:13,Severe,10,20,98,Event,176
TE02262,EDGE0201,LOC016,2024-01-23T01:31:35,Severe,11,20,87,Construction,156
TE02263,EDGE0107,LOC004,2024-06-22T06:51:47,Severe,11,20,89,Rush Hour,160
TE02264,EDGE0211,LOC054,2024-09-28T06:04:33,Moderate,54,70,45,Rush Hour,81
TE02265,EDGE0172,LOC043,2024-08-22T18:44:38,Severe,10,20,92,Rush Hour,165
TE02266,EDGE0168,LOC026,2025-11-24T20:26:13,Low,82,90,16,Weather-related,28
TE02267,EDGE0185,LOC041,2025-07-28T09:54:23,Moderate,49,70,58,Weather-related,104
TE02268,EDGE0143,LOC038,2024-09-29T11:21:44,Severe,10,20,93,Event,167
TE02269,EDGE0020,LOC032,2025-02-09T20:12:08,High,27,45,79,Event,142
TE02270,EDGE0253,LOC022,2025-01-01T22:01:14,Moderate,49,70,58,Rush Hour,104
TE02271,EDGE0366,LOC031,2026-01-23T07:04:21,Moderate,57,70,35,Rush Hour,63
TE02272,EDGE0247,LOC057,2024-10-07T21:03:18,Moderate,57,70,37,Weather-related,66
TE02273,EDGE0341,LOC052,2026-03-30T06:28:53,Severe,11,20,85,Weather-related,153
TE02274,EDGE0280,LOC040,2024-02-21T09:42:15,Low,89,90,2,Event,3
TE02275,EDGE0092,LOC031,2025-06-16T14:17:58,Low,76,90,30,Weather-related,54
TE02276,EDGE0190,LOC011,2024-05-11T02:42:52,Moderate,57,70,36,Rush Hour,64
TE02277,EDGE0150,LOC049,2024-08-13T08:36:39,Moderate,57,70,36,Event,64
TE02278,EDGE0318,LOC041,2024-08-27T11:08:22,Moderate,57,70,35,Construction,63
TE02279,EDGE0294,LOC016,2026-02-09T10:17:30,Low,83,90,15,Accident,27
TE02280,EDGE0278,LOC028,2025-10-03T11:48:45,High,28,45,74,Event,133
TE02281,EDGE0342,LOC072,2025-08-18T05:30:03,Severe,10,20,95,Construction,171
TE02282,EDGE0169,LOC061,2025-01-04T15:19:24,Severe,11,20,83,Construction,149
TE02283,EDGE0035,LOC035,2025-11-14T19:17:11,Severe,10,20,97,Weather-related,174
TE02284,EDGE0071,LOC051,2024-09-16T20:46:19,High,28,45,74,Accident,133
TE02285,EDGE0204,LOC065,2024-11-23T13:18:33,Low,85,90,9,Rush Hour,16
TE02286,EDGE0274,LOC039,2026-06-16T12:21:24,High,28,45,73,Construction,131
TE02287,EDGE0169,LOC010,2025-06-20T01:21:19,Moderate,49,70,58,Event,104
TE02288,EDGE0171,LOC071,2024-03-25T09:24:43,Moderate,51,70,54,Construction,97
TE02289,EDGE0030,LOC055,2025-02-14T17:22:42,Moderate,52,70,51,Weather-related,91
TE02290,EDGE0229,LOC038,2024-06-29T04:35:00,Severe,10,20,99,Event,178
TE02291,EDGE0191,LOC018,2024-03-22T14:12:24,Moderate,54,70,44,Rush Hour,79
TE02292,EDGE0041,LOC012,2024-09-17T08:35:44,Moderate,56,70,38,Event,68
TE02293,EDGE0299,LOC017,2025-12-21T19:43:49,Severe,11,20,87,Accident,156
TE02294,EDGE0158,LOC067,2025-09-11T10:17:01,Low,76,90,29,Event,52
TE02295,EDGE0137,LOC038,2026-01-09T19:12:49,Low,76,90,29,Accident,52
TE02296,EDGE0335,LOC070,2025-04-13T03:46:51,Severe,10,20,93,Event,167
TE02297,EDGE0047,LOC062,2026-01-09T20:29:32,Moderate,52,70,49,Accident,88
TE02298,EDGE0328,LOC002,2026-04-07T05:48:56,Low,77,90,27,Construction,48
TE02299,EDGE0156,LOC032,2024-12-28T23:31:30,Low,76,90,29,Rush Hour,52
TE02300,EDGE0301,LOC074,2025-08-12T23:59:59,Severe,11,20,88,Event,158
TE02301,EDGE0329,LOC049,2025-08-28T22:52:54,Low,85,90,10,Construction,18
TE02302,EDGE0145,LOC012,2026-01-07T05:58:55,Moderate,59,70,31,Construction,55
TE02303,EDGE0157,LOC043,2025-02-11T23:22:31,Low,87,90,6,Event,10
TE02304,EDGE0161,LOC003,2024-08-13T11:34:40,Moderate,57,70,37,Weather-related,66
TE02305,EDGE0330,LOC075,2026-04-04T00:18:57,Moderate,52,70,51,Event,91
TE02306,EDGE0014,LOC072,2025-11-06T08:04:14,Moderate,52,70,50,Accident,90
TE02307,EDGE0348,LOC034,2024-01-19T10:17:10,Severe,11,20,88,Rush Hour,158
TE02308,EDGE0342,LOC074,2025-03-24T14:57:15,High,31,45,62,Construction,111
TE02309,EDGE0340,LOC025,2025-11-28T05:14:44,Low,88,90,3,Accident,5
TE02310,EDGE0332,LOC022,2025-08-16T10:08:41,Severe,11,20,89,Weather-related,160
TE02311,EDGE0123,LOC073,2025-05-05T09:43:29,Low,76,90,29,Rush Hour,52
TE02312,EDGE0151,LOC016,2026-04-03T17:16:49,Low,87,90,5,Event,9
TE02313,EDGE0026,LOC024,2024-03-04T17:14:51,High,29,45,70,Construction,126
TE02314,EDGE0045,LOC059,2024-05-31T06:00:17,Moderate,56,70,38,Accident,68
TE02315,EDGE0115,LOC056,2026-04-05T08:03:06,Moderate,53,70,48,Weather-related,86
TE02316,EDGE0178,LOC011,2025-07-03T15:40:02,Low,78,90,26,Rush Hour,46
TE02317,EDGE0182,LOC006,2025-11-01T18:08:39,High,29,45,69,Accident,124
TE02318,EDGE0075,LOC032,2025-02-27T10:54:50,Moderate,52,70,51,Weather-related,91
TE02319,EDGE0118,LOC005,2025-06-04T08:29:24,Moderate,57,70,35,Rush Hour,63
