event_id,event_type,title,severity,location,latitude,longitude,start_time,end_time,affected_radius_km,impact_type,expected_delay_minutes,description
EE00195,Public Event,Political rally road closures,LOW,Philadelphia,40.8047,-75.2174,2025-03-30T15:27:39,2025-04-04T21:00:03.069898,410,Inspection Required,43,Public Event near Philadelphia — severity LOW. Expected delays of up to 43 minutes.
EE00196,Public Event,Major sporting event causing traffic,MEDIUM,Seattle,47.4584,-122.0692,2025-10-04T00:10:29,2025-10-08T21:25:38.710480,68,Delay,107,Public Event near Seattle — severity MEDIUM. Expected delays of up to 107 minutes.
EE00197,Infrastructure Failure,Bridge structural issue,MEDIUM,Springfield,36.3304,-92.5525,2024-08-20T13:23:42,2024-08-21T05:58:05.529265,476,Delay,73,Infrastructure Failure near Springfield — severity MEDIUM. Expected delays of up to 73 minutes.
EE00198,Geopolitical Event,Trade restrictions imposed,HIGH,Detroit,41.7559,-82.3973,2024-01-10T21:19:07,2024-01-14T15:59:19.238576,451,Capacity Reduction,403,Geopolitical Event near Detroit — severity HIGH. Expected delays of up to 403 minutes.
EE00199,Infrastructure Failure,Bridge structural issue,LOW,Phoenix,32.4908,-111.7586,2024-07-20T12:55:46,2024-07-26T03:15:18.594756,340,Route Closure,57,Infrastructure Failure near Phoenix — severity LOW. Expected delays of up to 57 minutes.
EE00200,Port Disruption,Equipment malfunction at terminal,HIGH,Newark,39.8164,-73.722,2025-07-23T00:26:02,2025-07-26T13:34:11.705658,99,Inspection Required,284,Port Disruption near Newark — severity HIGH. Expected delays of up to 284 minutes.
EE00201,Port Disruption,Vessel backlog,LOW,Cincinnati,39.6229,-84.8244,2026-03-11T12:17:56,2026-03-14T23:35:42.381535,237,Capacity Reduction,51,Port Disruption near Cincinnati — severity LOW. Expected delays of up to 51 minutes.
EE00202,Geopolitical Event,Border control tightened,HIGH,Richmond,37.4923,-78.1264,2024-09-17T12:38:33,2024-09-21T11:03:55.411006,441,Inspection Required,241,Geopolitical Event near Richmond — severity HIGH. Expected delays of up to 241 minutes.
EE00203,Road Closure,Highway section closed for repairs,CRITICAL,Raleigh,35.2689,-77.8029,2025-07-26T23:08:27,2025-07-30T19:56:37.746902,232,Route Closure,858,Road Closure near Raleigh — severity CRITICAL. Expected delays of up to 858 minutes.
EE00204,Security Event,Security inspection delays,MEDIUM,Fargo,47.7054,-96.5442,2025-03-23T06:11:04,2025-03-28T23:41:14.388000,471,Inspection Required,158,Security Event near Fargo — severity MEDIUM. Expected delays of up to 158 minutes.
EE00205,Port Disruption,Vessel backlog,HIGH,Denver,39.0161,-105.6816,2024-11-20T21:42:26,2024-11-26T02:25:22.496070,158,Capacity Reduction,332,Port Disruption near Denver — severity HIGH. Expected delays of up to 332 minutes.
EE00206,Infrastructure Failure,Power outage at facility,MEDIUM,Rochester,42.6369,-77.6713,2024-04-18T02:37:23,2024-04-23T18:05:38.417531,383,Inspection Required,123,Infrastructure Failure near Rochester — severity MEDIUM. Expected delays of up to 123 minutes.
EE00207,Road Closure,Highway section closed for repairs,MEDIUM,Boston,43.3235,-71.4364,2026-03-27T20:16:34,2026-04-02T00:00:19.705338,270,Inspection Required,102,Road Closure near Boston — severity MEDIUM. Expected delays of up to 102 minutes.
EE00208,Customs Delay,Documentation backlog,MEDIUM,San Diego,33.4857,-117.2768,2024-12-05T07:58:57,2024-12-11T20:09:37.320059,232,Capacity Reduction,123,Customs Delay near San Diego — severity MEDIUM. Expected delays of up to 123 minutes.
EE00209,Security Event,Security inspection delays,HIGH,Los Angeles,34.8197,-118.4995,2024-09-25T13:12:23,2024-09-28T23:02:01.277321,224,Route Closure,314,Security Event near Los Angeles — severity HIGH. Expected delays of up to 314 minutes.
EE00210,Customs Delay,Documentation backlog,HIGH,Raleigh,35.5165,-78.1693,2026-04-24T02:06:17,2026-04-29T11:14:46.985690,90,Inspection Required,337,Customs Delay near Raleigh — severity HIGH. Expected delays of up to 337 minutes.
EE00211,Port Disruption,Port congestion surge,MEDIUM,Raleigh,35.4618,-79.377,2024-06-13T10:47:29,2024-06-20T02:51:25.230248,295,Inspection Required,125,Port Disruption near Raleigh — severity MEDIUM. Expected delays of up to 125 minutes.
EE00212,Security Event,Facility lockdown,CRITICAL,Billings,45.5664,-108.77,2024-07-26T17:39:31,2024-08-01T06:28:43.297021,198,Route Closure,750,Security Event near Billings — severity CRITICAL. Expected delays of up to 750 minutes.
EE00213,Public Event,Festival road closures,MEDIUM,Fargo,46.3621,-97.1499,2024-10-22T19:30:38,2024-10-23T01:11:05.296589,409,Inspection Required,65,Public Event near Fargo — severity MEDIUM. Expected delays of up to 65 minutes.
EE00214,Road Closure,Bridge weight restriction,MEDIUM,Indianapolis,40.7662,-85.5751,2024-04-07T17:39:47,2024-04-11T21:54:28.846504,106,Delay,71,Road Closure near Indianapolis — severity MEDIUM. Expected delays of up to 71 minutes.
EE00215,Infrastructure Failure,Rail track damage,MEDIUM,Chattanooga,34.944,-86.057,2024-07-15T04:38:04,2024-07-19T11:06:15.480989,90,Capacity Reduction,79,Infrastructure Failure near Chattanooga — severity MEDIUM. Expected delays of up to 79 minutes.
EE00216,Labor Strike,Warehouse staff walkout,CRITICAL,Jackson,31.9136,-89.9559,2024-11-06T23:17:31,2024-11-11T20:08:49.368248,258,Route Closure,862,Labor Strike near Jackson — severity CRITICAL. Expected delays of up to 862 minutes.
EE00217,Public Event,Major sporting event causing traffic,LOW,Lexington,37.0915,-84.1237,2024-08-10T11:21:10,2024-08-12T13:37:03.492217,488,Delay,38,Public Event near Lexington — severity LOW. Expected delays of up to 38 minutes.
EE00218,Security Event,Facility lockdown,LOW,Birmingham,33.0223,-86.6031,2024-01-12T00:07:16,2024-01-18T18:55:37.296086,319,Route Closure,23,Security Event near Birmingham — severity LOW. Expected delays of up to 23 minutes.
EE00219,Security Event,Heightened screening,MEDIUM,Portland,46.0144,-122.4777,2025-04-18T14:21:24,2025-04-24T21:20:21.541233,479,Inspection Required,72,Security Event near Portland — severity MEDIUM. Expected delays of up to 72 minutes.
EE00220,Port Disruption,Port congestion surge,LOW,Salt Lake City,40.5862,-111.8019,2024-05-23T20:31:50,2024-05-25T18:13:22.410268,238,Inspection Required,47,Port Disruption near Salt Lake City — severity LOW. Expected delays of up to 47 minutes.
EE00221,Port Disruption,Port congestion surge,LOW,Seattle,48.222,-123.2385,2024-04-01T15:06:04,2024-04-04T01:08:03.895575,204,Capacity Reduction,44,Port Disruption near Seattle — severity LOW. Expected delays of up to 44 minutes.
EE00222,Public Event,Major sporting event causing traffic,HIGH,Baton Rouge,30.1665,-91.3679,2025-08-08T21:24:25,2025-08-11T18:16:08.866610,401,Route Closure,296,Public Event near Baton Rouge — severity HIGH. Expected delays of up to 296 minutes.
EE00223,Geopolitical Event,Tariff increase announced,MEDIUM,New Orleans,30.1989,-90.3856,2024-01-13T14:32:36,2024-01-18T22:28:56.215180,119,Inspection Required,68,Geopolitical Event near New Orleans — severity MEDIUM. Expected delays of up to 68 minutes.
EE00224,Security Event,Security inspection delays,MEDIUM,Portland,44.7153,-122.2758,2024-05-19T13:53:14,2024-05-21T23:05:59.825254,322,Capacity Reduction,60,Security Event near Portland — severity MEDIUM. Expected delays of up to 60 minutes.
EE00225,Road Closure,Emergency road closure,MEDIUM,Louisville,37.5892,-85.9388,2026-03-18T03:44:29,2026-03-21T19:56:31.650954,323,Delay,168,Road Closure near Louisville — severity MEDIUM. Expected delays of up to 168 minutes.
EE00226,Labor Strike,Truck drivers work stoppage,MEDIUM,Nashville,36.1122,-85.973,2025-01-15T04:53:05,2025-01-17T11:59:15.502510,446,Delay,135,Labor Strike near Nashville — severity MEDIUM. Expected delays of up to 135 minutes.
EE00227,Security Event,Facility lockdown,CRITICAL,Omaha,41.2352,-96.6043,2025-10-07T06:02:29,2025-10-12T19:30:36.874542,331,Inspection Required,699,Security Event near Omaha — severity CRITICAL. Expected delays of up to 699 minutes.
EE00228,Customs Delay,Increased customs inspections,LOW,Omaha,40.6177,-96.6773,2025-02-11T14:37:19,2025-02-17T19:17:48.921012,120,Route Closure,12,Customs Delay near Omaha — severity LOW. Expected delays of up to 12 minutes.
EE00229,Infrastructure Failure,Rail track damage,LOW,Madison,42.3682,-89.9325,2026-01-30T11:17:38,2026-02-06T04:12:56.706726,142,Inspection Required,56,Infrastructure Failure near Madison — severity LOW. Expected delays of up to 56 minutes.
EE00230,Customs Delay,System outage at customs,LOW,San Francisco,36.9551,-122.9438,2024-09-05T18:51:16,2024-09-10T14:04:11.581241,334,Capacity Reduction,12,Customs Delay near San Francisco — severity LOW. Expected delays of up to 12 minutes.
EE00231,Public Event,Political rally road closures,HIGH,Lexington,38.853,-83.9173,2024-11-12T20:04:09,2024-11-13T15:07:34.045200,329,Capacity Reduction,254,Public Event near Lexington — severity HIGH. Expected delays of up to 254 minutes.
EE00232,Infrastructure Failure,Power outage at facility,MEDIUM,Salt Lake City,40.0473,-112.1134,2026-05-08T15:51:51,2026-05-10T07:16:27.872729,66,Inspection Required,81,Infrastructure Failure near Salt Lake City — severity MEDIUM. Expected delays of up to 81 minutes.
EE00233,Labor Strike,Truck drivers work stoppage,HIGH,Sacramento,39.3921,-120.9007,2025-12-20T12:49:44,2025-12-22T13:36:31.903319,211,Delay,345,Labor Strike near Sacramento — severity HIGH. Expected delays of up to 345 minutes.
EE00234,Port Disruption,Port congestion surge,HIGH,Raleigh,36.3266,-79.594,2025-06-19T22:47:49,2025-06-24T16:04:33.701149,163,Capacity Reduction,194,Port Disruption near Raleigh — severity HIGH. Expected delays of up to 194 minutes.
EE00235,Labor Strike,Port workers strike,MEDIUM,Tampa,27.3798,-82.3423,2024-02-07T15:11:16,2024-02-09T04:10:46.459761,428,Inspection Required,67,Labor Strike near Tampa — severity MEDIUM. Expected delays of up to 67 minutes.
EE00236,Public Event,Major sporting event causing traffic,MEDIUM,Miami,25.6635,-79.8665,2026-04-07T05:31:40,2026-04-12T23:41:54.649810,126,Route Closure,104,Public Event near Miami — severity MEDIUM. Expected delays of up to 104 minutes.
EE00237,Geopolitical Event,Tariff increase announced,LOW,Charlotte,35.9046,-81.2405,2024-09-13T09:51:02,2024-09-17T06:12:29.779372,385,Inspection Required,22,Geopolitical Event near Charlotte — severity LOW. Expected delays of up to 22 minutes.
EE00238,Port Disruption,Vessel backlog,MEDIUM,Springfield,37.9006,-94.2463,2026-01-02T16:47:13,2026-01-08T18:37:46.040239,475,Capacity Reduction,130,Port Disruption near Springfield — severity MEDIUM. Expected delays of up to 130 minutes.
EE00239,Geopolitical Event,Trade restrictions imposed,MEDIUM,Fargo,47.6314,-97.513,2025-09-19T15:09:25,2025-09-26T00:01:10.272270,440,Inspection Required,168,Geopolitical Event near Fargo — severity MEDIUM. Expected delays of up to 168 minutes.
EE00240,Public Event,Political rally road closures,CRITICAL,Albany,42.8238,-74.5009,2026-03-16T17:50:25,2026-03-21T06:07:30.433927,54,Capacity Reduction,1072,Public Event near Albany — severity CRITICAL. Expected delays of up to 1072 minutes.
EE00241,Customs Delay,Documentation backlog,LOW,Little Rock,34.1358,-91.8547,2024-05-15T07:01:15,2024-05-20T06:41:02.792378,177,Delay,22,Customs Delay near Little Rock — severity LOW. Expected delays of up to 22 minutes.
EE00242,Geopolitical Event,Tariff increase announced,HIGH,Las Vegas,35.7148,-115.6278,2025-12-09T09:56:11,2025-12-15T08:39:03.497938,165,Route Closure,284,Geopolitical Event near Las Vegas — severity HIGH. Expected delays of up to 284 minutes.
EE00243,Infrastructure Failure,Power outage at facility,MEDIUM,Lexington,38.2878,-85.3707,2024-10-01T20:50:40,2024-10-03T14:56:30.574198,181,Capacity Reduction,81,Infrastructure Failure near Lexington — severity MEDIUM. Expected delays of up to 81 minutes.
EE00244,Customs Delay,Increased customs inspections,CRITICAL,Denver,40.4455,-104.6735,2024-10-07T15:41:12,2024-10-13T08:52:07.042396,297,Inspection Required,1110,Customs Delay near Denver — severity CRITICAL. Expected delays of up to 1110 minutes.
EE00245,Infrastructure Failure,Power outage at facility,MEDIUM,Sacramento,38.5969,-121.4773,2025-06-27T20:12:56,2025-07-02T18:12:25.153261,190,Route Closure,146,Infrastructure Failure near Sacramento — severity MEDIUM. Expected delays of up to 146 minutes.
EE00246,Road Closure,Highway section closed for repairs,LOW,Miami,24.9798,-80.5901,2026-01-15T18:39:50,2026-01-21T18:12:43.868337,327,Inspection Required,47,Road Closure near Miami — severity LOW. Expected delays of up to 47 minutes.
EE00247,Infrastructure Failure,Bridge structural issue,MEDIUM,Orlando,28.2073,-81.2736,2025-12-22T04:55:14,2025-12-25T16:06:33.124140,143,Inspection Required,140,Infrastructure Failure near Orlando — severity MEDIUM. Expected delays of up to 140 minutes.
EE00248,Security Event,Facility lockdown,LOW,Birmingham,33.5579,-87.5658,2025-05-13T10:06:45,2025-05-15T03:34:18.656985,345,Delay,28,Security Event near Birmingham — severity LOW. Expected delays of up to 28 minutes.
EE00249,Security Event,Security inspection delays,CRITICAL,Boston,42.8198,-71.653,2025-02-08T10:12:12,2025-02-12T09:11:32.020209,391,Delay,1433,Security Event near Boston — severity CRITICAL. Expected delays of up to 1433 minutes.
EE00250,Road Closure,Bridge weight restriction,LOW,Denver,40.3182,-104.6538,2025-07-18T04:36:27,2025-07-24T05:46:13.521352,161,Inspection Required,57,Road Closure near Denver — severity LOW. Expected delays of up to 57 minutes.
EE00251,Port Disruption,Vessel backlog,MEDIUM,Richmond,37.3676,-77.8513,2026-05-23T02:25:06,2026-05-26T05:03:07.525134,70,Inspection Required,122,Port Disruption near Richmond — severity MEDIUM. Expected delays of up to 122 minutes.
EE00252,Public Event,Festival road closures,MEDIUM,Seattle,48.1316,-121.5127,2025-02-16T15:24:57,2025-02-16T20:47:07.623602,297,Route Closure,73,Public Event near Seattle — severity MEDIUM. Expected delays of up to 73 minutes.
EE00253,Security Event,Heightened screening,MEDIUM,Orlando,27.6509,-82.3692,2026-01-21T14:36:53,2026-01-24T22:25:50.238064,53,Capacity Reduction,103,Security Event near Orlando — severity MEDIUM. Expected delays of up to 103 minutes.
EE00254,Labor Strike,Truck drivers work stoppage,HIGH,Minneapolis,45.669,-93.538,2024-07-29T18:01:08,2024-08-03T07:32:04.784556,244,Route Closure,257,Labor Strike near Minneapolis — severity HIGH. Expected delays of up to 257 minutes.
EE00255,Customs Delay,System outage at customs,MEDIUM,Boston,41.4231,-70.1248,2025-08-11T14:46:26,2025-08-18T10:34:23.765445,408,Inspection Required,135,Customs Delay near Boston — severity MEDIUM. Expected delays of up to 135 minutes.
EE00256,Road Closure,Emergency road closure,MEDIUM,Denver,39.817,-104.3837,2024-08-28T09:40:55,2024-09-01T17:41:10.984698,80,Inspection Required,171,Road Closure near Denver — severity MEDIUM. Expected delays of up to 171 minutes.
EE00257,Security Event,Facility lockdown,LOW,Richmond,37.8523,-77.9005,2026-06-06T08:34:51,2026-06-10T20:59:03.793716,250,Inspection Required,44,Security Event near Richmond — severity LOW. Expected delays of up to 44 minutes.
EE00258,Security Event,Heightened screening,HIGH,Manchester,42.8186,-71.0777,2024-02-20T18:54:44,2024-02-24T21:46:22.662540,470,Capacity Reduction,255,Security Event near Manchester — severity HIGH. Expected delays of up to 255 minutes.
EE00259,Public Event,Political rally road closures,CRITICAL,Chattanooga,34.0922,-85.5887,2025-05-20T13:04:04,2025-05-20T20:41:48.141376,155,Route Closure,1261,Public Event near Chattanooga — severity CRITICAL. Expected delays of up to 1261 minutes.
EE00260,Geopolitical Event,Tariff increase announced,LOW,Detroit,42.9115,-83.1385,2024-08-09T06:45:47,2024-08-12T21:13:33.970860,208,Capacity Reduction,43,Geopolitical Event near Detroit — severity LOW. Expected delays of up to 43 minutes.
EE00261,Port Disruption,Vessel backlog,MEDIUM,Tucson,31.2624,-110.5358,2024-05-20T04:10:10,2024-05-26T07:19:19.980311,267,Inspection Required,85,Port Disruption near Tucson — severity MEDIUM. Expected delays of up to 85 minutes.
EE00262,Public Event,Major sporting event causing traffic,HIGH,Portland,45.5872,-122.2824,2026-03-04T16:46:57,2026-03-09T19:49:10.856520,221,Capacity Reduction,344,Public Event near Portland — severity HIGH. Expected delays of up to 344 minutes.
EE00263,Road Closure,Highway section closed for repairs,HIGH,Boise,42.9287,-116.4056,2025-12-05T14:26:15,2025-12-07T06:30:57.966059,366,Delay,183,Road Closure near Boise — severity HIGH. Expected delays of up to 183 minutes.
EE00264,Road Closure,Bridge weight restriction,LOW,Columbus,39.5245,-82.9659,2025-08-17T01:22:54,2025-08-18T06:46:11.037625,333,Capacity Reduction,38,Road Closure near Columbus — severity LOW. Expected delays of up to 38 minutes.
EE00265,Road Closure,Emergency road closure,HIGH,Baltimore,39.6989,-77.2636,2026-05-10T07:09:06,2026-05-15T09:41:44.229340,369,Route Closure,218,Road Closure near Baltimore — severity HIGH. Expected delays of up to 218 minutes.
EE00266,Geopolitical Event,Tariff increase announced,CRITICAL,Minneapolis,45.2979,-93.363,2025-01-09T12:26:50,2025-01-10T11:25:33.784131,240,Capacity Reduction,502,Geopolitical Event near Minneapolis — severity CRITICAL. Expected delays of up to 502 minutes.
EE00267,Security Event,Heightened screening,HIGH,Jacksonville,30.6948,-81.0012,2024-06-07T20:09:15,2024-06-10T20:21:16.109120,115,Inspection Required,263,Security Event near Jacksonville — severity HIGH. Expected delays of up to 263 minutes.
EE00268,Geopolitical Event,Trade restrictions imposed,LOW,Memphis,35.1703,-90.5637,2025-09-01T17:17:43,2025-09-07T06:51:45.643558,95,Route Closure,18,Geopolitical Event near Memphis — severity LOW. Expected delays of up to 18 minutes.
EE00269,Labor Strike,Port workers strike,MEDIUM,Albuquerque,34.5371,-106.5947,2024-03-23T11:34:46,2024-03-25T08:46:31.086790,231,Capacity Reduction,117,Labor Strike near Albuquerque — severity MEDIUM. Expected delays of up to 117 minutes.
EE00270,Port Disruption,Vessel backlog,HIGH,Wichita,38.169,-97.2747,2026-05-03T10:09:00,2026-05-07T03:40:24.261745,249,Delay,385,Port Disruption near Wichita — severity HIGH. Expected delays of up to 385 minutes.
EE00271,Security Event,Heightened screening,MEDIUM,Cleveland,40.7313,-80.8905,2024-10-09T04:29:46,2024-10-12T05:19:46.369231,235,Inspection Required,107,Security Event near Cleveland — severity MEDIUM. Expected delays of up to 107 minutes.
EE00272,Security Event,Facility lockdown,LOW,Atlanta,34.5883,-83.8939,2025-11-13T19:06:32,2025-11-17T00:00:05.946119,349,Capacity Reduction,16,Security Event near Atlanta — severity LOW. Expected delays of up to 16 minutes.
EE00273,Security Event,Heightened screening,LOW,Boston,41.7709,-71.9589,2024-07-06T20:35:18,2024-07-07T06:30:40.471511,413,Route Closure,41,Security Event near Boston — severity LOW. Expected delays of up to 41 minutes.
EE00274,Port Disruption,Equipment malfunction at terminal,HIGH,Boston,41.8843,-72.0571,2025-12-29T05:06:17,2026-01-05T01:51:46.949842,410,Route Closure,436,Port Disruption near Boston — severity HIGH. Expected delays of up to 436 minutes.
EE00275,Port Disruption,Equipment malfunction at terminal,LOW,Billings,46.0389,-108.8116,2024-09-29T16:56:27,2024-10-03T18:41:19.070482,469,Route Closure,20,Port Disruption near Billings — severity LOW. Expected delays of up to 20 minutes.
EE00276,Infrastructure Failure,Rail track damage,MEDIUM,Sioux Falls,44.0776,-96.5214,2024-04-08T08:48:46,2024-04-09T21:37:14.788438,492,Capacity Reduction,84,Infrastructure Failure near Sioux Falls — severity MEDIUM. Expected delays of up to 84 minutes.
EE00277,Port Disruption,Equipment malfunction at terminal,LOW,Cleveland,42.2502,-81.7367,2025-12-11T04:24:40,2025-12-12T01:41:35.104387,470,Delay,42,Port Disruption near Cleveland — severity LOW. Expected delays of up to 42 minutes.
EE00278,Port Disruption,Port congestion surge,MEDIUM,New York,40.2913,-73.3123,2024-11-30T02:20:08,2024-12-06T12:47:57.127962,359,Route Closure,107,Port Disruption near New York — severity MEDIUM. Expected delays of up to 107 minutes.
EE00279,Security Event,Heightened screening,HIGH,New York,40.0481,-74.0783,2024-11-04T01:56:59,2024-11-08T17:43:35.680884,148,Delay,349,Security Event near New York — severity HIGH. Expected delays of up to 349 minutes.
EE00280,Infrastructure Failure,Power outage at facility,MEDIUM,Raleigh,36.5132,-78.51,2025-11-19T00:26:44,2025-11-23T01:36:31.625342,170,Route Closure,71,Infrastructure Failure near Raleigh — severity MEDIUM. Expected delays of up to 71 minutes.
EE00281,Infrastructure Failure,Rail track damage,LOW,Topeka,38.8468,-96.3408,2024-12-03T12:24:35,2024-12-06T12:10:14.396469,83,Capacity Reduction,48,Infrastructure Failure near Topeka — severity LOW. Expected delays of up to 48 minutes.
EE00282,Infrastructure Failure,Rail track damage,LOW,Sioux Falls,44.5115,-96.4216,2026-05-26T21:31:12,2026-05-31T12:58:32.298434,356,Capacity Reduction,21,Infrastructure Failure near Sioux Falls — severity LOW. Expected delays of up to 21 minutes.
EE00283,Infrastructure Failure,Bridge structural issue,HIGH,Madison,42.2598,-90.0555,2026-06-23T23:12:11,2026-06-26T15:42:33.989663,442,Delay,364,Infrastructure Failure near Madison — severity HIGH. Expected delays of up to 364 minutes.
EE00284,Infrastructure Failure,Power outage at facility,MEDIUM,Albuquerque,34.7256,-106.5926,2024-10-16T04:07:00,2024-10-17T01:13:31.307571,495,Capacity Reduction,151,Infrastructure Failure near Albuquerque — severity MEDIUM. Expected delays of up to 151 minutes.
EE00285,Geopolitical Event,Border control tightened,LOW,Manchester,42.2388,-71.975,2024-02-15T11:08:11,2024-02-21T13:04:19.701982,62,Capacity Reduction,29,Geopolitical Event near Manchester — severity LOW. Expected delays of up to 29 minutes.
EE00286,Public Event,Political rally road closures,LOW,Houston,30.2844,-94.3841,2025-05-21T03:32:50,2025-05-22T13:31:27.506460,430,Inspection Required,57,Public Event near Houston — severity LOW. Expected delays of up to 57 minutes.
EE00287,Security Event,Security inspection delays,LOW,Salt Lake City,40.9019,-111.9607,2024-10-09T09:35:41,2024-10-12T10:21:08.596729,338,Route Closure,37,Security Event near Salt Lake City — severity LOW. Expected delays of up to 37 minutes.
EE00288,Labor Strike,Port workers strike,MEDIUM,Birmingham,32.8454,-86.9476,2024-09-25T00:54:05,2024-09-25T15:49:05.909149,335,Route Closure,62,Labor Strike near Birmingham — severity MEDIUM. Expected delays of up to 62 minutes.
EE00289,Public Event,Major sporting event causing traffic,MEDIUM,Nashville,36.3888,-87.4587,2024-08-29T01:57:50,2024-09-02T06:25:45.203496,345,Route Closure,158,Public Event near Nashville — severity MEDIUM. Expected delays of up to 158 minutes.
EE00290,Public Event,Festival road closures,LOW,Philadelphia,39.6117,-74.3347,2026-06-14T18:59:53,2026-06-16T08:12:26.844257,440,Capacity Reduction,50,Public Event near Philadelphia — severity LOW. Expected delays of up to 50 minutes.
EE00291,Labor Strike,Truck drivers work stoppage,CRITICAL,Pittsburgh,39.7507,-80.7783,2026-05-30T14:37:02,2026-06-02T15:38:48.471242,466,Route Closure,574,Labor Strike near Pittsburgh — severity CRITICAL. Expected delays of up to 574 minutes.
EE00292,Port Disruption,Port congestion surge,MEDIUM,Charlotte,36.111,-81.4989,2024-11-28T14:10:13,2024-11-29T12:25:56.012501,457,Inspection Required,175,Port Disruption near Charlotte — severity MEDIUM. Expected delays of up to 175 minutes.
EE00293,Public Event,Major sporting event causing traffic,LOW,Spokane,48.2955,-117.7961,2025-10-01T22:14:47,2025-10-04T23:38:01.861306,480,Capacity Reduction,45,Public Event near Spokane — severity LOW. Expected delays of up to 45 minutes.
EE00294,Geopolitical Event,Trade restrictions imposed,MEDIUM,Portland ME,43.1832,-70.1632,2024-09-22T22:31:18,2024-09-26T06:42:17.061701,134,Capacity Reduction,81,Geopolitical Event near Portland ME — severity MEDIUM. Expected delays of up to 81 minutes.
EE00295,Road Closure,Highway section closed for repairs,CRITICAL,Orlando,27.6756,-80.9887,2024-06-05T14:28:15,2024-06-10T03:43:25.849668,64,Capacity Reduction,1363,Road Closure near Orlando — severity CRITICAL. Expected delays of up to 1363 minutes.
EE00296,Geopolitical Event,Tariff increase announced,LOW,Albany,43.5971,-74.4282,2025-10-25T11:26:38,2025-10-27T15:34:05.657606,140,Delay,31,Geopolitical Event near Albany — severity LOW. Expected delays of up to 31 minutes.
EE00297,Labor Strike,Truck drivers work stoppage,LOW,Nashville,35.7523,-86.2372,2025-05-22T21:45:17,2025-05-24T01:52:07.004483,284,Capacity Reduction,39,Labor Strike near Nashville — severity LOW. Expected delays of up to 39 minutes.
EE00298,Port Disruption,Vessel backlog,CRITICAL,Richmond,37.6163,-76.4599,2024-04-27T01:43:53,2024-05-02T01:44:39.251921,173,Capacity Reduction,1283,Port Disruption near Richmond — severity CRITICAL. Expected delays of up to 1283 minutes.
EE00299,Labor Strike,Truck drivers work stoppage,CRITICAL,Hartford,41.0513,-72.978,2025-04-16T00:03:40,2025-04-18T09:13:19.470330,421,Route Closure,1277,Labor Strike near Hartford — severity CRITICAL. Expected delays of up to 1277 minutes.
EE00300,Customs Delay,Documentation backlog,CRITICAL,Baton Rouge,31.0728,-90.8579,2025-01-02T00:51:39,2025-01-08T20:43:20.483386,490,Route Closure,1286,Customs Delay near Baton Rouge — severity CRITICAL. Expected delays of up to 1286 minutes.
EE00301,Geopolitical Event,Tariff increase announced,MEDIUM,Providence,42.3311,-70.5819,2026-05-09T06:25:10,2026-05-10T16:57:25.053831,176,Delay,69,Geopolitical Event near Providence — severity MEDIUM. Expected delays of up to 69 minutes.
EE00302,Road Closure,Highway section closed for repairs,LOW,Kansas City,39.1151,-94.7181,2026-05-05T10:03:10,2026-05-09T10:38:01.381734,499,Delay,44,Road Closure near Kansas City — severity LOW. Expected delays of up to 44 minutes.
EE00303,Geopolitical Event,Border control tightened,HIGH,Cincinnati,38.7629,-83.675,2024-08-11T11:58:21,2024-08-13T14:45:20.224426,196,Route Closure,347,Geopolitical Event near Cincinnati — severity HIGH. Expected delays of up to 347 minutes.
EE00304,Customs Delay,Increased customs inspections,HIGH,Sioux Falls,44.3917,-96.7971,2025-01-02T07:40:15,2025-01-06T15:27:55.896472,118,Capacity Reduction,266,Customs Delay near Sioux Falls — severity HIGH. Expected delays of up to 266 minutes.
EE00305,Public Event,Political rally road closures,HIGH,Houston,30.2684,-94.8895,2024-09-15T17:56:58,2024-09-16T06:59:50.192630,271,Route Closure,330,Public Event near Houston — severity HIGH. Expected delays of up to 330 minutes.
EE00306,Public Event,Festival road closures,CRITICAL,Orlando,28.5869,-80.9539,2025-05-20T00:42:00,2025-05-25T08:03:23.452737,143,Route Closure,520,Public Event near Orlando — severity CRITICAL. Expected delays of up to 520 minutes.
EE00307,Infrastructure Failure,Rail track damage,MEDIUM,Detroit,43.1584,-82.6538,2025-07-18T23:25:53,2025-07-21T12:02:17.537362,89,Capacity Reduction,118,Infrastructure Failure near Detroit — severity MEDIUM. Expected delays of up to 118 minutes.
EE00308,Infrastructure Failure,Power outage at facility,LOW,Boise,43.3292,-116.5885,2025-01-14T20:24:36,2025-01-17T16:07:11.258244,394,Inspection Required,47,Infrastructure Failure near Boise — severity LOW. Expected delays of up to 47 minutes.
EE00309,Labor Strike,Truck drivers work stoppage,CRITICAL,Buffalo,43.0208,-78.7766,2026-06-16T06:40:51,2026-06-22T12:56:23.158608,177,Capacity Reduction,1194,Labor Strike near Buffalo — severity CRITICAL. Expected delays of up to 1194 minutes.
EE00310,Infrastructure Failure,Power outage at facility,MEDIUM,Indianapolis,38.8229,-87.0193,2026-04-19T02:45:25,2026-04-23T21:11:08.031727,463,Route Closure,73,Infrastructure Failure near Indianapolis — severity MEDIUM. Expected delays of up to 73 minutes.
EE00311,Customs Delay,Increased customs inspections,MEDIUM,Montgomery,31.6812,-86.9721,2024-11-11T15:20:31,2024-11-17T08:59:45.275345,392,Capacity Reduction,170,Customs Delay near Montgomery — severity MEDIUM. Expected delays of up to 170 minutes.
