route_id,total_shipments,average_delay_minutes,median_delay_minutes,delay_rate,sla_breach_rate,average_weather_exposure,average_traffic_exposure,average_congestion_exposure,route_reliability_score
RT-LOC029-LOC001,5,93.4,57.0,0.4,0.4,0.34340000000000004,0.4868,0.41340000000000005,0.6
RT-LOC029-LOC001-LOC002,15,137.0,107.0,0.733,0.733,0.3295333333333333,0.6359333333333334,0.4216666666666667,0.267
RT-LOC029-LOC007,7,99.4,86.0,0.429,0.429,0.3002857142857143,0.28357142857142853,0.30885714285714283,0.571
RT-LOC029-LOC007-LOC004,5,119.2,116.0,0.2,0.2,0.3868,0.5394,0.324,0.8
RT-LOC029-LOC007-LOC006,20,143.8,125.5,0.25,0.25,0.3938,0.42505,0.41035000000000005,0.75
RT-LOC029-LOC007-LOC052,86,123.7,102.0,0.488,0.488,0.43877906976744185,0.4223953488372093,0.4165697674418605,0.512
RT-LOC029-LOC051,7,123.6,143.0,0.714,0.714,0.7155714285714286,0.7718571428571429,0.36914285714285716,0.286
RT-LOC029-LOC051-LOC028,245,133.0,117.0,0.518,0.518,0.46275102040816324,0.5138857142857143,0.4180408163265306,0.482
RT-LOC030-LOC002,3,149.3,140.0,0.333,0.333,0.18533333333333335,0.7120000000000001,0.6536666666666667,0.667
RT-LOC030-LOC002-LOC006,34,133.2,127.0,0.559,0.559,0.39288235294117646,0.6871764705882353,0.44541176470588234,0.441
RT-LOC030-LOC002-LOC017,5,141.8,112.0,0.4,0.4,0.3634,0.5696,0.373,0.6
RT-LOC030-LOC002-LOC029,23,99.1,90.0,0.522,0.522,0.29686956521739133,0.5840434782608696,0.3149130434782609,0.478
RT-LOC030-LOC012,3,87.0,88.0,0.0,0.0,0.3293333333333333,0.399,0.33433333333333337,1.0
RT-LOC030-LOC012-LOC018,132,104.0,94.5,0.447,0.447,0.2933636363636363,0.37006818181818185,0.4264090909090909,0.553
RT-LOC030-LOC016,6,118.7,108.5,0.833,0.833,0.49466666666666664,0.7440000000000001,0.4175,0.167
RT-LOC030-LOC016-LOC049,31,112.4,106.0,0.581,0.581,0.4005161290322581,0.5606451612903226,0.3951612903225806,0.419
RT-LOC030-LOC016-LOC068,6,93.5,79.5,0.5,0.5,0.3825,0.4885,0.29350000000000004,0.5
RT-LOC030-LOC016-LOC069,55,113.3,104.0,0.509,0.509,0.38832727272727274,0.44176363636363636,0.3940545454545455,0.491
RT-LOC030-LOC016-LOC070,20,136.0,122.5,0.65,0.65,0.3914,0.79975,0.3862,0.35
RT-LOC030-LOC067,2,121.0,121.0,0.5,0.5,0.588,0.208,0.07500000000000001,0.5
RT-LOC030-LOC067-LOC064,8,143.8,146.0,0.5,0.5,0.441875,0.3925,0.559,0.5
RT-LOC030-LOC067-LOC065,88,96.3,86.0,0.42,0.42,0.18903409090909093,0.4155909090909091,0.3813295454545455,0.58
RT-LOC031-LOC014,1,116.0,116.0,1.0,1.0,0.207,0.104,0.611,0.0
RT-LOC031-LOC014-LOC032,10,115.5,92.5,0.6,0.6,0.1775,0.5502,0.34650000000000003,0.4
RT-LOC031-LOC033,9,130.8,135.0,0.778,0.778,0.15966666666666668,0.8738888888888889,0.3857777777777778,0.222
RT-LOC031-LOC033-LOC035,25,102.3,88.0,0.4,0.4,0.19504000000000002,0.52608,0.38060000000000005,0.6
RT-LOC031-LOC034,6,98.7,74.0,0.333,0.333,0.09550000000000002,0.10816666666666667,0.4676666666666667,0.667
RT-LOC031-LOC068,6,79.5,84.5,0.333,0.333,0.19666666666666666,0.751,0.304,0.667
RT-LOC031-LOC069,5,121.0,111.0,0.2,0.2,0.45280000000000004,0.23679999999999998,0.3162,0.8
RT-LOC031-LOC069-LOC015,78,99.1,96.5,0.462,0.462,0.310525641025641,0.37219230769230766,0.4141025641025641,0.538
RT-LOC031-LOC070,8,95.9,97.0,0.5,0.5,0.276125,0.378375,0.551375,0.5
RT-LOC031-LOC070-LOC016,222,113.2,105.5,0.468,0.468,0.33663513513513516,0.47398648648648645,0.42192792792792794,0.532
RT-LOC031-LOC070-LOC049,28,102.0,94.0,0.5,0.5,0.3700357142857143,0.5581785714285714,0.4210357142857143,0.5
RT-LOC032-LOC033,4,73.5,81.5,0.25,0.25,0.0,0.37975000000000003,0.26399999999999996,0.75
RT-LOC032-LOC033-LOC014,52,96.1,79.5,0.288,0.288,0.18448076923076923,0.3905,0.385,0.712
RT-LOC032-LOC033-LOC035,101,89.9,84.0,0.376,0.376,0.163,0.41842574257425746,0.44435643564356436,0.624
RT-LOC032-LOC034,4,80.8,70.5,0.75,0.75,0.098,0.6125,0.333,0.25
RT-LOC032-LOC065,9,108.7,109.0,0.444,0.444,0.14277777777777778,0.6404444444444445,0.3978888888888889,0.556
RT-LOC032-LOC065-LOC066,39,109.6,94.0,0.385,0.385,0.18769230769230769,0.5085128205128205,0.44387179487179484,0.615
RT-LOC032-LOC065-LOC067,187,110.8,106.0,0.513,0.513,0.2528823529411765,0.5855294117647059,0.39789304812834225,0.487
RT-LOC033-LOC014,4,97.2,98.0,0.5,0.5,0.21050000000000002,0.321,0.41325,0.5
RT-LOC033-LOC014-LOC031,77,94.0,83.0,0.377,0.377,0.256038961038961,0.37492207792207793,0.38911688311688314,0.623
RT-LOC033-LOC034,5,39.6,37.0,0.0,0.0,0.0764,0.20859999999999998,0.3708,1.0
RT-LOC033-LOC034-LOC032,221,99.5,90.0,0.398,0.398,0.1986606334841629,0.49245701357466065,0.40256561085972853,0.602
RT-LOC033-LOC035,7,80.4,59.0,0.286,0.286,0.2072857142857143,0.15485714285714286,0.27685714285714286,0.714
RT-LOC033-LOC035-LOC036,17,121.0,100.0,0.412,0.412,0.1926470588235294,0.3998235294117647,0.43235294117647055,0.588
RT-LOC033-LOC035-LOC037,65,106.3,97.0,0.431,0.431,0.2144,0.49141538461538464,0.36686153846153846,0.569
RT-LOC033-LOC035-LOC048,5,63.0,69.0,0.2,0.2,0.1752,0.327,0.2796,0.8
RT-LOC034-LOC032,5,69.2,57.0,0.4,0.4,0.0,0.45779999999999993,0.3628,0.6
RT-LOC034-LOC032-LOC065,225,101.7,91.0,0.413,0.413,0.20197333333333334,0.5427644444444445,0.3701288888888889,0.587
RT-LOC034-LOC033,2,78.0,78.0,0.0,0.0,0.252,0.2175,0.2475,1.0
RT-LOC034-LOC033-LOC014,64,111.0,87.5,0.375,0.375,0.270515625,0.36765625,0.427296875,0.625
RT-LOC034-LOC033-LOC035,89,102.2,89.0,0.461,0.461,0.2445056179775281,0.41860674157303374,0.4011910112359551,0.539
RT-LOC035-LOC033,4,109.0,101.5,0.5,0.5,0.25525,0.09825,0.35775,0.5
RT-LOC035-LOC033-LOC014,11,103.5,74.0,0.182,0.182,0.169,0.1799090909090909,0.3064545454545455,0.818
RT-LOC035-LOC033-LOC034,53,86.4,75.0,0.434,0.434,0.1510754716981132,0.39767924528301885,0.3840188679245283,0.566
RT-LOC035-LOC036,4,139.8,142.5,0.5,0.5,0.11075000000000002,0.7445,0.6225,0.5
RT-LOC035-LOC036-LOC015,253,113.1,101.0,0.439,0.439,0.31053754940711464,0.48741501976284585,0.38745059288537553,0.561
RT-LOC035-LOC037,5,123.2,113.0,0.4,0.4,0.2284,0.8315999999999999,0.5074,0.6
RT-LOC035-LOC037-LOC038,62,107.0,88.0,0.339,0.339,0.20520967741935486,0.5592903225806451,0.34880645161290325,0.661
RT-LOC035-LOC037-LOC040,4,114.5,116.5,0.0,0.0,0.24025,0.5215000000000001,0.47475,1.0
RT-LOC035-LOC048,4,138.5,153.0,0.25,0.25,0.17875000000000002,0.42775,0.32399999999999995,0.75
RT-LOC036-LOC015,3,87.3,81.0,0.0,0.0,0.22833333333333336,0.30133333333333334,0.30633333333333335,1.0
RT-LOC036-LOC015-LOC069,290,103.5,95.0,0.476,0.476,0.34738620689655175,0.4350896551724138,0.4029689655172414,0.524
RT-LOC036-LOC015-LOC073,2,65.0,65.0,0.0,0.0,0.497,0.4725,0.1475,1.0
RT-LOC036-LOC048,7,98.1,91.0,0.429,0.429,0.27785714285714286,0.8345714285714286,0.37842857142857145,0.571
RT-LOC036-LOC048-LOC037,88,93.8,90.0,0.307,0.307,0.23395454545454547,0.5360795454545454,0.3829204545454546,0.693
RT-LOC037-LOC035,7,77.7,84.0,0.571,0.571,0.11071428571428572,0.44257142857142856,0.5091428571428571,0.429
RT-LOC037-LOC035-LOC033,97,85.5,82.0,0.33,0.33,0.14203092783505153,0.348659793814433,0.4048144329896908,0.67
RT-LOC037-LOC035-LOC036,7,90.1,82.0,0.429,0.429,0.12814285714285714,0.5311428571428571,0.3082857142857143,0.571
RT-LOC037-LOC038,4,71.0,59.0,0.25,0.25,0.03125,0.2945,0.1385,0.75
RT-LOC037-LOC038-LOC039,5,70.8,59.0,0.4,0.4,0.0984,0.586,0.3942,0.6
RT-LOC037-LOC038-LOC045,276,111.1,104.0,0.475,0.475,0.32720289855072465,0.49526811594202896,0.40399275362318837,0.525
RT-LOC037-LOC038-LOC047,28,103.9,89.5,0.286,0.286,0.20710714285714288,0.42775,0.4268571428571429,0.714
RT-LOC037-LOC040,5,90.6,74.0,0.4,0.4,0.22640000000000002,0.0962,0.30500000000000005,0.6
RT-LOC037-LOC048,4,152.2,149.0,0.75,0.75,0.28275,0.887,0.376,0.25
RT-LOC038-LOC037,2,36.5,36.5,0.5,0.5,0.12,0.5774999999999999,0.578,0.5
RT-LOC038-LOC037-LOC035,29,82.4,66.0,0.379,0.379,0.1356206896551724,0.4387241379310345,0.4257241379310345,0.621
RT-LOC038-LOC039,6,81.2,74.0,0.167,0.167,0.11133333333333334,0.7873333333333333,0.40549999999999997,0.833
RT-LOC038-LOC040,4,85.5,78.0,0.75,0.75,0.33999999999999997,0.59975,0.28875,0.25
RT-LOC038-LOC045,7,144.3,146.0,0.857,0.857,0.4881428571428571,0.7707142857142857,0.3812857142857143,0.143
RT-LOC038-LOC045-LOC015,313,119.5,106.0,0.543,0.543,0.3575335463258786,0.5434281150159744,0.42115654952076675,0.457
RT-LOC038-LOC045-LOC073,10,138.1,114.5,0.7,0.7,0.49329999999999996,0.5404,0.4061,0.3
RT-LOC038-LOC045-LOC074,12,119.7,109.5,0.583,0.583,0.41775,0.6774999999999999,0.35141666666666665,0.417
RT-LOC038-LOC047,3,106.3,111.0,0.667,0.667,0.30833333333333335,0.28400000000000003,0.3383333333333334,0.333
RT-LOC038-LOC047-LOC042,11,106.0,98.0,0.364,0.364,0.29672727272727273,0.47018181818181815,0.38600000000000007,0.636
RT-LOC038-LOC047-LOC046,11,146.1,117.0,0.545,0.545,0.3034545454545455,0.4241818181818182,0.3634545454545455,0.455
RT-LOC038-LOC048,5,96.6,82.0,0.2,0.2,0.2716,0.716,0.3184,0.8
RT-LOC039-LOC040,6,80.7,81.0,0.167,0.167,0.12683333333333333,0.5461666666666667,0.4076666666666666,0.833
RT-LOC039-LOC040-LOC038,361,110.0,100.0,0.457,0.457,0.28285041551246537,0.5438947368421053,0.3961689750692521,0.543
RT-LOC039-LOC041,5,104.6,111.0,0.6,0.6,0.147,0.48719999999999997,0.5322,0.4
RT-LOC039-LOC041-LOC042,5,115.8,104.0,0.4,0.4,0.2,0.5518000000000001,0.3176,0.6
RT-LOC039-LOC047,4,131.0,122.5,0.0,0.0,0.076,0.8107500000000001,0.31725,1.0
RT-LOC039-LOC047-LOC046,28,97.1,87.5,0.321,0.321,0.23710714285714288,0.5808214285714286,0.40739285714285717,0.679
RT-LOC040-LOC038,3,58.0,51.0,0.0,0.0,0.025666666666666667,0.47233333333333327,0.33466666666666667,1.0
RT-LOC040-LOC038-LOC037,37,93.5,78.0,0.324,0.324,0.0917027027027027,0.5208918918918919,0.3782432432432432,0.676
RT-LOC040-LOC038-LOC045,325,107.9,101.0,0.471,0.471,0.3104523076923077,0.5361323076923077,0.41364923076923077,0.529
RT-LOC040-LOC038-LOC048,5,96.4,96.0,0.6,0.6,0.151,0.6971999999999999,0.3664,0.4
RT-LOC040-LOC039,1,128.0,128.0,1.0,1.0,0.287,0.507,0.589,0.0
RT-LOC040-LOC039-LOC041,9,145.1,116.0,0.667,0.667,0.21844444444444447,0.6856666666666666,0.32566666666666666,0.333
RT-LOC040-LOC039-LOC047,34,112.6,107.0,0.412,0.412,0.2585882352941176,0.6977941176470589,0.45449999999999996,0.588
RT-LOC041-LOC042,6,135.2,140.0,0.333,0.333,0.24716666666666667,0.7903333333333333,0.4043333333333334,0.667
RT-LOC041-LOC042-LOC047,382,122.0,113.5,0.429,0.429,0.34199738219895287,0.6013795811518324,0.3904476439790576,0.571
RT-LOC041-LOC046,6,97.2,98.5,0.5,0.5,0.334,0.453,0.38433333333333336,0.5
RT-LOC041-LOC046-LOC043,36,113.9,109.5,0.472,0.472,0.3478611111111111,0.5220555555555556,0.4118611111111111,0.528
RT-LOC042-LOC041,6,121.7,109.5,0.167,0.167,0.1325,0.6538333333333334,0.4721666666666667,0.833
RT-LOC042-LOC046,2,67.5,67.5,0.5,0.5,0.3155,0.1085,0.2525,0.5
RT-LOC042-LOC046-LOC043,21,106.5,102.0,0.381,0.381,0.3547619047619048,0.37438095238095237,0.4600952380952381,0.619
RT-LOC042-LOC047,3,101.3,104.0,0.0,0.0,0.515,0.668,0.25033333333333335,1.0
RT-LOC042-LOC047-LOC038,353,112.4,102.0,0.456,0.456,0.34622379603399434,0.5918951841359773,0.3945155807365439,0.544
RT-LOC042-LOC047-LOC039,14,108.8,101.5,0.5,0.5,0.2582857142857143,0.4650714285714286,0.4115714285714286,0.5
RT-LOC043-LOC044,6,121.8,103.5,0.667,0.667,0.5115,0.7494999999999999,0.347,0.333
RT-LOC043-LOC046,2,80.0,80.0,0.0,0.0,0.4085,0.1015,0.594,1.0
RT-LOC043-LOC046-LOC041,4,120.5,89.5,0.5,0.5,0.44725000000000004,0.1945,0.5445,0.5
RT-LOC043-LOC046-LOC042,8,111.6,110.5,0.625,0.625,0.386625,0.424,0.421875,0.375
RT-LOC043-LOC046-LOC047,14,83.9,66.5,0.5,0.5,0.4650714285714286,0.12471428571428571,0.38235714285714284,0.5
RT-LOC043-LOC074,5,134.4,127.0,0.4,0.4,0.3928,0.4614,0.6396,0.6
RT-LOC043-LOC074-LOC045,339,116.2,108.0,0.451,0.451,0.35721238938053096,0.54847197640118,0.4071563421828909,0.549
RT-LOC043-LOC074-LOC073,7,126.4,117.0,0.143,0.143,0.4401428571428571,0.43414285714285716,0.3172857142857143,0.857
RT-LOC043-LOC075,9,121.8,124.0,0.222,0.222,0.6524444444444444,0.10222222222222223,0.15755555555555556,0.778
RT-LOC044-LOC043,6,115.3,116.5,0.5,0.5,0.7143333333333333,0.18483333333333332,0.48266666666666663,0.5
RT-LOC044-LOC046,2,126.5,126.5,1.0,1.0,0.6695,0.34450000000000003,0.5940000000000001,0.0
RT-LOC044-LOC046-LOC041,5,135.2,143.0,0.8,0.8,0.6088,0.31779999999999997,0.5347999999999999,0.2
RT-LOC044-LOC046-LOC042,6,131.7,116.0,0.667,0.667,0.5166666666666667,0.4908333333333334,0.37200000000000005,0.333
RT-LOC044-LOC046-LOC047,2,110.5,110.5,0.5,0.5,0.6025,0.2615,0.40149999999999997,0.5
RT-LOC044-LOC074,6,123.7,102.5,0.5,0.5,0.632,0.25116666666666665,0.35533333333333333,0.5
RT-LOC044-LOC074-LOC045,359,121.2,112.0,0.476,0.476,0.39815041782729804,0.5273899721448468,0.4068941504178273,0.524
RT-LOC044-LOC074-LOC073,8,106.8,109.0,0.125,0.125,0.566875,0.257875,0.325875,0.875
RT-LOC044-LOC075,4,136.2,132.0,0.5,0.5,0.68475,0.382,0.1995,0.5
RT-LOC045-LOC015,7,117.1,135.0,0.714,0.714,0.33571428571428574,0.8801428571428571,0.3201428571428572,0.286
RT-LOC045-LOC015-LOC036,3,89.0,98.0,0.333,0.333,0.39366666666666666,0.5870000000000001,0.551,0.667
RT-LOC045-LOC015-LOC069,301,115.8,103.0,0.495,0.495,0.35214617940199333,0.49748837209302327,0.41330232558139535,0.505
RT-LOC045-LOC038,1,270.0,270.0,0.0,0.0,0.433,0.114,0.074,1.0
RT-LOC045-LOC038-LOC037,11,100.7,89.0,0.273,0.273,0.18418181818181817,0.5142727272727273,0.3439090909090909,0.727
RT-LOC045-LOC038-LOC039,3,86.3,98.0,0.333,0.333,0.21866666666666668,0.4223333333333334,0.355,0.667
RT-LOC045-LOC038-LOC040,8,119.6,120.0,0.0,0.0,0.327125,0.477375,0.471375,1.0
RT-LOC045-LOC038-LOC047,17,110.4,110.0,0.353,0.353,0.3164705882352941,0.2812941176470588,0.48376470588235293,0.647
RT-LOC045-LOC038-LOC048,5,97.0,74.0,0.6,0.6,0.2912,0.4462,0.4822,0.4
RT-LOC045-LOC073,6,109.7,110.0,0.333,0.333,0.49700000000000005,0.24783333333333335,0.39349999999999996,0.667
RT-LOC045-LOC074,7,93.1,83.0,0.571,0.571,0.4834285714285715,0.5231428571428571,0.47114285714285714,0.429
RT-LOC045-LOC074-LOC043,3,107.3,107.0,0.0,0.0,0.3666666666666667,0.7263333333333334,0.542,1.0
RT-LOC045-LOC074-LOC075,11,106.4,111.0,0.636,0.636,0.3850909090909091,0.5237272727272727,0.2779090909090909,0.364
RT-LOC046-LOC041,10,143.8,115.0,0.3,0.3,0.3825,0.2618,0.5017,0.7
RT-LOC046-LOC042,8,130.1,121.0,0.625,0.625,0.2595,0.702,0.459375,0.375
RT-LOC046-LOC043,4,95.0,98.0,0.0,0.0,0.23450000000000001,0.58075,0.34,1.0
RT-LOC046-LOC043-LOC044,3,98.7,108.0,0.0,0.0,0.441,0.5756666666666667,0.5379999999999999,1.0
RT-LOC046-LOC043-LOC074,9,99.2,100.0,0.556,0.556,0.3724444444444444,0.4808888888888889,0.32422222222222224,0.444
RT-LOC046-LOC043-LOC075,5,112.0,111.0,0.6,0.6,0.39180000000000004,0.3774,0.40540000000000004,0.4
RT-LOC046-LOC047,5,80.2,75.0,0.4,0.4,0.4176,0.127,0.143,0.6
RT-LOC046-LOC047-LOC038,348,110.9,102.5,0.431,0.431,0.35417241379310344,0.5064942528735632,0.404080459770115,0.569
RT-LOC046-LOC047-LOC039,4,144.8,114.0,0.5,0.5,0.272,0.13974999999999999,0.28200000000000003,0.5
RT-LOC047-LOC038,1,124.0,124.0,0.0,0.0,0.233,0.71,0.465,1.0
RT-LOC047-LOC038-LOC037,33,104.0,93.0,0.364,0.364,0.19648484848484848,0.6474242424242423,0.35239393939393937,0.636
RT-LOC047-LOC038-LOC045,285,118.5,107.0,0.456,0.456,0.3584771929824561,0.5509157894736842,0.4110561403508772,0.544
RT-LOC047-LOC038-LOC048,8,144.6,154.5,0.75,0.75,0.34875,0.76425,0.36825,0.25
RT-LOC047-LOC039,2,124.5,124.5,0.5,0.5,0.1765,0.098,0.5365,0.5
RT-LOC047-LOC039-LOC040,3,75.3,88.0,0.333,0.333,0.13633333333333333,0.38000000000000006,0.4586666666666666,0.667
RT-LOC047-LOC042,6,159.0,139.5,0.5,0.5,0.3358333333333334,0.7478333333333333,0.5248333333333334,0.5
RT-LOC047-LOC042-LOC041,9,163.3,145.0,0.889,0.889,0.3088888888888889,0.6728888888888889,0.4415555555555556,0.111
RT-LOC047-LOC046,6,88.7,76.5,0.5,0.5,0.22983333333333333,0.2333333333333333,0.5730000000000001,0.5
RT-LOC047-LOC046-LOC043,18,85.4,84.0,0.444,0.444,0.2838333333333333,0.4497777777777778,0.3905,0.556
RT-LOC048-LOC036,3,125.3,123.0,0.0,0.0,0.16033333333333333,0.6150000000000001,0.2793333333333333,1.0
RT-LOC048-LOC036-LOC015,242,117.7,104.0,0.479,0.479,0.3304876033057851,0.5034586776859504,0.3747314049586777,0.521
RT-LOC048-LOC037,10,112.8,104.5,0.4,0.4,0.2124,0.7413000000000001,0.3407,0.6
RT-LOC048-LOC037-LOC035,65,102.4,83.0,0.4,0.4,0.15564615384615382,0.4348461538461539,0.39392307692307693,0.6
RT-LOC048-LOC037-LOC038,64,101.8,90.0,0.344,0.344,0.2091875,0.5230625,0.402328125,0.656
RT-LOC048-LOC037-LOC040,7,118.6,130.0,0.143,0.143,0.26557142857142857,0.4401428571428572,0.4695714285714286,0.857
RT-LOC049-LOC050,10,105.0,93.0,0.5,0.5,0.3497,0.8842000000000001,0.24910000000000002,0.5
RT-LOC049-LOC050-LOC016,178,123.7,109.0,0.455,0.455,0.3548876404494382,0.5558876404494383,0.37780898876404495,0.545
RT-LOC049-LOC050-LOC028,6,130.0,116.5,0.667,0.667,0.2745,0.6821666666666667,0.38133333333333336,0.333
RT-LOC049-LOC050-LOC051,89,130.8,126.0,0.539,0.539,0.5038314606741573,0.48608988764044947,0.37312359550561797,0.461
RT-LOC049-LOC070,3,171.3,154.0,0.667,0.667,0.4323333333333333,0.46399999999999997,0.48133333333333334,0.333
RT-LOC049-LOC070-LOC031,40,114.8,108.0,0.45,0.45,0.404075,0.552875,0.41005,0.55
RT-LOC049-LOC070-LOC069,79,112.7,95.0,0.342,0.342,0.2989746835443038,0.37891139240506333,0.34367088607594937,0.658
RT-LOC049-LOC071,3,176.0,174.0,0.333,0.333,0.47500000000000003,0.5543333333333333,0.7446666666666667,0.667
RT-LOC049-LOC072,1,105.0,105.0,1.0,1.0,0.481,0.775,0.097,0.0
RT-LOC050-LOC016,5,150.2,117.0,0.6,0.6,0.562,0.6961999999999999,0.41979999999999995,0.4
RT-LOC050-LOC016-LOC030,225,118.2,113.0,0.44,0.44,0.3631022222222222,0.4889644444444444,0.4019244444444445,0.56
RT-LOC050-LOC016-LOC049,13,133.6,142.0,0.615,0.615,0.5228461538461538,0.4824615384615385,0.44884615384615384,0.385
RT-LOC050-LOC016-LOC068,7,146.6,138.0,0.429,0.429,0.3874285714285714,0.4531428571428572,0.2725714285714286,0.571
RT-LOC050-LOC016-LOC069,49,103.3,94.0,0.367,0.367,0.4138163265306123,0.43087755102040814,0.41234693877551026,0.633
RT-LOC050-LOC016-LOC070,20,130.4,123.5,0.4,0.4,0.48405,0.59805,0.43935,0.6
RT-LOC050-LOC028,3,112.3,117.0,0.0,0.0,0.3486666666666667,0.7483333333333334,0.7146666666666667,1.0
RT-LOC050-LOC051,9,161.7,144.0,0.556,0.556,0.627,0.3295555555555556,0.45566666666666666,0.444
RT-LOC050-LOC051-LOC029,79,127.0,124.0,0.532,0.532,0.5066075949367088,0.45862025316455696,0.3809620253164557,0.468
RT-LOC051-LOC028,6,147.3,162.5,0.667,0.667,0.7813333333333333,0.4988333333333333,0.3838333333333333,0.333
RT-LOC051-LOC028-LOC050,263,123.2,111.0,0.494,0.494,0.4566768060836502,0.44704562737642584,0.4147984790874525,0.506
RT-LOC051-LOC028-LOC071,4,146.2,145.5,0.75,0.75,0.57575,0.51425,0.40175,0.25
RT-LOC051-LOC029,8,127.1,106.5,0.25,0.25,0.66825,0.505375,0.416875,0.75
RT-LOC051-LOC029-LOC001,20,97.6,95.5,0.5,0.5,0.42105,0.5904,0.3629,0.5
RT-LOC051-LOC029-LOC007,107,133.8,123.0,0.505,0.505,0.5036261682242991,0.4800934579439252,0.3999626168224299,0.495
RT-LOC052-LOC003,7,145.1,145.0,0.429,0.429,0.5595714285714285,0.7887142857142857,0.4282857142857143,0.571
RT-LOC052-LOC007,9,167.1,149.0,0.222,0.222,0.4816666666666667,0.6114444444444445,0.42244444444444446,0.778
RT-LOC052-LOC007-LOC004,5,120.8,131.0,1.0,1.0,0.4306,0.858,0.366,0.0
RT-LOC052-LOC007-LOC006,307,116.9,109.0,0.482,0.482,0.37856677524429966,0.5043452768729642,0.3946938110749186,0.518
RT-LOC052-LOC009,7,95.6,97.0,0.714,0.714,0.5742857142857144,0.6341428571428571,0.2651428571428572,0.286
RT-LOC052-LOC009-LOC008,8,135.0,129.5,0.25,0.25,0.467,0.601,0.41900000000000004,0.75
RT-LOC052-LOC009-LOC010,34,108.7,98.5,0.471,0.471,0.3821470588235294,0.48088235294117654,0.3584411764705882,0.529
RT-LOC052-LOC009-LOC054,3,135.7,152.0,0.333,0.333,0.726,0.4593333333333333,0.39200000000000007,0.667
RT-LOC052-LOC009-LOC055,28,116.8,99.0,0.571,0.571,0.4585,0.55175,0.40253571428571433,0.429
RT-LOC052-LOC053,10,118.1,118.5,0.5,0.5,0.4704,0.7068,0.40440000000000004,0.5
RT-LOC053-LOC004,4,89.5,92.0,0.75,0.75,0.3695,0.968,0.27425,0.25
RT-LOC053-LOC052,6,139.3,105.5,0.5,0.5,0.43583333333333335,0.21466666666666667,0.49016666666666664,0.5
RT-LOC053-LOC052-LOC003,4,148.8,129.5,0.5,0.5,0.54425,0.36175,0.27225,0.5
RT-LOC053-LOC052-LOC007,323,122.4,112.0,0.452,0.452,0.40203715170278637,0.4715913312693499,0.40579566563467495,0.548
RT-LOC053-LOC052-LOC009,69,118.0,108.0,0.449,0.449,0.4573768115942029,0.4365797101449275,0.38459420289855073,0.551
RT-LOC053-LOC054,5,156.8,151.0,0.8,0.8,0.7424,0.4640000000000001,0.37,0.2
RT-LOC054-LOC008,4,64.8,69.0,0.0,0.0,0.37424999999999997,0.5680000000000001,0.40049999999999997,1.0
RT-LOC054-LOC009,5,147.6,131.0,0.6,0.6,0.5631999999999999,0.32080000000000003,0.5690000000000001,0.4
RT-LOC054-LOC009-LOC010,361,114.9,106.0,0.432,0.432,0.32752631578947367,0.5001191135734072,0.4014016620498615,0.568
RT-LOC054-LOC009-LOC055,39,133.9,116.0,0.513,0.513,0.43156410256410255,0.46066666666666667,0.3881282051282051,0.487
RT-LOC054-LOC053,4,159.0,130.5,0.0,0.0,0.46149999999999997,0.15,0.4205,1.0
RT-LOC055-LOC008,11,91.2,77.0,0.364,0.364,0.2960909090909091,0.467,0.3900909090909091,0.636
RT-LOC055-LOC008-LOC009,339,112.7,103.0,0.445,0.445,0.31807669616519174,0.5501061946902654,0.40808849557522126,0.555
RT-LOC055-LOC056,2,106.0,106.0,1.0,1.0,0.6715,0.7855000000000001,0.4775,0.0
RT-LOC055-LOC056-LOC054,11,112.9,92.0,0.636,0.636,0.3839090909090909,0.6419999999999999,0.44663636363636366,0.364
RT-LOC055-LOC057,4,83.0,83.0,0.25,0.25,0.42425,0.435,0.488,0.75
RT-LOC055-LOC057-LOC011,6,161.8,173.0,0.5,0.5,0.6218333333333333,0.42,0.3546666666666667,0.5
RT-LOC055-LOC058,6,126.5,123.0,0.833,0.833,0.49416666666666664,0.7254999999999999,0.5201666666666667,0.167
RT-LOC056-LOC011,6,148.0,106.0,0.5,0.5,0.47333333333333333,0.33,0.3176666666666667,0.5
RT-LOC056-LOC054,5,147.2,116.0,0.6,0.6,0.38039999999999996,0.8294,0.617,0.4
RT-LOC056-LOC054-LOC008,4,73.0,78.0,0.25,0.25,0.3295,0.769,0.096,0.75
RT-LOC056-LOC054-LOC009,367,121.4,111.0,0.425,0.425,0.3322397820163488,0.5361689373297003,0.41564305177111716,0.575
RT-LOC056-LOC054-LOC053,6,131.0,130.0,0.667,0.667,0.38366666666666666,0.6006666666666667,0.4731666666666667,0.333
RT-LOC056-LOC058,6,107.8,112.5,0.667,0.667,0.48933333333333334,0.18866666666666668,0.3333333333333333,0.333
RT-LOC056-LOC058-LOC055,11,88.7,92.0,0.545,0.545,0.4055454545454546,0.21945454545454546,0.33554545454545454,0.455
RT-LOC057-LOC011,6,132.7,128.5,0.667,0.667,0.5441666666666667,0.5091666666666667,0.5876666666666667,0.333
RT-LOC057-LOC011-LOC056,22,169.0,159.0,0.591,0.591,0.42563636363636365,0.7505454545454545,0.4154090909090909,0.409
RT-LOC057-LOC055,4,147.8,98.0,0.5,0.5,0.3685,0.33225,0.293,0.5
RT-LOC057-LOC055-LOC008,362,119.3,107.0,0.436,0.436,0.34064088397790054,0.5387292817679559,0.41087569060773477,0.564
