event_id,event_type,severity,latitude,longitude,affected_radius_km,start_time,end_time,temperature,precipitation,wind_speed,visibility,delay_multiplier,expected_delay_minutes
WE00461,Extreme Heat,MEDIUM,29.7305,-84.1836,297,2025-09-22T19:34:46,2025-09-24T13:24:34.168233,5.1,195.7,197.7,1.1,1.97,66
WE00462,Hurricane,HIGH,30.9359,-95.2918,492,2026-05-01T04:34:47,2026-05-03T07:27:15.771333,2.7,196.2,43.1,3.7,2.13,229
WE00463,Hurricane,LOW,38.6326,-81.3701,132,2024-01-01T15:08:04,2024-01-03T18:28:40.273701,20.9,53.9,49.6,1.5,1.07,10
WE00464,Tornado,MEDIUM,44.2685,-109.1111,182,2025-04-17T01:16:45,2025-04-19T06:10:16.164868,9.9,106.2,151.1,6.8,1.54,85
WE00465,Extreme Heat,LOW,44.2847,-80.5768,86,2025-03-21T16:55:07,2025-03-22T05:33:43.073469,-7.2,31.0,61.0,2.7,1.08,15
WE00466,Hurricane,LOW,43.6656,-107.9301,65,2024-11-22T12:10:42,2024-11-24T07:13:32.305835,3.1,79.8,161.2,9.3,1.06,15
WE00467,Extreme Wind,HIGH,32.5122,-84.0348,330,2025-10-29T19:23:30,2025-10-31T05:43:31.137200,10.6,188.1,57.3,0.0,2.73,147
WE00468,Tornado,MEDIUM,48.2555,-120.9768,118,2026-06-19T23:23:59,2026-06-21T22:23:18.754272,4.6,128.5,150.3,0.0,1.54,89
WE00469,Fog,HIGH,44.3421,-81.5335,364,2025-05-15T14:19:19,2025-05-17T21:30:55.878640,12.3,150.0,193.7,0.0,2.72,212
WE00470,Ice,HIGH,40.3293,-86.9457,292,2025-12-23T08:00:58,2025-12-24T14:44:09.263088,16.5,141.0,136.6,0.0,2.38,237
WE00471,Extreme Wind,HIGH,35.0629,-91.4,458,2025-11-17T06:58:35,2025-11-20T02:03:21.664159,38.0,108.9,37.0,2.2,2.65,194
WE00472,Tornado,MEDIUM,27.7688,-82.9512,279,2025-11-17T20:54:43,2025-11-18T05:16:16.198951,26.1,34.5,62.8,3.1,1.59,31
WE00473,Heavy Rain,HIGH,44.5908,-99.5004,366,2024-11-27T23:21:56,2024-11-29T17:06:16.087241,28.7,72.8,115.5,3.7,2.29,99
WE00474,Fog,LOW,40.3505,-85.6126,135,2026-03-05T01:56:52,2026-03-07T06:25:38.424419,25.6,160.4,153.2,1.0,1.38,13
WE00475,Snowstorm,CRITICAL,32.3658,-108.4863,414,2026-01-05T01:39:34,2026-01-06T23:42:49.997006,12.8,8.9,53.9,0.0,3.38,567
WE00476,Extreme Wind,CRITICAL,44.1344,-108.9096,476,2024-09-20T14:33:13,2024-09-22T02:53:12.810387,-12.9,176.6,88.7,1.8,4.92,498
WE00477,Ice,CRITICAL,33.8944,-87.5738,404,2024-05-11T17:24:24,2024-05-13T06:16:52.680497,41.9,1.8,24.9,0.0,4.75,447
WE00478,Thunderstorm,LOW,45.6788,-110.5569,130,2025-03-16T20:19:26,2025-03-19T00:11:02.839644,28.1,91.0,28.3,4.4,1.11,23
WE00479,Hurricane,LOW,32.0838,-80.7092,78,2026-03-11T17:26:37,2026-03-13T09:49:19.350028,-10.2,89.9,179.9,8.0,1.49,6
WE00480,Fog,MEDIUM,38.9749,-99.2656,131,2025-06-04T16:43:26,2025-06-07T08:42:02.048529,20.4,94.2,159.1,0.7,1.98,39
WE00481,Tornado,MEDIUM,34.5632,-117.6179,172,2024-05-25T01:43:37,2024-05-26T12:36:28.287514,-8.2,163.7,105.8,6.4,1.82,49
WE00482,Snowstorm,MEDIUM,32.1252,-93.5324,203,2024-12-30T20:32:09,2024-12-31T16:31:28.930932,1.2,134.2,137.2,4.0,1.62,84
WE00483,Snowstorm,LOW,45.356,-89.6623,137,2025-04-27T05:16:35,2025-04-27T10:23:24.779432,38.0,72.6,37.7,8.6,1.36,13
WE00484,Extreme Wind,MEDIUM,37.3216,-94.9134,101,2024-12-14T23:12:39,2024-12-17T14:10:18.359129,-11.9,160.7,31.9,7.6,1.76,47
WE00485,Heavy Rain,MEDIUM,29.8252,-82.4323,299,2024-11-05T08:06:07,2024-11-07T03:32:57.995907,3.8,150.2,160.2,3.3,1.5,43
WE00486,Ice,HIGH,41.8862,-110.0699,432,2024-08-16T21:45:14,2024-08-18T17:07:10.233135,16.4,79.0,161.7,4.9,2.07,119
WE00487,Extreme Heat,LOW,34.3781,-120.5124,121,2024-02-07T22:38:40,2024-02-10T05:15:35.199960,24.7,33.5,106.5,5.8,1.17,9
WE00488,Extreme Wind,LOW,44.6012,-116.4015,143,2024-03-12T18:58:20,2024-03-13T10:08:39.321368,6.9,178.2,190.1,0.2,1.31,27
WE00489,Fog,CRITICAL,37.0003,-87.8553,684,2025-01-15T08:23:29,2025-01-18T04:28:16.688465,44.4,15.2,85.8,0.0,3.38,288
WE00490,Thunderstorm,CRITICAL,45.0665,-118.6777,374,2026-01-08T02:22:00,2026-01-08T18:16:30.273342,10.7,175.8,115.8,0.0,4.14,292
WE00491,Hurricane,LOW,42.2859,-85.636,73,2024-04-23T03:13:59,2024-04-25T19:00:36.588594,20.3,116.3,190.3,4.7,1.23,23
WE00492,Heavy Rain,MEDIUM,39.1654,-72.1921,131,2025-12-08T11:08:43,2025-12-10T08:31:46.834981,-7.2,48.2,170.4,0.2,1.91,58
WE00493,Ice,LOW,43.9701,-87.673,53,2025-10-05T19:28:50,2025-10-07T06:25:26.782534,-19.0,28.1,148.2,4.5,1.28,27
WE00494,Heavy Rain,LOW,41.758,-73.1998,74,2026-06-13T06:34:00,2026-06-15T00:28:16.249824,-18.6,116.8,9.5,4.1,1.39,10
WE00495,Extreme Wind,MEDIUM,32.5648,-86.3442,266,2024-10-29T01:04:15,2024-10-29T04:16:32.333805,-6.9,150.4,188.0,7.7,1.71,44
WE00496,Extreme Heat,MEDIUM,41.9058,-70.153,191,2025-08-19T11:45:17,2025-08-20T05:53:20.135485,35.3,189.5,199.2,0.0,1.92,68
WE00497,Thunderstorm,LOW,29.8532,-84.9116,54,2026-02-06T23:43:00,2026-02-09T15:49:03.901983,20.8,122.8,109.2,5.2,1.24,18
WE00498,Extreme Heat,MEDIUM,39.7182,-83.8368,108,2025-09-12T20:08:19,2025-09-13T09:09:47.940174,6.6,60.8,20.6,1.4,1.76,64
WE00499,Extreme Heat,LOW,40.664,-88.4453,105,2025-01-14T00:23:57,2025-01-15T08:20:49.537209,30.6,142.9,190.4,7.9,1.37,8
WE00500,Extreme Wind,HIGH,33.8411,-86.2399,319,2024-08-17T05:51:30,2024-08-20T01:40:58.899233,-6.3,42.4,30.3,1.2,2.18,186
WE00501,Extreme Heat,MEDIUM,35.4798,-99.2736,216,2024-01-09T14:43:32,2024-01-10T14:22:19.491399,40.6,154.4,176.1,5.2,1.74,77
WE00502,Tornado,MEDIUM,41.3041,-80.0305,226,2024-06-14T13:51:44,2024-06-17T07:52:42.282590,42.0,188.7,170.3,0.0,1.54,66
WE00503,Snowstorm,MEDIUM,39.7008,-104.5811,215,2025-10-22T10:35:56,2025-10-23T14:04:01.638686,43.3,140.8,149.0,2.1,1.73,80
WE00504,Tornado,MEDIUM,35.9747,-94.8946,198,2024-12-05T22:59:20,2024-12-08T05:19:04.775788,15.1,6.0,134.2,2.9,2.0,78
WE00505,Tornado,LOW,39.1852,-95.1569,127,2024-09-30T05:31:50,2024-10-01T00:03:26.539081,20.5,162.2,69.1,3.3,1.06,17
WE00506,Thunderstorm,LOW,33.3154,-85.1141,60,2026-03-15T14:51:52,2026-03-18T07:27:51.009100,-4.9,156.3,108.4,7.0,1.22,14
WE00507,Tornado,LOW,31.2575,-101.4407,87,2025-12-22T15:40:30,2025-12-23T08:10:09.564348,-5.9,159.6,16.4,3.7,1.45,18
WE00508,Extreme Wind,HIGH,35.4178,-94.8444,251,2024-03-19T00:16:37,2024-03-21T09:22:21.992280,5.7,4.7,106.8,0.0,2.21,191
WE00509,Snowstorm,HIGH,45.1354,-71.1851,447,2026-05-15T21:35:39,2026-05-16T12:29:31.439358,7.1,93.5,142.8,0.0,2.91,91
WE00510,Extreme Heat,LOW,37.0872,-78.5428,116,2025-01-22T02:47:06,2025-01-25T00:09:46.725595,0.6,164.0,110.1,7.7,1.12,28
WE00511,Thunderstorm,LOW,36.7628,-76.2994,58,2024-07-07T12:34:35,2024-07-09T23:49:00.227717,-8.0,160.5,124.4,5.0,1.29,12
WE00512,Fog,MEDIUM,41.8588,-69.081,286,2025-12-10T02:07:49,2025-12-12T07:36:29.460950,-2.3,64.4,170.4,4.0,1.96,79
WE00513,Snowstorm,LOW,38.7398,-78.7618,148,2024-07-26T03:14:31,2024-07-26T23:05:26.120533,13.8,28.2,156.4,1.2,1.27,8
WE00514,Thunderstorm,LOW,38.8706,-77.125,116,2025-12-22T19:09:19,2025-12-23T17:46:08.689949,-14.4,37.4,71.1,6.9,1.5,11
WE00515,Ice,CRITICAL,37.3885,-121.2432,769,2026-04-05T02:01:54,2026-04-07T22:22:30.216128,22.7,133.2,65.8,0.0,3.94,493
WE00516,Thunderstorm,MEDIUM,36.3607,-88.2011,147,2026-05-18T06:14:42,2026-05-20T05:26:25.533164,19.8,65.9,140.5,0.1,1.54,48
WE00517,Ice,MEDIUM,37.3655,-84.7234,254,2025-05-07T21:43:30,2025-05-08T10:47:35.563533,41.3,18.1,92.3,0.0,1.73,88
WE00518,Fog,CRITICAL,43.2448,-79.3485,349,2025-11-18T12:19:59,2025-11-20T08:11:15.390988,-17.5,13.3,125.9,0.0,4.4,478
WE00519,Ice,HIGH,35.1071,-94.4833,446,2026-02-23T03:29:38,2026-02-23T16:52:45.049288,11.8,102.4,46.6,4.7,2.62,106
WE00520,Tornado,MEDIUM,33.0361,-78.0421,143,2025-10-24T22:02:54,2025-10-25T03:27:21.695469,32.0,173.2,54.3,0.0,1.7,60
WE00521,Heavy Rain,LOW,36.9789,-92.0169,127,2026-05-01T02:08:48,2026-05-01T19:26:29.222879,35.4,134.4,35.5,7.4,1.29,26
WE00522,Tornado,MEDIUM,31.3309,-111.7089,247,2025-11-23T16:51:51,2025-11-25T04:55:32.897940,7.7,137.6,74.4,3.0,1.97,65
WE00523,Fog,HIGH,44.4886,-90.855,231,2024-09-04T05:50:12,2024-09-06T05:23:34.957471,37.8,199.7,183.2,0.4,2.86,147
WE00524,Extreme Wind,MEDIUM,34.5739,-116.2532,244,2026-01-07T09:08:44,2026-01-08T22:25:51.835195,-15.2,59.3,110.1,5.4,1.8,59
WE00525,Fog,MEDIUM,38.8836,-77.4784,187,2025-11-30T03:49:00,2025-11-30T14:46:45.422928,8.1,136.4,105.7,2.3,1.8,80
WE00526,Extreme Wind,HIGH,43.6809,-98.7074,416,2025-02-06T15:21:40,2025-02-09T04:41:46.929847,34.4,110.3,64.8,0.0,2.51,231
WE00527,Tornado,CRITICAL,44.6752,-77.0508,648,2025-01-19T01:45:55,2025-01-19T14:42:24.454897,-15.2,186.4,96.4,0.0,4.25,546
WE00528,Extreme Wind,HIGH,39.8899,-94.7409,435,2025-03-06T18:54:59,2025-03-07T05:23:20.729848,11.4,29.5,126.6,0.0,2.12,220
WE00529,Fog,MEDIUM,41.1692,-98.0231,209,2026-03-20T19:27:56,2026-03-21T12:13:05.920887,20.3,42.6,189.2,4.3,1.9,53
WE00530,Snowstorm,MEDIUM,40.3069,-70.2793,282,2026-01-22T19:05:10,2026-01-24T16:53:58.755479,-11.7,24.2,142.8,0.0,1.59,31
WE00531,Heavy Rain,MEDIUM,47.9699,-122.011,115,2025-01-06T15:43:56,2025-01-07T06:15:30.963734,37.2,94.9,36.5,6.1,1.86,62
WE00532,Snowstorm,MEDIUM,48.0519,-114.8381,132,2025-03-02T13:44:05,2025-03-02T18:28:49.703105,29.9,6.0,89.1,4.1,1.8,64
WE00533,Fog,LOW,36.6828,-79.052,106,2025-11-14T07:38:20,2025-11-16T13:56:30.224487,26.3,55.9,76.8,0.8,1.16,6
WE00534,Hurricane,CRITICAL,43.6721,-121.9325,688,2024-04-30T08:47:19,2024-04-30T22:03:31.630957,-19.4,23.0,166.8,0.0,3.14,432
WE00535,Thunderstorm,LOW,37.7417,-107.2267,113,2025-03-19T20:43:03,2025-03-22T12:51:48.015683,-1.7,90.7,85.6,0.6,1.41,16
WE00536,Heavy Rain,LOW,43.44,-81.1723,70,2024-12-30T06:33:15,2024-12-30T16:33:50.235550,5.8,88.8,83.7,5.7,1.02,10
WE00537,Thunderstorm,LOW,41.893,-85.803,122,2025-02-26T02:16:24,2025-02-26T16:40:12.867736,-12.5,9.8,54.0,7.2,1.45,29
WE00538,Extreme Wind,LOW,38.7084,-94.4274,140,2025-06-05T17:18:13,2025-06-08T10:18:34.660583,3.5,42.9,96.8,3.0,1.12,8
WE00539,Thunderstorm,LOW,40.1146,-92.7231,75,2025-05-11T15:38:11,2025-05-12T18:57:34.839398,26.3,156.8,36.1,7.4,1.22,28
WE00540,Hurricane,HIGH,43.3955,-71.4557,329,2026-04-19T02:20:04,2026-04-19T12:50:36.513077,-17.1,136.8,49.9,0.0,2.44,106
WE00541,Thunderstorm,CRITICAL,42.35,-80.3815,662,2024-05-05T04:09:10,2024-05-05T17:50:57.028202,-5.9,20.0,104.5,0.3,4.05,478
WE00542,Heavy Rain,MEDIUM,31.3426,-118.6814,213,2024-08-02T22:57:32,2024-08-05T18:23:13.253100,24.5,185.4,8.3,6.0,1.71,57
WE00543,Extreme Heat,CRITICAL,35.8929,-120.7981,637,2024-08-22T07:22:28,2024-08-22T17:24:31.397157,-0.8,121.8,153.0,0.0,3.82,410
WE00544,Extreme Heat,HIGH,41.3582,-69.0247,382,2024-12-25T06:03:10,2024-12-25T12:38:04.110952,44.5,19.5,137.3,0.8,2.82,109
WE00545,Fog,HIGH,40.9091,-71.0644,242,2025-08-18T00:35:26,2025-08-20T23:20:05.233532,35.1,118.5,125.0,0.0,2.18,230
WE00546,Tornado,HIGH,30.8707,-97.4558,244,2024-08-25T08:59:35,2024-08-25T16:05:57.700779,21.5,101.1,114.0,0.0,2.0,97
WE00547,Extreme Wind,LOW,42.9749,-72.8071,149,2024-11-28T08:44:29,2024-11-29T13:35:14.391827,26.1,120.1,149.1,7.4,1.17,19
WE00548,Snowstorm,CRITICAL,32.6505,-88.6337,546,2024-04-09T18:37:30,2024-04-12T07:38:04.474390,13.9,25.3,192.6,1.8,4.92,566
WE00549,Extreme Heat,HIGH,43.6684,-78.8253,410,2025-10-06T11:23:46,2025-10-07T10:57:31.358407,-19.4,184.4,73.2,0.0,2.38,98
WE00550,Ice,HIGH,36.7348,-87.8755,265,2025-09-25T04:24:21,2025-09-27T05:42:16.906581,14.0,17.8,125.5,2.9,2.6,148
WE00551,Snowstorm,LOW,47.5516,-119.7005,67,2025-05-29T00:09:08,2025-05-31T13:24:25.742623,12.2,52.6,34.9,1.6,1.3,7
WE00552,Tornado,HIGH,42.8422,-85.5974,218,2026-04-22T22:00:34,2026-04-23T08:04:25.575393,39.4,61.0,99.8,1.6,2.23,114
WE00553,Tornado,HIGH,35.1671,-86.397,355,2025-12-24T18:55:01,2025-12-26T11:47:52.562807,-1.3,71.9,185.4,4.8,2.19,194
WE00554,Thunderstorm,LOW,48.2362,-120.71,112,2025-10-07T21:11:13,2025-10-08T22:18:21.186738,-14.7,136.4,116.7,3.8,1.06,5
WE00555,Heavy Rain,LOW,33.1693,-98.4771,106,2024-04-06T17:26:02,2024-04-07T20:47:13.867723,34.3,38.8,44.3,9.2,1.25,18
WE00556,Extreme Wind,MEDIUM,32.7257,-88.6843,158,2024-11-17T07:20:41,2024-11-18T11:45:22.018133,3.1,171.6,195.5,3.7,1.72,38
WE00557,Tornado,LOW,34.0825,-95.2416,50,2025-10-14T16:05:08,2025-10-15T02:15:36.702091,-19.8,125.0,155.5,7.5,1.48,21
WE00558,Ice,MEDIUM,38.3373,-75.9326,292,2025-08-28T00:44:52,2025-08-29T13:43:08.546606,-1.4,198.3,182.7,0.0,1.65,88
WE00559,Tornado,LOW,39.8903,-85.3388,103,2026-06-26T08:03:31,2026-06-26T12:41:23.203375,13.1,56.6,122.5,5.8,1.27,11
WE00560,Snowstorm,MEDIUM,42.9635,-75.6298,136,2024-01-31T08:12:14,2024-01-31T15:01:47.054463,26.1,36.8,35.1,7.7,1.8,48
WE00561,Extreme Wind,HIGH,40.699,-73.3546,340,2026-06-13T07:17:30,2026-06-16T05:46:42.635651,11.9,44.4,179.3,0.0,2.48,94
WE00562,Snowstorm,MEDIUM,42.2839,-80.8773,220,2025-08-13T21:37:57,2025-08-14T18:46:45.845693,41.3,106.4,54.5,0.0,1.92,37
WE00563,Heavy Rain,MEDIUM,34.0877,-85.0824,262,2026-01-10T23:05:36,2026-01-13T14:49:22.607665,40.8,155.2,136.0,7.0,1.65,32
WE00564,Hurricane,MEDIUM,32.5268,-116.1104,232,2024-01-10T03:49:18,2024-01-10T18:04:25.477453,43.3,63.6,198.8,1.1,1.84,82
WE00565,Extreme Heat,HIGH,33.2659,-98.3522,244,2025-06-30T10:31:07,2025-07-01T09:35:20.445297,27.5,77.4,154.2,0.6,2.87,125
WE00566,Thunderstorm,LOW,41.1901,-118.2743,90,2025-04-08T21:05:11,2025-04-10T14:26:57.435610,14.8,182.9,36.0,9.8,1.34,14
WE00567,Thunderstorm,CRITICAL,46.4217,-110.376,522,2025-08-28T19:45:21,2025-08-30T13:01:32.190831,2.1,14.4,88.6,0.0,3.74,371
WE00568,Extreme Wind,CRITICAL,42.0079,-76.3498,484,2025-10-12T22:14:44,2025-10-15T11:41:52.674118,24.1,67.4,101.5,0.5,4.39,438
WE00569,Snowstorm,MEDIUM,36.7145,-85.017,234,2026-04-16T02:19:01,2026-04-16T14:43:28.757389,42.5,108.8,146.7,5.9,1.77,61
WE00570,Hurricane,HIGH,44.7393,-115.6674,351,2026-04-28T09:17:17,2026-04-29T05:39:54.216103,43.0,73.9,128.6,0.1,2.61,102
WE00571,Heavy Rain,LOW,37.9208,-119.7823,73,2024-12-08T14:16:42,2024-12-10T23:20:49.148526,4.7,182.8,183.2,0.9,1.22,15
WE00572,Heavy Rain,MEDIUM,30.7462,-108.2402,283,2026-01-28T10:30:51,2026-01-31T00:29:25.317473,-8.6,169.1,21.8,0.9,1.93,85
WE00573,Hurricane,HIGH,31.9134,-101.2285,354,2024-12-06T20:37:53,2024-12-07T01:03:04.780390,15.9,115.8,98.0,0.0,2.65,179
WE00574,Heavy Rain,MEDIUM,31.2514,-96.0527,164,2025-02-27T23:45:57,2025-02-28T14:54:33.220575,41.0,44.6,174.3,7.8,1.76,63
WE00575,Tornado,LOW,32.4405,-84.1226,64,2025-11-08T01:08:34,2025-11-10T02:48:02.366877,44.0,73.2,121.1,4.7,1.29,26
WE00576,Tornado,CRITICAL,38.3528,-81.6362,380,2026-01-24T10:02:45,2026-01-27T02:22:17.104238,5.1,92.8,170.9,0.0,4.4,409
WE00577,Fog,LOW,28.6664,-81.3605,57,2024-02-15T02:07:25,2024-02-17T19:31:02.982520,42.3,161.0,58.7,8.6,1.14,19
WE00578,Fog,LOW,25.3741,-80.983,110,2025-08-27T01:38:50,2025-08-28T15:27:45.770910,27.3,59.5,40.7,4.0,1.35,29
WE00579,Extreme Wind,LOW,35.9346,-82.2688,90,2025-06-06T03:49:03,2025-06-08T07:40:46.089760,34.1,45.4,56.7,1.2,1.3,14
WE00580,Tornado,LOW,35.8257,-85.7095,126,2025-09-20T02:01:04,2025-09-20T05:21:20.616152,40.0,49.5,152.9,0.6,1.16,26
WE00581,Ice,LOW,38.2102,-84.2134,142,2024-09-13T09:18:48,2024-09-14T01:27:58.671369,32.7,12.5,19.8,4.2,1.38,14
WE00582,Extreme Heat,MEDIUM,34.7412,-120.2265,203,2025-12-27T01:34:03,2025-12-29T03:22:23.240880,14.7,140.1,127.1,6.2,1.97,49
WE00583,Tornado,HIGH,35.3073,-92.748,394,2024-07-17T06:18:32,2024-07-19T00:50:58.013247,32.4,36.1,3.1,4.0,2.95,109
WE00584,Hurricane,CRITICAL,41.5235,-78.5262,555,2026-04-09T17:34:20,2026-04-11T15:45:16.875294,21.6,148.7,178.2,0.0,3.65,527
WE00585,Thunderstorm,CRITICAL,40.835,-79.1612,566,2024-02-11T21:22:55,2024-02-13T04:43:52.102504,-5.6,64.1,80.9,0.0,4.52,274
WE00586,Ice,MEDIUM,38.0221,-109.9389,168,2025-09-04T02:08:23,2025-09-06T09:06:51.029133,-9.1,127.3,163.1,3.0,1.77,58
WE00587,Tornado,HIGH,32.6281,-109.7875,240,2026-05-26T18:03:29,2026-05-27T15:41:49.252232,3.7,32.5,31.7,1.6,2.12,115
WE00588,Extreme Heat,CRITICAL,46.3712,-124.5421,463,2024-02-12T02:26:15,2024-02-13T05:59:07.964257,-18.3,48.4,9.8,0.0,3.73,321
WE00589,Fog,MEDIUM,35.6275,-89.6647,280,2024-05-10T09:47:17,2024-05-12T23:08:10.371429,16.7,37.7,104.4,7.2,1.76,66
WE00590,Fog,MEDIUM,26.5021,-83.1688,139,2025-10-27T19:50:32,2025-10-27T22:28:45.551502,28.3,150.6,87.6,4.0,1.64,44
WE00591,Tornado,MEDIUM,43.3456,-70.7626,265,2024-07-29T19:14:36,2024-08-01T06:00:25.915414,-3.2,95.2,127.5,5.0,1.62,72
WE00592,Tornado,LOW,40.9598,-96.2304,94,2025-12-18T05:21:56,2025-12-19T16:29:21.008292,43.7,119.0,66.6,3.9,1.17,23
WE00593,Fog,CRITICAL,42.2538,-81.5054,481,2024-10-09T07:20:57,2024-10-10T15:39:50.583037,-12.0,105.3,26.9,0.0,4.83,336
WE00594,Tornado,LOW,36.5244,-88.4717,57,2024-03-19T02:44:49,2024-03-20T14:52:07.384849,-8.5,108.0,85.1,2.2,1.09,19
WE00595,Fog,LOW,28.3855,-92.561,144,2025-02-08T03:19:49,2025-02-10T14:41:48.293410,28.8,143.1,158.9,1.6,1.07,26
WE00596,Ice,HIGH,42.4478,-91.33,441,2025-08-11T22:00:59,2025-08-13T05:54:42.644242,31.2,9.0,162.8,0.0,2.8,105
WE00597,Snowstorm,LOW,41.4853,-94.0743,106,2025-05-23T12:35:31,2025-05-24T05:31:36.711817,40.3,190.3,62.5,0.6,1.22,13
WE00598,Ice,MEDIUM,40.2971,-73.3049,176,2024-11-24T19:16:02,2024-11-27T01:28:12.252329,34.0,143.8,188.5,4.8,1.54,52
WE00599,Fog,LOW,34.5009,-84.6053,82,2025-12-07T08:25:10,2025-12-07T23:14:27.892502,10.9,5.3,186.6,7.5,1.38,17
WE00600,Extreme Wind,HIGH,26.2153,-80.046,404,2025-05-22T17:41:41,2025-05-23T16:40:32.640933,22.3,52.5,186.6,5.0,2.08,200
WE00601,Fog,LOW,35.18,-100.0573,62,2025-06-08T06:55:56,2025-06-11T03:50:30.573757,12.6,22.2,118.4,9.3,1.18,17
WE00602,Extreme Wind,CRITICAL,38.2223,-95.0851,623,2025-08-11T22:50:59,2025-08-14T15:26:32.286612,27.6,36.7,142.4,0.0,3.08,527
WE00603,Extreme Heat,LOW,30.2255,-87.4522,79,2025-03-08T06:09:30,2025-03-09T18:02:13.796867,18.2,91.9,66.9,4.2,1.24,27
WE00604,Extreme Heat,LOW,39.0174,-124.0204,70,2025-10-16T21:04:33,2025-10-17T21:57:56.517193,26.7,2.7,33.9,1.0,1.25,17
WE00605,Hurricane,LOW,43.6262,-74.1389,128,2025-01-26T21:21:51,2025-01-27T05:15:02.480686,-14.4,58.1,105.0,1.8,1.22,24
WE00606,Extreme Wind,MEDIUM,35.8532,-121.5216,259,2024-05-07T05:41:08,2024-05-08T04:32:39.446429,-2.3,2.9,104.8,5.4,1.92,36
WE00607,Thunderstorm,HIGH,41.1299,-92.937,255,2025-12-31T14:18:35,2026-01-02T03:20:07.494644,43.0,180.1,199.0,0.0,2.53,175
WE00608,Extreme Wind,MEDIUM,41.0443,-118.6994,143,2024-01-31T02:39:40,2024-02-02T23:36:22.869039,8.1,178.7,104.1,0.0,1.77,44
WE00609,Heavy Rain,MEDIUM,34.2776,-83.1441,121,2026-04-17T22:59:59,2026-04-20T04:06:24.821082,-3.3,127.8,138.8,0.5,1.58,50
WE00610,Hurricane,MEDIUM,45.8876,-94.0957,125,2024-03-21T21:53:31,2024-03-22T05:40:07.302996,37.0,168.0,71.2,0.9,1.96,72
WE00611,Ice,LOW,46.5886,-118.9508,101,2025-06-27T15:28:02,2025-06-30T14:16:45.906128,-13.3,153.1,189.7,3.2,1.41,7
WE00612,Tornado,CRITICAL,35.4886,-86.7597,772,2024-12-14T07:36:29,2024-12-16T18:05:51.122573,4.5,124.8,22.5,0.0,4.19,356
WE00613,Tornado,LOW,37.3983,-74.4595,52,2024-04-16T14:16:41,2024-04-16T18:00:39.012609,22.8,195.6,54.7,8.3,1.47,27
WE00614,Heavy Rain,CRITICAL,41.1328,-73.1183,394,2024-03-03T12:55:55,2024-03-03T21:11:22.971695,31.2,65.2,168.9,0.0,4.55,385
WE00615,Snowstorm,MEDIUM,38.4256,-76.0552,180,2024-02-18T04:52:55,2024-02-18T18:30:33.241007,43.3,41.0,147.4,6.7,1.53,45
WE00616,Fog,HIGH,37.4288,-79.4938,237,2025-01-19T03:23:23,2025-01-21T00:06:12.490473,-5.3,191.0,126.2,0.0,2.05,109
WE00617,Ice,HIGH,37.3257,-125.089,314,2024-11-05T16:42:17,2024-11-06T11:38:13.317149,20.1,126.5,160.6,4.1,2.22,149
WE00618,Thunderstorm,CRITICAL,40.7101,-69.7633,423,2024-02-01T15:49:19,2024-02-01T19:27:45.478128,-1.1,44.6,97.2,0.0,4.04,512
WE00619,Tornado,LOW,35.025,-97.2216,54,2024-08-24T17:13:32,2024-08-27T08:19:36.791907,42.0,90.7,102.4,3.2,1.37,14
WE00620,Thunderstorm,MEDIUM,31.1329,-106.5921,220,2025-01-05T13:36:00,2025-01-08T03:37:31.754202,9.8,25.6,58.3,2.5,1.58,79
WE00621,Extreme Heat,HIGH,28.4041,-91.2472,345,2024-07-15T01:51:32,2024-07-17T22:22:05.730627,-2.6,50.3,4.0,3.4,2.79,126
WE00622,Ice,LOW,41.397,-72.6307,121,2026-01-05T15:38:09,2026-01-07T15:19:11.189779,35.5,93.3,49.7,6.1,1.37,21
WE00623,Thunderstorm,MEDIUM,34.4835,-87.2915,270,2024-06-26T16:44:51,2024-06-29T15:12:55.621961,20.9,144.2,18.0,6.7,1.9,70
WE00624,Thunderstorm,LOW,39.2646,-74.6115,54,2026-05-26T02:18:35,2026-05-28T10:11:16.466336,-15.3,43.2,108.3,9.3,1.44,18
WE00625,Hurricane,LOW,43.2638,-75.8559,122,2024-12-04T14:18:25,2024-12-05T11:18:44.205242,26.4,4.4,6.9,0.1,1.45,9
WE00626,Fog,MEDIUM,43.6968,-71.0414,122,2025-12-23T09:43:24,2025-12-24T21:19:32.609603,-11.3,129.6,161.2,3.9,1.65,33
WE00627,Extreme Wind,HIGH,38.3496,-121.3272,347,2025-02-02T01:27:26,2025-02-04T10:13:32.680124,-4.9,114.5,58.6,0.0,2.37,171
WE00628,Thunderstorm,MEDIUM,38.9124,-86.8736,125,2025-07-27T01:24:32,2025-07-29T23:05:47.203705,18.1,167.8,66.5,0.0,1.54,50
WE00629,Extreme Heat,LOW,38.5857,-73.6324,100,2024-09-17T15:37:57,2024-09-19T05:31:03.080065,8.6,179.0,189.5,5.5,1.29,21
WE00630,Fog,MEDIUM,41.1625,-91.9773,282,2024-06-26T22:05:41,2024-06-28T16:23:57.746977,25.0,37.7,48.4,6.4,1.54,44
WE00631,Fog,HIGH,39.234,-93.7656,202,2024-09-11T09:37:54,2024-09-12T10:35:03.070922,-6.0,80.4,55.7,0.0,2.13,207
