event_id,location_id,location_type,timestamp,congestion_score,processing_capacity,current_load,queue_length,average_processing_time,delay_minutes
CE00823,LOC069,Port,2026-03-06T16:21:44,0.89,4167,5552,836,54.1,29
CE00824,LOC003,Warehouse,2024-09-15T11:16:20,0.76,3544,4029,861,59.2,12
CE00825,LOC013,Hub,2025-04-11T22:32:15,0.57,2712,2308,0,30.0,0
CE00826,LOC009,Sort Facility,2026-03-25T03:19:19,0.33,3105,1537,0,30.0,0
CE00827,LOC020,Last Mile Facility,2024-11-04T07:12:17,0.57,1116,955,0,30.0,0
CE00828,LOC037,Distribution Center,2026-06-01T08:08:15,0.96,2793,4042,2322,129.8,40
CE00829,LOC037,Distribution Center,2024-08-04T18:46:17,1.0,2793,4362,2849,152.4,50
CE00830,LOC003,Warehouse,2024-07-20T18:40:51,1.0,3544,5892,4061,167.5,59
CE00831,LOC060,Last Mile Facility,2025-06-01T12:37:28,0.69,723,751,54,39.0,3
CE00832,LOC012,Airport,2024-03-24T13:48:46,0.7,2463,2571,211,40.3,3
CE00833,LOC034,Port,2024-05-20T10:18:21,0.78,1778,2067,557,67.6,14
CE00834,LOC004,Warehouse,2025-04-25T10:33:11,1.0,869,1459,359,79.6,61
CE00835,LOC058,Hub,2024-08-07T18:02:46,1.0,4836,8449,4033,130.1,67
CE00836,LOC041,Distribution Center,2025-06-21T15:38:04,0.7,4129,4333,339,39.9,4
CE00837,LOC058,Hub,2025-12-13T14:04:46,0.73,4836,5323,653,46.2,9
CE00838,LOC001,Last Mile Facility,2025-09-07T03:43:17,1.0,960,1434,745,123.1,44
CE00839,LOC010,Last Mile Facility,2024-09-13T20:23:58,0.76,1628,1860,241,47.8,12
CE00840,LOC070,Distribution Center,2025-12-16T11:57:18,1.0,4087,6250,2645,107.7,47
CE00841,LOC039,Warehouse,2024-01-02T07:26:13,1.0,1629,2675,1760,159.7,57
CE00842,LOC021,Port,2024-08-17T02:51:48,0.71,437,464,50,43.7,5
CE00843,LOC055,Airport,2024-11-07T07:41:49,0.74,1469,1636,282,53.0,10
CE00844,LOC004,Warehouse,2024-09-24T07:10:34,0.95,869,1237,333,76.0,38
CE00845,LOC060,Last Mile Facility,2025-04-13T00:37:10,0.86,723,935,292,78.5,26
CE00846,LOC026,Distribution Center,2025-04-22T17:25:42,0.3,3661,1662,0,30.0,0
CE00847,LOC040,Distribution Center,2024-05-04T20:36:26,0.52,2337,1835,0,30.0,0
CE00848,LOC011,Warehouse,2024-10-13T18:09:01,0.73,2988,3289,310,42.4,9
CE00849,LOC051,Last Mile Facility,2025-01-01T21:33:43,0.67,2427,2427,0,30.0,0
CE00850,LOC006,Sort Facility,2024-11-11T20:23:34,0.68,4943,5062,148,33.6,2
CE00851,LOC061,Airport,2025-11-09T03:43:19,0.55,2149,1773,0,30.0,0
CE00852,LOC042,Port,2024-05-20T01:39:55,1.0,809,1259,331,79.1,50
CE00853,LOC040,Distribution Center,2025-01-15T04:17:23,0.74,2337,2594,485,54.9,9
CE00854,LOC020,Last Mile Facility,2024-08-27T10:40:43,0.73,1116,1222,96,40.3,8
CE00855,LOC023,Port,2026-05-12T16:52:57,1.0,2668,4648,3594,191.6,66
CE00856,LOC041,Distribution Center,2025-08-04T09:20:33,0.41,4129,2569,0,30.0,0
CE00857,LOC042,Port,2024-01-08T16:21:17,0.42,809,512,0,30.0,0
CE00858,LOC069,Port,2026-01-11T12:40:39,0.57,4167,3545,0,30.0,0
CE00859,LOC056,Warehouse,2024-09-04T12:14:44,0.48,3011,2165,0,30.0,0
CE00860,LOC055,Airport,2025-06-19T11:47:23,0.36,1469,795,0,30.0,0
CE00861,LOC041,Distribution Center,2024-06-04T05:02:39,0.94,4129,5820,1400,70.7,36
CE00862,LOC068,Hub,2026-01-01T08:43:19,0.71,2969,3171,306,42.4,6
CE00863,LOC047,Distribution Center,2026-05-04T03:06:48,0.63,4197,3995,0,30.0,0
CE00864,LOC030,Warehouse,2025-09-04T03:08:52,0.3,2790,1262,0,30.0,0
CE00865,LOC040,Distribution Center,2024-11-26T02:16:16,0.37,2337,1301,0,30.0,0
CE00866,LOC024,Airport,2026-01-03T16:50:31,0.86,1595,2050,746,86.1,25
CE00867,LOC039,Warehouse,2025-08-07T13:10:00,0.4,1629,979,0,30.0,0
CE00868,LOC023,Port,2025-12-20T23:56:07,0.85,2668,3411,750,63.7,25
CE00869,LOC030,Warehouse,2025-01-12T02:04:40,0.6,2790,2528,0,30.0,0
CE00870,LOC004,Warehouse,2024-05-28T20:36:35,0.92,869,1204,288,69.8,34
CE00871,LOC037,Distribution Center,2025-08-25T01:48:10,0.63,2793,2634,0,30.0,0
CE00872,LOC038,Airport,2024-07-18T14:54:59,0.67,1463,1464,0,30.0,0
CE00873,LOC055,Airport,2025-05-09T13:11:52,0.77,1469,1688,425,64.7,13
CE00874,LOC027,Distribution Center,2024-07-26T10:13:12,0.76,300,341,61,54.4,12
CE00875,LOC045,Distribution Center,2025-09-13T04:44:22,0.5,4759,3571,0,30.0,0
CE00876,LOC066,Sort Facility,2025-05-23T03:36:47,0.39,3283,1920,0,30.0,0
CE00877,LOC059,Distribution Center,2025-03-15T22:15:35,1.0,4161,7125,2744,109.1,64
CE00878,LOC051,Last Mile Facility,2025-10-21T13:57:12,0.81,2427,2958,543,56.8,19
CE00879,LOC016,Airport,2025-09-03T19:48:20,1.0,1121,1802,542,88.0,54
CE00880,LOC038,Airport,2026-04-09T17:15:25,0.52,1463,1150,0,30.0,0
CE00881,LOC001,Last Mile Facility,2024-04-21T07:33:32,0.51,960,730,0,30.0,0
CE00882,LOC032,Distribution Center,2025-06-22T20:08:45,0.63,1584,1496,0,30.0,0
CE00883,LOC051,Last Mile Facility,2026-01-28T13:29:28,0.28,2427,1011,0,30.0,0
CE00884,LOC027,Distribution Center,2026-06-29T23:39:22,0.54,300,241,0,30.0,0
CE00885,LOC032,Distribution Center,2024-02-11T18:45:56,1.0,1584,2646,602,75.6,60
CE00886,LOC067,Warehouse,2024-12-10T09:21:10,0.87,3061,3995,1085,72.5,27
CE00887,LOC056,Warehouse,2024-10-03T18:17:14,0.36,3011,1605,0,30.0,0
CE00888,LOC018,Hub,2024-12-31T07:18:36,0.33,261,129,0,30.0,0
CE00889,LOC036,Airport,2025-07-27T10:15:34,0.68,2829,2883,77,33.3,1
CE00890,LOC040,Distribution Center,2025-07-16T18:47:37,1.0,2337,3512,1101,86.5,45
CE00891,LOC005,Sort Facility,2025-06-11T22:33:42,0.57,1284,1092,0,30.0,0
CE00892,LOC019,Airport,2026-02-17T23:37:55,0.39,3442,1997,0,30.0,0
CE00893,LOC017,Hub,2024-01-03T11:20:12,0.55,1600,1318,0,30.0,0
CE00894,LOC041,Distribution Center,2025-09-10T13:15:16,0.62,4129,3825,0,30.0,0
CE00895,LOC042,Port,2024-04-30T00:49:14,0.42,809,514,0,30.0,0
CE00896,LOC014,Airport,2024-12-23T09:45:39,0.4,1578,950,0,30.0,0
CE00897,LOC042,Port,2024-08-02T11:59:30,0.8,809,974,101,45.0,18
CE00898,LOC062,Sort Facility,2026-02-15T15:28:31,0.37,3208,1780,0,30.0,0
CE00899,LOC019,Airport,2024-10-19T00:03:00,0.62,3442,3207,0,30.0,0
CE00900,LOC069,Port,2024-03-09T17:40:55,0.53,4167,3320,0,30.0,0
CE00901,LOC054,Port,2024-11-24T03:18:45,0.29,759,325,0,30.0,0
CE00902,LOC054,Port,2025-04-14T01:03:41,1.0,759,1245,396,92.6,57
CE00903,LOC074,Warehouse,2025-11-07T08:54:43,0.73,325,355,49,48.1,8
CE00904,LOC009,Sort Facility,2024-05-24T05:42:43,0.86,3105,3986,607,53.5,25
CE00905,LOC061,Airport,2025-06-11T12:42:29,1.0,2149,3507,2034,143.6,56
CE00906,LOC056,Warehouse,2025-08-19T15:02:17,1.0,3011,4801,1579,92.9,53
CE00907,LOC057,Distribution Center,2024-10-06T10:15:00,0.72,2059,2239,131,37.6,7
CE00908,LOC021,Port,2025-10-23T07:40:06,0.97,437,633,250,98.6,40
CE00909,LOC061,Airport,2024-08-22T04:16:36,0.97,2149,3117,819,75.7,40
CE00910,LOC037,Distribution Center,2025-03-18T16:13:57,0.32,2793,1340,0,30.0,0
CE00911,LOC003,Warehouse,2025-04-28T06:21:11,0.48,3544,2532,0,30.0,0
CE00912,LOC049,Port,2025-08-23T21:31:39,1.0,1833,2946,1388,120.9,54
CE00913,LOC039,Warehouse,2026-01-16T16:00:27,0.42,1629,1032,0,30.0,0
CE00914,LOC012,Airport,2024-02-24T02:25:55,0.32,2463,1167,0,30.0,0
CE00915,LOC009,Sort Facility,2025-02-09T11:30:43,0.96,3105,4474,2538,128.1,39
CE00916,LOC020,Last Mile Facility,2025-10-17T03:29:27,1.0,1116,1815,535,87.5,56
CE00917,LOC049,Port,2024-10-05T20:54:52,0.64,1833,1749,0,30.0,0
CE00918,LOC026,Distribution Center,2024-09-11T01:19:13,0.62,3661,3386,0,30.0,0
CE00919,LOC050,Airport,2025-09-10T14:34:25,1.0,3355,5469,1827,95.3,56
CE00920,LOC075,Distribution Center,2026-03-14T16:09:09,1.0,1059,1725,492,85.8,56
CE00921,LOC048,Sort Facility,2024-06-14T08:01:07,0.95,3574,5092,918,60.8,38
CE00922,LOC042,Port,2025-12-23T05:34:28,0.74,809,899,163,54.2,10
CE00923,LOC057,Distribution Center,2024-05-08T09:03:36,0.49,2059,1528,0,30.0,0
CE00924,LOC066,Sort Facility,2025-06-21T22:30:36,0.75,3283,3707,297,40.9,11
CE00925,LOC002,Port,2024-06-06T12:39:21,0.39,566,327,0,30.0,0
CE00926,LOC043,Distribution Center,2025-09-20T07:52:00,0.61,4879,4459,0,30.0,0
CE00927,LOC006,Sort Facility,2024-01-19T23:45:43,0.72,4943,5306,365,38.9,6
CE00928,LOC022,Hub,2024-09-06T22:10:55,0.78,479,561,71,47.8,15
CE00929,LOC069,Port,2025-05-10T14:08:35,0.74,4167,4611,771,52.2,9
CE00930,LOC072,Airport,2024-07-18T23:45:24,0.65,4665,4551,0,30.0,0
CE00931,LOC038,Airport,2026-06-11T17:42:20,0.85,1463,1859,613,80.3,24
CE00932,LOC014,Airport,2026-02-26T13:13:39,0.39,1578,914,0,30.0,0
CE00933,LOC045,Distribution Center,2025-08-19T12:11:43,0.95,4759,6803,2466,92.2,38
CE00934,LOC005,Sort Facility,2025-12-07T08:08:56,0.91,1284,1749,913,115.3,32
CE00935,LOC059,Distribution Center,2024-01-19T00:03:23,0.94,4161,5884,2869,112.7,37
CE00936,LOC055,Airport,2026-01-25T04:35:23,0.46,1469,1013,0,30.0,0
CE00937,LOC029,Port,2025-09-16T00:35:16,0.88,2831,3752,982,71.6,29
CE00938,LOC075,Distribution Center,2025-10-18T06:20:27,0.6,1059,960,0,30.0,0
CE00939,LOC069,Port,2024-03-25T16:19:41,0.69,4167,4283,190,35.5,2
CE00940,LOC017,Hub,2025-04-15T14:57:46,0.6,1600,1450,0,30.0,0
CE00941,LOC017,Hub,2025-10-22T04:26:51,1.0,1600,2831,2010,180.8,69
CE00942,LOC009,Sort Facility,2025-02-05T19:08:07,1.0,3105,5005,2135,112.5,55
CE00943,LOC009,Sort Facility,2024-06-29T03:14:35,0.8,3105,3706,932,66.0,17
CE00944,LOC043,Distribution Center,2025-11-30T11:16:48,0.88,4879,6421,1769,73.5,28
CE00945,LOC039,Warehouse,2026-02-18T22:12:45,0.64,1629,1575,0,30.0,0
CE00946,LOC075,Distribution Center,2025-08-02T03:56:06,0.51,1059,806,0,30.0,0
CE00947,LOC020,Last Mile Facility,2026-01-05T15:07:20,0.6,1116,1006,0,30.0,0
CE00948,LOC030,Warehouse,2025-06-04T12:04:22,0.81,2790,3381,1135,78.8,19
CE00949,LOC022,Hub,2026-04-11T03:08:47,0.77,479,556,147,66.8,14
CE00950,LOC017,Hub,2025-07-20T19:02:00,1.0,1600,2572,695,82.1,54
CE00951,LOC010,Last Mile Facility,2024-06-22T11:26:20,0.8,1628,1956,453,63.4,18
CE00952,LOC065,Airport,2024-10-04T19:37:19,0.89,1748,2321,1100,105.5,29
CE00953,LOC003,Warehouse,2025-10-20T18:17:37,0.75,3544,4004,239,38.1,11
CE00954,LOC009,Sort Facility,2026-04-05T23:38:46,0.51,3105,2366,0,30.0,0
CE00955,LOC001,Last Mile Facility,2025-08-18T16:51:56,1.0,960,1615,1003,155.4,61
CE00956,LOC075,Distribution Center,2024-05-04T06:57:21,0.99,1059,1580,617,99.9,44
CE00957,LOC026,Distribution Center,2024-08-21T14:50:31,0.71,3661,3907,348,41.4,6
CE00958,LOC038,Airport,2024-01-11T19:21:56,1.0,1463,2231,667,84.7,47
CE00959,LOC013,Hub,2025-06-07T16:35:01,0.92,2712,3754,2077,121.9,34
CE00960,LOC060,Last Mile Facility,2025-02-04T12:50:36,0.4,723,437,0,30.0,0
CE00961,LOC021,Port,2024-11-02T23:32:54,1.0,437,703,440,150.8,54
CE00962,LOC027,Distribution Center,2026-03-10T20:43:29,0.58,300,261,0,30.0,0
CE00963,LOC007,Warehouse,2025-12-07T19:13:58,0.61,2658,2449,0,30.0,0
CE00964,LOC004,Warehouse,2025-11-06T13:48:05,0.95,869,1243,448,91.9,38
CE00965,LOC058,Hub,2024-03-16T09:50:11,1.0,4836,7340,3260,110.9,46
CE00966,LOC026,Distribution Center,2025-12-22T23:37:37,0.88,3661,4851,1591,82.1,29
CE00967,LOC049,Port,2025-03-13T15:03:27,0.4,1833,1100,0,30.0,0
CE00968,LOC022,Hub,2024-03-02T21:30:31,0.67,479,483,7,31.8,0
CE00969,LOC042,Port,2024-07-07T19:45:58,0.67,809,813,3,30.4,0
CE00970,LOC074,Warehouse,2026-01-30T14:24:33,1.0,325,505,213,108.6,49
CE00971,LOC053,Distribution Center,2025-12-15T23:23:25,0.41,1247,766,0,30.0,0
CE00972,LOC061,Airport,2025-07-24T06:38:01,0.9,2149,2911,530,59.6,31
CE00973,LOC051,Last Mile Facility,2024-03-18T18:52:32,1.0,2427,4173,1895,123.7,64
CE00974,LOC054,Port,2025-07-27T16:22:06,0.43,759,494,0,30.0,0
CE00975,LOC045,Distribution Center,2025-01-26T23:25:30,0.94,4759,6737,3703,123.4,37
CE00976,LOC071,Last Mile Facility,2025-10-23T07:20:27,0.78,4596,5366,1065,57.8,15
CE00977,LOC054,Port,2025-06-08T05:29:08,0.3,759,344,0,30.0,0
CE00978,LOC065,Airport,2025-04-05T01:03:55,0.35,1748,930,0,30.0,0
CE00979,LOC030,Warehouse,2024-02-06T13:16:29,0.8,2790,3346,430,48.5,17
CE00980,LOC033,Last Mile Facility,2026-04-23T03:07:50,0.69,4291,4467,91,32.5,3
CE00981,LOC058,Hub,2025-02-19T03:15:44,0.34,4836,2432,0,30.0,0
CE00982,LOC057,Distribution Center,2024-10-04T15:28:10,1.0,2059,3320,2090,151.8,55
CE00983,LOC004,Warehouse,2025-03-31T12:46:04,0.38,869,499,0,30.0,0
CE00984,LOC032,Distribution Center,2025-07-08T09:39:02,1.0,1584,2616,1308,129.1,58
CE00985,LOC031,Hub,2025-10-09T21:07:57,0.3,4593,2070,0,30.0,0
CE00986,LOC069,Port,2024-01-28T05:09:19,0.48,4167,2985,0,30.0,0
CE00987,LOC033,Last Mile Facility,2025-11-25T00:47:54,1.0,4291,7288,2229,92.3,62
CE00988,LOC059,Distribution Center,2025-05-19T07:10:43,0.71,4161,4408,163,34.7,5
CE00989,LOC028,Hub,2025-04-07T10:26:22,0.3,4698,2142,0,30.0,0
CE00990,LOC004,Warehouse,2024-02-25T07:49:34,1.0,869,1474,899,154.1,62
CE00991,LOC030,Warehouse,2024-06-22T11:51:16,1.0,2790,4515,2952,157.0,55
CE00992,LOC045,Distribution Center,2025-07-08T23:02:22,0.62,4759,4448,0,30.0,0
CE00993,LOC052,Hub,2024-02-26T21:00:26,0.38,2030,1171,0,30.0,0
CE00994,LOC059,Distribution Center,2026-04-05T07:07:35,1.0,4161,7157,2852,112.2,64
CE00995,LOC032,Distribution Center,2025-09-07T11:56:59,0.32,1584,759,0,30.0,0
CE00996,LOC026,Distribution Center,2025-01-21T05:28:33,1.0,3661,5532,962,61.5,45
CE00997,LOC024,Airport,2024-09-29T05:11:02,0.31,1595,730,0,30.0,0
CE00998,LOC003,Warehouse,2024-05-10T13:29:38,0.52,3544,2779,0,30.0,0
CE00999,LOC039,Warehouse,2026-04-11T01:41:38,0.6,1629,1456,0,30.0,0
CE01000,LOC059,Distribution Center,2024-05-26T21:55:16,0.34,4161,2105,0,30.0,0
CE01001,LOC004,Warehouse,2024-07-14T19:39:25,0.84,869,1091,150,50.7,22
CE01002,LOC051,Last Mile Facility,2024-08-12T16:43:51,0.4,2427,1454,0,30.0,0
CE01003,LOC025,Warehouse,2026-02-05T13:09:37,0.8,491,590,56,43.7,18
CE01004,LOC014,Airport,2025-10-31T16:35:35,1.0,1578,2752,1601,151.7,66
CE01005,LOC068,Hub,2025-03-02T17:25:04,0.43,2969,1896,0,30.0,0
CE01006,LOC006,Sort Facility,2025-06-20T12:56:01,0.33,4943,2414,0,30.0,0
CE01007,LOC002,Port,2025-12-12T12:37:43,0.87,566,739,244,81.7,27
CE01008,LOC023,Port,2025-01-14T04:44:01,0.54,2668,2163,0,30.0,0
CE01009,LOC003,Warehouse,2026-03-24T07:41:05,0.95,3544,5052,1929,95.3,38
CE01010,LOC066,Sort Facility,2026-06-03T00:24:11,1.0,3283,5173,2760,130.9,51
CE01011,LOC007,Warehouse,2025-12-13T03:07:13,0.59,2658,2371,0,30.0,0
CE01012,LOC020,Last Mile Facility,2024-03-04T03:12:20,0.79,1116,1323,124,43.3,16
CE01013,LOC022,Hub,2024-04-28T21:28:27,0.88,479,635,207,81.9,29
CE01014,LOC038,Airport,2025-05-22T08:06:03,0.93,1463,2040,649,83.2,35
CE01015,LOC030,Warehouse,2025-08-02T02:49:02,0.56,2790,2346,0,30.0,0
CE01016,LOC063,Last Mile Facility,2024-02-29T11:27:25,1.0,3270,5681,1772,95.0,66
CE01017,LOC040,Distribution Center,2024-08-15T23:15:11,0.69,2337,2426,132,36.8,3
CE01018,LOC043,Distribution Center,2024-06-06T02:07:41,0.7,4879,5154,410,40.1,5
CE01019,LOC052,Hub,2025-08-16T06:44:54,0.84,2030,2566,429,55.4,23
CE01020,LOC046,Last Mile Facility,2026-03-07T08:18:59,1.0,1736,3096,1586,139.6,70
CE01021,LOC067,Warehouse,2024-05-02T08:34:01,0.54,3061,2483,0,30.0,0
CE01022,LOC009,Sort Facility,2025-06-08T17:04:49,0.4,3105,1845,0,30.0,0
CE01023,LOC062,Sort Facility,2025-04-14T02:51:11,0.43,3208,2080,0,30.0,0
CE01024,LOC006,Sort Facility,2025-10-18T09:03:24,1.0,4943,7477,2314,86.2,46
CE01025,LOC061,Airport,2025-09-14T12:39:17,0.99,2149,3197,1554,116.8,43
CE01026,LOC072,Airport,2024-02-04T18:30:59,0.87,4665,6081,2667,98.6,27
CE01027,LOC030,Warehouse,2024-10-12T17:25:13,1.0,2790,4356,1760,105.7,50
CE01028,LOC014,Airport,2025-02-03T00:21:37,0.67,1578,1589,17,31.3,0
CE01029,LOC021,Port,2024-05-03T03:53:41,0.88,437,577,165,75.3,28
CE01030,LOC031,Hub,2025-11-04T07:38:18,1.0,4593,8218,2918,106.2,71
CE01031,LOC026,Distribution Center,2024-06-29T20:39:16,0.3,3661,1657,0,30.0,0
CE01032,LOC037,Distribution Center,2024-10-24T16:59:33,0.34,2793,1445,0,30.0,0
CE01033,LOC056,Warehouse,2026-06-05T20:30:46,1.0,3011,5000,1826,102.8,59
CE01034,LOC057,Distribution Center,2025-02-09T09:52:51,0.58,2059,1787,0,30.0,0
CE01035,LOC066,Sort Facility,2025-04-16T00:10:05,0.66,3283,3226,0,30.0,0
CE01036,LOC072,Airport,2026-03-09T12:47:03,0.57,4665,3985,0,30.0,0
CE01037,LOC009,Sort Facility,2026-04-17T13:15:11,0.61,3105,2825,0,30.0,0
CE01038,LOC052,Hub,2025-01-13T15:44:53,0.32,2030,962,0,30.0,0
CE01039,LOC029,Port,2024-03-16T20:33:35,0.88,2831,3745,618,56.2,29
CE01040,LOC012,Airport,2025-08-04T08:32:37,1.0,2463,4420,1005,79.0,71
CE01041,LOC063,Last Mile Facility,2026-06-09T15:30:57,0.39,3270,1889,0,30.0,0
CE01042,LOC024,Airport,2026-01-04T15:40:33,0.36,1595,857,0,30.0,0
CE01043,LOC060,Last Mile Facility,2024-11-30T07:34:58,0.44,723,476,0,30.0,0
CE01044,LOC054,Port,2025-11-09T18:30:50,1.0,759,1155,545,116.2,46
CE01045,LOC054,Port,2025-03-02T20:47:33,0.32,759,364,0,30.0,0
CE01046,LOC068,Hub,2024-10-15T11:54:00,0.72,2969,3209,199,38.0,7
CE01047,LOC055,Airport,2025-03-06T01:51:29,0.29,1469,641,0,30.0,0
CE01048,LOC070,Distribution Center,2026-02-18T03:37:37,0.47,4087,2907,0,30.0,0
CE01049,LOC003,Warehouse,2024-03-12T01:23:31,0.65,3544,3457,0,30.0,0
CE01050,LOC054,Port,2025-09-11T07:31:06,1.0,759,1197,391,91.8,51
CE01051,LOC036,Airport,2024-10-08T13:52:40,0.53,2829,2262,0,30.0,0
CE01052,LOC041,Distribution Center,2025-03-18T14:18:29,0.35,4129,2149,0,30.0,0
CE01053,LOC057,Distribution Center,2025-02-27T14:13:30,0.33,2059,1021,0,30.0,0
CE01054,LOC015,Last Mile Facility,2024-01-08T20:19:00,1.0,3252,4889,1292,77.7,45
CE01055,LOC042,Port,2025-09-24T12:52:29,1.0,809,1273,752,141.5,51
CE01056,LOC019,Airport,2024-11-17T18:36:09,0.27,3442,1384,0,30.0,0
CE01057,LOC021,Port,2024-01-30T01:53:34,0.87,437,569,243,96.7,27
CE01058,LOC041,Distribution Center,2025-10-05T15:08:58,0.94,4129,5822,3005,117.3,36
CE01059,LOC022,Hub,2024-07-20T14:03:44,1.0,479,831,498,154.8,66
CE01060,LOC047,Distribution Center,2025-03-02T20:07:05,0.32,4197,2037,0,30.0,0
CE01061,LOC016,Airport,2025-02-18T20:28:04,0.6,1121,1012,0,30.0,0
CE01062,LOC017,Hub,2025-12-19T09:03:30,0.93,1600,2223,937,100.3,35
CE01063,LOC036,Airport,2025-05-09T05:50:31,0.91,2829,3873,744,61.6,33
CE01064,LOC006,Sort Facility,2024-05-30T21:55:43,0.44,4943,3227,0,30.0,0
CE01065,LOC040,Distribution Center,2024-12-09T19:32:42,0.62,2337,2177,0,30.0,0
CE01066,LOC073,Sort Facility,2024-12-15T06:04:30,0.73,3536,3873,259,38.8,8
CE01067,LOC046,Last Mile Facility,2024-01-29T01:48:26,0.94,1736,2445,1251,116.5,36
CE01068,LOC016,Airport,2025-05-19T06:17:40,0.41,1121,694,0,30.0,0
CE01069,LOC062,Sort Facility,2024-12-09T09:37:44,1.0,3208,5125,2331,117.2,53
CE01070,LOC009,Sort Facility,2024-04-08T23:44:43,1.0,3105,5147,1590,91.4,59
CE01071,LOC042,Port,2025-03-23T03:07:44,0.59,809,714,0,30.0,0
CE01072,LOC070,Distribution Center,2025-12-16T14:03:31,0.43,4087,2661,0,30.0,0
CE01073,LOC032,Distribution Center,2025-10-15T15:14:53,0.35,1584,832,0,30.0,0
CE01074,LOC032,Distribution Center,2025-05-25T16:45:48,0.61,1584,1438,0,30.0,0
CE01075,LOC003,Warehouse,2026-04-21T03:00:52,0.56,3544,2957,0,30.0,0
CE01076,LOC020,Last Mile Facility,2025-08-27T08:26:39,0.42,1116,701,0,30.0,0
CE01077,LOC035,Airport,2026-01-08T19:45:38,0.49,1822,1350,0,30.0,0
CE01078,LOC019,Airport,2026-05-16T06:57:52,0.87,3442,4487,805,58.1,27
CE01079,LOC006,Sort Facility,2024-01-20T12:32:24,0.35,4943,2587,0,30.0,0
CE01080,LOC019,Airport,2025-06-16T18:07:46,0.77,3442,3982,526,48.3,14
CE01081,LOC004,Warehouse,2025-06-13T02:20:18,0.67,869,869,0,30.0,0
CE01082,LOC036,Airport,2025-05-11T13:08:51,0.31,2829,1333,0,30.0,0
CE01083,LOC062,Sort Facility,2025-06-22T01:28:19,0.44,3208,2119,0,30.0,0
CE01084,LOC023,Port,2025-11-21T07:48:05,0.33,2668,1312,0,30.0,0
CE01085,LOC009,Sort Facility,2024-08-23T18:43:02,0.6,3105,2786,0,30.0,0
CE01086,LOC068,Hub,2025-12-18T14:39:10,0.7,2969,3104,69,32.8,4
CE01087,LOC064,Warehouse,2026-02-14T03:07:23,0.49,3291,2423,0,30.0,0
CE01088,LOC012,Airport,2024-11-23T05:07:52,1.0,2463,3897,771,67.6,52
CE01089,LOC045,Distribution Center,2026-04-06T19:21:32,0.58,4759,4158,0,30.0,0
CE01090,LOC039,Warehouse,2024-09-21T02:33:33,0.98,1629,2404,1069,108.7,42
CE01091,LOC007,Warehouse,2025-08-28T22:32:15,0.42,2658,1674,0,30.0,0
CE01092,LOC042,Port,2025-02-01T04:54:39,0.57,809,689,0,30.0,0
CE01093,LOC043,Distribution Center,2025-09-17T22:37:33,1.0,4879,8150,4631,143.9,60
CE01094,LOC026,Distribution Center,2024-02-20T02:58:57,0.34,3661,1866,0,30.0,0
CE01095,LOC056,Warehouse,2026-06-06T12:06:11,0.89,3011,4016,1969,108.5,30
CE01096,LOC062,Sort Facility,2024-05-02T02:44:16,0.48,3208,2289,0,30.0,0
CE01097,LOC067,Warehouse,2026-01-25T19:28:14,0.47,3061,2155,0,30.0,0
CE01098,LOC064,Warehouse,2026-05-21T23:44:24,0.96,3291,4751,2551,123.0,39
CE01099,LOC071,Last Mile Facility,2025-06-20T09:41:13,1.0,4596,7549,2675,99.8,57
CE01100,LOC032,Distribution Center,2024-05-09T01:53:39,1.0,1584,2510,923,99.9,52
CE01101,LOC043,Distribution Center,2024-11-18T10:04:10,0.7,4879,5138,507,42.5,4
CE01102,LOC067,Warehouse,2026-04-02T16:36:41,0.58,3061,2676,0,30.0,0
CE01103,LOC060,Last Mile Facility,2025-07-27T12:27:18,0.79,723,862,200,63.2,17
CE01104,LOC069,Port,2025-04-17T07:09:42,0.75,4167,4716,898,55.9,11
CE01105,LOC074,Warehouse,2025-03-29T07:57:05,1.0,325,520,224,112.7,54
CE01106,LOC007,Warehouse,2025-05-04T20:39:21,1.0,2658,4257,1462,96.0,54
CE01107,LOC034,Port,2025-12-02T09:06:34,0.67,1778,1794,29,32.0,0
CE01108,LOC043,Distribution Center,2025-12-27T01:11:36,1.0,4879,7911,3978,127.8,55
CE01109,LOC058,Hub,2024-02-15T22:14:49,0.4,4836,2871,0,30.0,0
CE01110,LOC034,Port,2024-08-30T04:23:30,0.59,1778,1563,0,30.0,0
CE01111,LOC016,Airport,2026-06-27T16:01:40,1.0,1121,1967,1629,204.4,67
CE01112,LOC058,Hub,2024-09-16T00:18:19,0.79,4836,5748,1086,56.9,16
CE01113,LOC043,Distribution Center,2025-06-30T05:34:53,0.77,4879,5668,863,51.2,14
CE01114,LOC063,Last Mile Facility,2026-05-27T12:42:59,0.85,3270,4157,763,58.0,24
CE01115,LOC057,Distribution Center,2025-11-01T08:38:02,0.28,2059,866,0,30.0,0
CE01116,LOC020,Last Mile Facility,2025-10-07T06:58:23,0.73,1116,1215,175,48.8,7
CE01117,LOC033,Last Mile Facility,2024-02-06T08:43:34,0.49,4291,3146,0,30.0,0
CE01118,LOC055,Airport,2025-03-17T00:05:59,0.76,1469,1680,139,41.4,12
CE01119,LOC015,Last Mile Facility,2026-05-14T09:34:03,1.0,3252,5095,1228,75.3,51
CE01120,LOC013,Hub,2026-02-01T08:44:32,0.5,2712,2015,0,30.0,0
CE01121,LOC008,Airport,2024-12-30T14:56:32,0.32,1075,521,0,30.0,0
